role_id,role_label,model_id,scheme_id,fe_label,scenario_id,scenario_label,Province,outcome_actual_mean,actual_pred_mean,counterfactual_pred_mean,actual_minus_counterfactual_mean,relative_change_pct_mean
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,新疆,-1.1031489565389994,-0.5174455227113013,-0.5203651663859786,0.0029196436746773413,0.56107592576858
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,江苏,0.22609849553332603,-0.09654354876575899,-0.15109114628128034,0.05454759751552135,36.102444688567175
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,江西,-0.3426496231050803,-0.3643770267472789,-0.3607192184857676,-0.0036578082615112972,-1.0140319877787765
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,河北,0.13176372162980668,0.20954117727825794,-0.013261134603739233,0.22280231188199717,
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,河南,0.4499227113913342,0.29999882566149694,0.157743373762669,0.14225545189882793,90.18157055069506
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,浙江,-0.3536306549835506,-0.07857272140157595,-0.024138727119387582,-0.05443399428218837,
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,海南,-0.7965628634561308,-0.7631634154191623,-0.19766827776535095,-0.5654951376538113,-286.0828980991589
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,湖北,-0.3690363559925742,-0.1546408540836149,-0.2222641907638686,0.06762333668025372,30.424755534325417
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,湖南,-0.16591427751719653,-0.007054240663876832,0.06287496334294573,-0.06992920400682257,-111.21947479380644
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,甘肃,-0.44638286543683464,-0.43191821789862794,-0.42845335201960877,-0.0034648658790191744,-0.8086915092825788
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,福建,-0.2384496538539977,-0.5501921939215391,-0.5067943007033949,-0.043397893218144135,-8.563216507745036
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,西藏,-0.28269710808850346,-0.6544030058901904,-0.6352692343514006,-0.019133771538789812,-3.011915343000213
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,贵州,-0.4790829693250563,-0.07622629654844959,-0.009841295867429545,-0.06638500068102005,
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,辽宁,0.30657071919877493,-0.1498486018589965,-0.2501373313738075,0.10028872951481099,40.0934674420663
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,重庆,-0.5024751960020795,-0.3458947635816488,-0.28304173541208877,-0.06285302816956001,-22.20627572045177
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,陕西,-0.12321507153616608,-0.3104431151603345,-0.35201362860713503,0.04157051344680052,11.809347726475472
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,青海,-1.0114130680054685,-0.7521117540163571,-0.741472510556228,-0.010639243460129122,-1.4348803642292707
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,r1xday_to_baseline,仅 R1xday 恢复基准,黑龙江,-0.3066492167111761,-0.5444022564906518,-0.5398280142080689,-0.004574242282582852,-0.8473517791204842
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,上海,0.46388439364467193,0.044077282189722844,-0.2353430801492421,0.27942036233896494,118.72894761204424
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,云南,-0.33438085827052333,-0.15760568061412744,-0.39416450492103305,0.2365588243069056,60.01525285852358
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,内蒙古,-0.33813603416549953,-0.253856952360505,-0.3368327671279758,0.08297581476747079,24.634127930892504
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,北京,1.2527695248922102,1.05284993318018,0.9042868923456002,0.14856304083457972,16.428750885598586
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,吉林,-0.03094609424209656,-0.17651679046588048,-0.3887369840791228,0.21222019361324235,54.592231329871986
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,四川,-0.3740306703067737,-0.15656046679800273,-0.4182822362830775,0.26172176948507475,62.57061543200496
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,天津,-0.2640461360334078,-0.1866185817262891,-0.3579951004399922,0.17137651871370313,47.87119111492688
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,宁夏,-0.954259210267664,-0.47222155484980716,-0.6724875726312076,0.20026601778140046,29.77988381225097
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,安徽,0.09051629723649503,-0.3122136457265261,-0.5831459957868674,0.27093235006034133,46.46046650714956
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,山东,-0.25448549577631807,0.3751081289248963,0.16369375631114313,0.21141437261375318,129.1523741515861
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,山西,-0.4659455597441945,-0.3520477891797399,-0.5526305548457533,0.2005827656660134,36.295996286705275
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,广东,0.3157232848392835,-0.21838807329078092,-0.5011644917722325,0.28277641848145163,56.42387342357184
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,广西,-0.11116461110844143,-0.309761679165361,-0.618434149722876,0.308672470557515,49.91193819032034
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,新疆,-1.1031489565389994,-0.5174455227113013,-1.0500584432167381,0.5326129205054368,50.72221683907764
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,江苏,0.22609849553332603,-0.09654354876575899,-0.358538132826536,0.261994584060777,73.07300397738513
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,江西,-0.3426496231050803,-0.3643770267472789,-0.6437290222512915,0.2793519955040126,43.39589887170916
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,河北,0.13176372162980668,0.20954117727825794,0.04214408832578409,0.16739708895247385,
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,河南,0.4499227113913342,0.29999882566149694,0.05927753062046959,0.24072129504102735,406.0919753595505
main_model,主模型,SYS_08952 | Province: No / Year: Yes,SYS_08952,Province: No / Year: Yes,temperature_to_baseline,仅温度变量恢复基准,浙江,-0.3536306549835506,-0.07857272140157595,-0.36273509739916143,0.2841623759975855,78.33881475353546
