parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.096,-0.175,0.206,0.003,0.002,945.0,1387.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.004,0.021,-0.045,0.035,0.0,0.0,4596.0,2447.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.014,0.017,-0.021,0.045,0.0,0.0,5316.0,2635.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.018,0.02,-0.02,0.058,0.0,0.0,5488.0,2035.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.01,0.022,-0.035,0.053,0.0,0.0,4862.0,2581.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[GDP],0.034,0.05,-0.063,0.129,0.001,0.001,2825.0,2758.0,1.0,main,GDP,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.007,0.021,-0.037,0.047,0.0,0.0,4901.0,2249.0,1.0,main,城市用水普及率,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.021,0.064,-0.103,0.146,0.001,0.001,2019.0,2020.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.012,0.033,-0.071,0.056,0.001,0.001,3508.0,2521.0,1.0,main,主要城市降水量,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[文盲比例],0.027,0.036,-0.045,0.099,0.001,0.001,3727.0,2339.0,1.0,main,文盲比例,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.018,0.015,-0.01,0.047,0.0,0.0,4057.0,2605.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
sigma_residual,0.187,0.009,0.171,0.204,0.0,0.0,2990.0,1910.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
sigma_province,0.511,0.075,0.379,0.667,0.002,0.001,1135.0,1699.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
