parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.025,-0.037,0.059,0.0,0.0,4372.0,2286.0,1.0,global,,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],0.135,0.032,0.073,0.198,0.001,0.001,3296.0,2455.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.114,0.027,0.063,0.168,0.0,0.0,3308.0,2405.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.122,0.038,0.049,0.195,0.001,0.001,3633.0,2448.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.109,0.033,0.043,0.169,0.001,0.001,3456.0,2108.0,1.0,main,PM2.5,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.284,0.038,0.211,0.361,0.001,0.001,3337.0,2504.0,1.0,main,医疗水平,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.046,0.03,-0.011,0.107,0.001,0.0,3381.0,2491.0,1.0,main,城市用水普及率,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.195,0.028,0.139,0.247,0.0,0.0,3818.0,2470.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.018,0.029,-0.04,0.074,0.0,0.0,3603.0,2418.0,1.0,main,PA（%）,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.003,0.033,-0.069,0.058,0.001,0.001,2925.0,2436.0,1.0,main,食品消费量,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.419,0.018,0.388,0.456,0.0,0.0,4060.0,2369.0,1.0,global,,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
