parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.008,0.091,-0.173,0.182,0.003,0.002,869.0,1139.0,1.0,global,,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.005,0.02,-0.043,0.034,0.0,0.0,4084.0,2522.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.016,-0.019,0.042,0.0,0.0,4373.0,2358.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.031,0.019,-0.005,0.067,0.0,0.0,4583.0,2505.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.0,0.023,-0.047,0.045,0.0,0.0,4157.0,2335.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.131,0.051,0.03,0.224,0.001,0.001,3283.0,2263.0,1.01,main,医疗水平,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[生活垃圾无害化处理率],-0.007,0.016,-0.037,0.026,0.0,0.0,4370.0,2546.0,1.0,main,生活垃圾无害化处理率,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.03,0.064,-0.095,0.155,0.002,0.001,1566.0,1872.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.014,0.014,-0.013,0.041,0.0,0.0,4125.0,2390.0,1.0,main,PA（%）,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.039,0.026,-0.087,0.012,0.0,0.0,3831.0,2557.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.17,0.203,0.0,0.0,3071.0,2316.0,1.0,global,,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
sigma_province,0.486,0.07,0.37,0.637,0.002,0.002,926.0,1360.0,1.01,global,,province_year_additive,Province + year additive,SYS_09791 | Province: No / Year: Yes,SYS_09791,systematic,Province: No / Year: Yes
