parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.01,0.092,-0.157,0.199,0.003,0.002,981.0,1223.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.008,0.02,-0.048,0.03,0.0,0.0,3928.0,2117.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.012,0.016,-0.017,0.043,0.0,0.0,4663.0,2342.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.026,0.018,-0.011,0.059,0.0,0.0,4862.0,2381.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.006,0.022,-0.034,0.049,0.0,0.0,4557.0,2428.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.122,0.051,0.022,0.217,0.001,0.001,3311.0,2205.0,1.0,main,医疗水平,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.003,0.021,-0.041,0.043,0.0,0.0,4883.0,2260.0,1.01,main,城市用水普及率,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.019,0.063,-0.106,0.138,0.001,0.001,2095.0,2039.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[文盲比例],0.027,0.037,-0.048,0.097,0.001,0.001,3481.0,2424.0,1.0,main,文盲比例,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.016,0.014,-0.012,0.042,0.0,0.0,4418.0,2682.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.009,0.169,0.203,0.0,0.0,3567.0,2236.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
sigma_province,0.507,0.073,0.369,0.652,0.002,0.001,934.0,1523.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
