parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.011,0.115,-0.209,0.241,0.005,0.003,469.0,829.0,1.01,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.012,0.024,-0.061,0.032,0.0,0.0,3011.0,2248.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.007,0.02,-0.032,0.047,0.0,0.0,2551.0,2428.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.006,0.019,-0.029,0.042,0.0,0.0,2635.0,2184.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.084,0.027,0.026,0.135,0.001,0.001,2327.0,2123.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.241,0.03,-0.299,-0.184,0.001,0.0,2672.0,2156.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[卫生程度
（日污水处理能力）]",-0.023,0.064,-0.145,0.105,0.002,0.001,1636.0,1756.0,1.0,main,"卫生程度
（日污水处理能力）",province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.137,0.065,0.009,0.262,0.002,0.001,1412.0,1876.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.025,0.028,-0.031,0.079,0.001,0.0,2414.0,2077.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.027,0.018,-0.008,0.061,0.0,0.0,2831.0,2072.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_residual,0.233,0.011,0.213,0.254,0.0,0.0,2404.0,1979.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
sigma_province,0.625,0.087,0.46,0.8,0.003,0.002,844.0,1211.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09851 | Province: No / Year: Yes,SYS_09851,systematic,Province: No / Year: Yes
