parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.023,-0.032,0.059,0.0,0.0,4110.0,2428.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[R1xday],0.135,0.031,0.068,0.193,0.001,0.001,3634.0,2571.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.102,0.028,0.053,0.159,0.0,0.0,3524.0,2474.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.111,0.035,0.042,0.177,0.001,0.001,4125.0,2431.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.105,0.032,0.046,0.169,0.001,0.001,3888.0,2555.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.267,0.039,0.193,0.345,0.001,0.001,3270.0,2282.0,1.0,main,医疗水平,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[饮用水
供水综合生产能力(万立方米/日)]",0.084,0.029,0.027,0.139,0.0,0.0,3601.0,2376.0,1.0,main,"饮用水
供水综合生产能力(万立方米/日)",year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.152,0.028,0.096,0.205,0.0,0.0,3455.0,2387.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.012,0.032,-0.053,0.075,0.001,0.001,3069.0,2456.0,1.0,main,食品消费量,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.009,0.026,-0.042,0.059,0.0,0.0,3610.0,2435.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_residual,0.415,0.018,0.381,0.45,0.0,0.0,3759.0,2251.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
