parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.023,-0.034,0.055,0.0,0.0,3849.0,2095.0,1.0,global,,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[R1xday],0.133,0.028,0.076,0.183,0.001,0.0,3063.0,2415.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.103,0.027,0.051,0.155,0.0,0.0,3195.0,2363.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.076,0.036,0.004,0.147,0.001,0.001,3422.0,2164.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[氮氧化物],0.172,0.031,0.111,0.231,0.001,0.0,2684.0,2310.0,1.0,main,氮氧化物,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.279,0.036,0.211,0.35,0.001,0.001,2782.0,1981.0,1.0,main,医疗水平,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.035,0.026,-0.085,0.017,0.0,0.0,3312.0,2484.0,1.0,main,人均日生活用水量(升),year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.128,0.027,0.074,0.18,0.001,0.0,2882.0,2693.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[文盲比例],-0.038,0.029,-0.092,0.021,0.001,0.0,2945.0,2402.0,1.0,main,文盲比例,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
sigma_residual,0.4,0.017,0.369,0.435,0.0,0.0,2906.0,2434.0,1.0,global,,year_only_additive,Year-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
