parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.091,-0.177,0.183,0.003,0.002,1117.0,1692.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.003,0.02,-0.045,0.033,0.0,0.0,4542.0,2277.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.013,0.016,-0.02,0.044,0.0,0.0,4924.0,2518.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.019,0.019,-0.018,0.056,0.0,0.0,4618.0,2454.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.004,0.023,-0.041,0.052,0.0,0.0,4533.0,2579.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[GDP],0.034,0.05,-0.064,0.131,0.001,0.001,2958.0,2522.0,1.0,main,GDP,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.004,0.022,-0.037,0.048,0.0,0.0,4426.0,2466.0,1.0,main,城市用水普及率,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.022,0.064,-0.097,0.146,0.001,0.001,2202.0,2317.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.01,0.033,-0.077,0.051,0.001,0.001,4034.0,2704.0,1.0,main,主要城市降水量,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.029,0.026,-0.078,0.019,0.0,0.0,4207.0,2645.0,1.0,main,食品消费量,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.017,0.015,-0.012,0.045,0.0,0.0,3947.0,2669.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_residual,0.188,0.009,0.171,0.205,0.0,0.0,3271.0,2317.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
sigma_province,0.499,0.074,0.373,0.659,0.002,0.001,1210.0,1606.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes
