parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.025,-0.038,0.058,0.0,0.001,4288.0,2202.0,1.0,global,,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[R1xday],0.159,0.036,0.093,0.231,0.001,0.001,2954.0,2407.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.101,0.028,0.049,0.16,0.0,0.0,3270.0,2518.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.05,0.04,-0.032,0.126,0.001,0.001,3958.0,2337.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.017,0.034,-0.049,0.08,0.001,0.001,3076.0,2431.0,1.0,main,PM2.5,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[GDP],0.165,0.035,0.098,0.232,0.001,0.001,3234.0,2584.0,1.0,main,GDP,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.024,0.033,-0.04,0.086,0.001,0.001,2961.0,2386.0,1.0,main,城市用水普及率,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.102,0.032,0.042,0.167,0.001,0.001,2779.0,2327.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[主要城市降水量],-0.147,0.033,-0.208,-0.077,0.001,0.001,2925.0,2221.0,1.0,main,主要城市降水量,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
beta_main[文盲比例],-0.088,0.031,-0.148,-0.027,0.001,0.0,3397.0,2378.0,1.0,main,文盲比例,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
sigma_residual,0.433,0.019,0.398,0.468,0.0,0.0,3912.0,2383.0,1.0,global,,year_only_additive,Year-only additive,SYS_09557 | Province: No / Year: Yes,SYS_09557,systematic,Province: No / Year: Yes
