parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.007,0.085,-0.166,0.169,0.003,0.002,931.0,1510.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.005,0.02,-0.046,0.031,0.0,0.0,4578.0,2735.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.008,0.016,-0.022,0.039,0.0,0.0,4260.0,2094.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.03,0.019,-0.006,0.065,0.0,0.0,4294.0,2590.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.001,0.023,-0.046,0.046,0.0,0.0,3598.0,2385.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.126,0.05,0.032,0.227,0.001,0.001,3140.0,2164.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.004,0.019,-0.033,0.043,0.0,0.0,4064.0,2132.0,1.0,main,城市用水普及率,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.03,0.062,-0.091,0.153,0.002,0.001,1586.0,2088.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.013,0.014,-0.013,0.041,0.0,0.0,4401.0,2538.0,1.0,main,PA（%）,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.037,0.026,-0.086,0.014,0.0,0.0,3934.0,2335.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.169,0.202,0.0,0.0,2759.0,2255.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_province,0.486,0.069,0.36,0.62,0.002,0.001,951.0,1462.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
