parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.009,0.024,-0.038,0.055,0.0,0.0,4289.0,1891.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[R1xday],0.123,0.032,0.06,0.184,0.001,0.001,2904.0,2258.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.111,0.028,0.058,0.166,0.0,0.0,3853.0,2403.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.103,0.038,0.03,0.176,0.001,0.001,3431.0,2473.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.094,0.034,0.023,0.158,0.001,0.001,2661.0,2270.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.271,0.038,0.197,0.343,0.001,0.001,3151.0,2247.0,1.0,main,医疗水平,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.047,0.03,-0.016,0.104,0.001,0.001,2873.0,2239.0,1.0,main,城市用水普及率,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.194,0.027,0.143,0.249,0.0,0.0,3262.0,2449.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_main[文盲比例],-0.05,0.033,-0.114,0.014,0.001,0.001,2717.0,2425.0,1.0,main,文盲比例,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.013,0.027,-0.04,0.063,0.0,0.001,3634.0,2199.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
sigma_residual,0.417,0.018,0.382,0.45,0.0,0.0,3857.0,2285.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09927 | Province: No / Year: Yes,SYS_09927,systematic,Province: No / Year: Yes
