parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.013,0.107,-0.206,0.218,0.005,0.003,552.0,989.0,1.01,global,,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[R1xday],0.011,0.02,-0.033,0.048,0.0,0.0,2914.0,2410.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.007,0.018,-0.029,0.041,0.0,0.0,2808.0,2197.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.003,0.017,-0.029,0.038,0.0,0.0,2356.0,2102.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[氮氧化物],0.245,0.033,0.18,0.309,0.001,0.001,2186.0,2041.0,1.0,main,氮氧化物,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.154,0.03,-0.213,-0.097,0.001,0.001,2102.0,1982.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.004,0.043,-0.09,0.082,0.001,0.001,1793.0,1683.0,1.0,main,人均日生活用水量(升),province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.1,0.059,-0.022,0.207,0.002,0.001,1281.0,1560.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
beta_main[文盲比例],0.062,0.03,0.003,0.122,0.001,0.001,2179.0,2283.0,1.0,main,文盲比例,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
sigma_residual,0.215,0.01,0.198,0.235,0.0,0.0,2432.0,2036.0,1.0,global,,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
sigma_province,0.57,0.077,0.434,0.734,0.003,0.002,801.0,1171.0,1.0,global,,province_only_additive,Province-only additive,SYS_08952 | Province: No / Year: Yes,SYS_08952,systematic,Province: No / Year: Yes
