Province,scenario,statistic,overlap_n,rx1day_history_mean,rx1day_external_mean,additive_bias
广东,ssp119,p10,9,58.600875263333336,43.59,15.010875263333332
广东,ssp119,p90,9,58.600875263333336,99.98444444444445,-41.38356918111111
广东,ssp126,median,9,58.600875263333336,65.80000000000001,-7.1991247366666675
广东,ssp126,p10,9,58.600875263333336,44.68111111111111,13.919764152222221
广东,ssp126,p90,9,58.600875263333336,99.18666666666667,-40.58579140333333
广东,ssp245,median,9,58.600875263333336,64.87,-6.269124736666667
广东,ssp245,p10,9,58.600875263333336,43.52333333333334,15.077541929999999
广东,ssp245,p90,9,58.600875263333336,98.82444444444445,-40.22356918111112
广东,ssp370,median,9,58.600875263333336,63.013333333333335,-4.412458069999999
广东,ssp370,p10,9,58.600875263333336,40.91888888888889,17.681986374444445
广东,ssp370,p90,9,58.600875263333336,103.01,-44.40912473666666
广东,ssp585,median,9,58.600875263333336,66.73444444444445,-8.133569181111111
广东,ssp585,p10,9,58.600875263333336,44.96333333333334,13.637541930000001
广东,ssp585,p90,9,58.600875263333336,101.33888888888889,-42.73801362555556
广西,ssp119,median,9,45.95956148222222,58.67777777777778,-12.718216295555557
广西,ssp119,p10,9,45.95956148222222,40.60888888888889,5.350672593333334
广西,ssp119,p90,9,45.95956148222222,87.22999999999999,-41.27043851777778
广西,ssp126,median,9,45.95956148222222,59.08888888888888,-13.129327406666667
广西,ssp126,p10,9,45.95956148222222,41.81888888888889,4.140672593333334
广西,ssp126,p90,9,45.95956148222222,87.16000000000001,-41.200438517777776
广西,ssp245,median,9,45.95956148222222,58.42222222222222,-12.462660739999999
广西,ssp245,p10,9,45.95956148222222,40.87777777777777,5.081783704444444
广西,ssp245,p90,9,45.95956148222222,86.48888888888888,-40.52932740666667
广西,ssp370,median,9,45.95956148222222,57.82888888888889,-11.869327406666667
广西,ssp370,p10,9,45.95956148222222,38.34222222222222,7.6173392600000005
广西,ssp370,p90,9,45.95956148222222,88.58,-42.620438517777785
广西,ssp585,median,9,45.95956148222222,60.09444444444445,-14.134882962222223
广西,ssp585,p10,9,45.95956148222222,41.64,4.3195614822222215
广西,ssp585,p90,9,45.95956148222222,88.93333333333334,-42.97377185111111
新疆,ssp119,median,9,3.711665981555556,9.922222222222222,-6.210556240666667
新疆,ssp119,p10,9,3.711665981555556,6.198888888888889,-2.487222907333334
新疆,ssp119,p90,9,3.711665981555556,16.214444444444446,-12.50277846288889
新疆,ssp126,median,9,3.711665981555556,9.952222222222222,-6.240556240666667
新疆,ssp126,p10,9,3.711665981555556,6.276666666666667,-2.565000685111111
新疆,ssp126,p90,9,3.711665981555556,16.31222222222222,-12.600556240666668
新疆,ssp245,median,9,3.711665981555556,9.854444444444445,-6.142778462888889
新疆,ssp245,p10,9,3.711665981555556,6.251111111111111,-2.5394451295555553
新疆,ssp245,p90,9,3.711665981555556,16.051111111111112,-12.339445129555555
新疆,ssp370,median,9,3.711665981555556,9.95,-6.238334018444444
新疆,ssp370,p10,9,3.711665981555556,6.007777777777778,-2.296111796222222
新疆,ssp370,p90,9,3.711665981555556,16.864444444444445,-13.152778462888888
新疆,ssp585,median,9,3.711665981555556,10.11111111111111,-6.399445129555556
新疆,ssp585,p10,9,3.711665981555556,6.273333333333333,-2.5616673517777775
新疆,ssp585,p90,9,3.711665981555556,16.23777777777778,-12.526111796222223
江苏,ssp119,median,9,64.6590910988889,58.84111111111112,5.817979987777779
江苏,ssp119,p10,9,64.6590910988889,39.31,25.34909109888889
