Province,scenario,statistic,overlap_n,rx1day_history_mean,rx1day_external_mean,additive_bias
西藏,ssp245,median,9,8.720869338444444,15.256666666666668,-6.535797328222222
西藏,ssp245,p10,9,8.720869338444444,11.727777777777778,-3.006908439333333
西藏,ssp245,p90,9,8.720869338444444,22.15777777777778,-13.436908439333333
西藏,ssp370,median,9,8.720869338444444,15.200000000000001,-6.479130661555555
西藏,ssp370,p10,9,8.720869338444444,11.084444444444445,-2.363575106
西藏,ssp370,p90,9,8.720869338444444,25.082222222222224,-16.361352883777776
西藏,ssp585,median,9,8.720869338444444,15.512222222222224,-6.791352883777778
西藏,ssp585,p10,9,8.720869338444444,11.655555555555557,-2.934686217111111
西藏,ssp585,p90,9,8.720869338444444,23.233333333333334,-14.51246399488889
贵州,ssp119,median,9,36.900845375555555,42.01111111111111,-5.110265735555555
贵州,ssp119,p10,9,36.900845375555555,31.27111111111111,5.629734264444445
贵州,ssp119,p90,9,36.900845375555555,59.37222222222223,-22.47137684666667
贵州,ssp126,median,9,36.900845375555555,42.77222222222222,-5.871376846666665
贵州,ssp126,p10,9,36.900845375555555,31.965555555555554,4.93528982
贵州,ssp126,p90,9,36.900845375555555,59.82333333333333,-22.922487957777776
贵州,ssp245,median,9,36.900845375555555,41.29555555555556,-4.394710180000001
贵州,ssp245,p10,9,36.900845375555555,31.452222222222222,5.448623153333333
贵州,ssp245,p90,9,36.900845375555555,58.74444444444445,-21.84359906888889
贵州,ssp370,median,9,36.900845375555555,42.284444444444446,-5.3835990688888895
贵州,ssp370,p10,9,36.900845375555555,30.50111111111111,6.399734264444445
贵州,ssp370,p90,9,36.900845375555555,61.41555555555556,-24.514710179999998
贵州,ssp585,median,9,36.900845375555555,42.81444444444444,-5.913599068888889
贵州,ssp585,p10,9,36.900845375555555,31.88555555555556,5.0152898200000005
贵州,ssp585,p90,9,36.900845375555555,59.67444444444445,-22.77359906888889
辽宁,ssp119,median,9,51.473965533333335,51.77333333333334,-0.2993678000000016
辽宁,ssp119,p10,9,51.473965533333335,33.852222222222224,17.62174331111111
辽宁,ssp119,p90,9,51.473965533333335,78.85333333333334,-27.3793678
辽宁,ssp126,median,9,51.473965533333335,53.48111111111111,-2.007145577777779
辽宁,ssp126,p10,9,51.473965533333335,34.63111111111111,16.84285442222222
辽宁,ssp126,p90,9,51.473965533333335,80.76,-29.286034466666667
辽宁,ssp245,median,9,51.473965533333335,51.86,-0.38603446666666685
辽宁,ssp245,p10,9,51.473965533333335,34.30222222222223,17.17174331111111
辽宁,ssp245,p90,9,51.473965533333335,76.93444444444444,-25.46047891111111
辽宁,ssp370,median,9,51.473965533333335,51.16111111111111,0.312854422222222
辽宁,ssp370,p10,9,51.473965533333335,32.815555555555555,18.658409977777776
辽宁,ssp370,p90,9,51.473965533333335,82.13777777777779,-30.663812244444443
辽宁,ssp585,median,9,51.473965533333335,53.41222222222222,-1.938256688888889
辽宁,ssp585,p10,9,51.473965533333335,34.87777777777777,16.596187755555555
辽宁,ssp585,p90,9,51.473965533333335,80.82333333333332,-29.3493678
重庆,ssp119,median,9,47.28542058,48.013333333333335,-0.7279127533333336
重庆,ssp119,p10,9,47.28542058,34.33555555555555,12.949865024444442
重庆,ssp119,p90,9,47.28542058,70.19333333333333,-22.907912753333335
重庆,ssp126,median,9,47.28542058,49.00888888888889,-1.7234683088888885
重庆,ssp126,p10,9,47.28542058,35.55555555555556,11.729865024444443
重庆,ssp126,p90,9,47.28542058,70.78666666666666,-23.501246086666665
重庆,ssp245,median,9,47.28542058,48.035555555555554,-0.7501349755555561
重庆,ssp245,p10,9,47.28542058,35.02,12.265420579999999
重庆,ssp245,p90,9,47.28542058,70.91777777777777,-23.63235719777778
重庆,ssp370,median,9,47.28542058,48.70333333333333,-1.4179127533333344
重庆,ssp370,p10,9,47.28542058,33.175555555555555,14.109865024444444
重庆,ssp370,p90,9,47.28542058,73.88333333333334,-26.597912753333333
重庆,ssp585,median,9,47.28542058,47.97222222222222,-0.6868016422222235
重庆,ssp585,p10,9,47.28542058,34.394444444444446,12.890976135555555
重庆,ssp585,p90,9,47.28542058,68.58,-21.29457942
陕西,ssp119,median,9,28.673115888888887,42.809999999999995,-14.13688411111111
陕西,ssp119,p10,9,28.673115888888887,29.047777777777778,-0.3746618888888875
陕西,ssp119,p90,9,28.673115888888887,62.89111111111111,-34.21799522222222
陕西,ssp126,median,9,28.673115888888887,43.32333333333333,-14.650217444444444
陕西,ssp126,p10,9,28.673115888888887,29.536666666666665,-0.8635507777777774
陕西,ssp126,p90,9,28.673115888888887,63.64888888888889,-34.975773
陕西,ssp245,median,9,28.673115888888887,42.98,-14.30688411111111
陕西,ssp245,p10,9,28.673115888888887,29.71111111111111,-1.037995222222222
陕西,ssp245,p90,9,28.673115888888887,63.208888888888886,-34.535773
陕西,ssp370,median,9,28.673115888888887,43.10777777777778,-14.434661888888886
陕西,ssp370,p10,9,28.673115888888887,28.016666666666666,0.6564492222222229
陕西,ssp370,p90,9,28.673115888888887,65.76222222222222,-37.08910633333333
陕西,ssp585,median,9,28.673115888888887,43.97222222222222,-15.299106333333334
陕西,ssp585,p10,9,28.673115888888887,29.846666666666668,-1.1735507777777774
陕西,ssp585,p90,9,28.673115888888887,63.169999999999995,-34.49688411111111
青海,ssp119,median,9,8.099970200333335,13.424444444444443,-5.324474244111111
青海,ssp119,p10,9,8.099970200333335,10.083333333333334,-1.9833631329999994
青海,ssp119,p90,9,8.099970200333335,18.483333333333334,-10.383363133
青海,ssp126,median,9,8.099970200333335,13.692222222222222,-5.592252021888888
青海,ssp126,p10,9,8.099970200333335,10.48,-2.3800297996666666
青海,ssp126,p90,9,8.099970200333335,18.608888888888888,-10.508918688555555
青海,ssp245,median,9,8.099970200333335,13.43,-5.330029799666666
青海,ssp245,p10,9,8.099970200333335,10.21888888888889,-2.118918688555555
青海,ssp245,p90,9,8.099970200333335,18.462222222222223,-10.362252021888889
青海,ssp370,median,9,8.099970200333335,13.621111111111112,-5.521140910777778
青海,ssp370,p10,9,8.099970200333335,9.936666666666667,-1.8366964663333332
青海,ssp370,p90,9,8.099970200333335,19.29111111111111,-11.19114091077778
青海,ssp585,median,9,8.099970200333335,13.855555555555556,-5.755585355222221
青海,ssp585,p10,9,8.099970200333335,10.350000000000001,-2.2500297996666663
青海,ssp585,p90,9,8.099970200333335,18.91111111111111,-10.811140910777777
黑龙江,ssp119,median,9,23.13045359777778,33.647777777777776,-10.51732418
黑龙江,ssp119,p10,9,23.13045359777778,22.721111111111114,0.4093424866666666
黑龙江,ssp119,p90,9,23.13045359777778,50.60333333333333,-27.472879735555555
黑龙江,ssp126,median,9,23.13045359777778,34.42444444444445,-11.293990846666667
黑龙江,ssp126,p10,9,23.13045359777778,23.385555555555555,-0.2551019577777775
黑龙江,ssp126,p90,9,23.13045359777778,51.705555555555556,-28.57510195777778
黑龙江,ssp245,median,9,23.13045359777778,33.71666666666667,-10.586213068888888
黑龙江,ssp245,p10,9,23.13045359777778,23.114444444444445,0.016009153333333772
黑龙江,ssp245,p90,9,23.13045359777778,50.77444444444445,-27.643990846666668
黑龙江,ssp370,median,9,23.13045359777778,33.864444444444445,-10.733990846666666
黑龙江,ssp370,p10,9,23.13045359777778,22.015555555555554,1.1148980422222228
黑龙江,ssp370,p90,9,23.13045359777778,52.77111111111111,-29.64065751333333
黑龙江,ssp585,median,9,23.13045359777778,34.32,-11.189546402222224
黑龙江,ssp585,p10,9,23.13045359777778,23.175555555555558,-0.04510195777777781
黑龙江,ssp585,p90,9,23.13045359777778,50.647777777777776,-27.51732418
