Province,scenario,statistic,overlap_n,history_value_mean,external_value_mean,additive_bias
山西,ssp245,p90,9,9.484074761222223,10.708888888888888,-1.2248141276666664
山西,ssp370,median,9,9.484074761222223,9.647777777777778,-0.16370301655555547
山西,ssp370,p10,9,9.484074761222223,8.713333333333333,0.770741427888889
山西,ssp370,p90,9,9.484074761222223,10.596666666666668,-1.1125919054444442
山西,ssp585,median,9,9.484074761222223,9.892222222222223,-0.40814746100000004
山西,ssp585,p10,9,9.484074761222223,8.942222222222222,0.5418525390000002
山西,ssp585,p90,9,9.484074761222223,10.756666666666668,-1.2725919054444441
广东,ssp119,median,9,21.940284502222223,22.276666666666667,-0.33638216444444463
广东,ssp119,p10,9,21.940284502222223,21.54111111111111,0.39917339111111105
广东,ssp119,p90,9,21.940284502222223,22.92888888888889,-0.9886043866666666
广东,ssp126,median,9,21.940284502222223,22.335555555555555,-0.39527105333333323
广东,ssp126,p10,9,21.940284502222223,21.6,0.340284502222222
广东,ssp126,p90,9,21.940284502222223,23.008888888888887,-1.0686043866666664
广东,ssp245,median,9,21.940284502222223,22.316666666666666,-0.37638216444444494
广东,ssp245,p10,9,21.940284502222223,21.603333333333335,0.33695116888888815
广东,ssp245,p90,9,21.940284502222223,22.993333333333332,-1.0530488311111112
广东,ssp370,median,9,21.940284502222223,22.186666666666667,-0.24638216444444516
广东,ssp370,p10,9,21.940284502222223,21.376666666666665,0.5636178355555551
广东,ssp370,p90,9,21.940284502222223,22.87777777777778,-0.9374932755555554
广东,ssp585,median,9,21.940284502222223,22.383333333333333,-0.4430488311111114
广东,ssp585,p10,9,21.940284502222223,21.61777777777778,0.3225067244444442
广东,ssp585,p90,9,21.940284502222223,23.02,-1.0797154977777785
广西,ssp119,median,9,20.738134128888888,21.172222222222224,-0.4340880933333331
广西,ssp119,p10,9,20.738134128888888,20.36777777777778,0.3703563511111112
广西,ssp119,p90,9,20.738134128888888,21.89,-1.151865871111111
广西,ssp126,median,9,20.738134128888888,21.212222222222223,-0.474088093333333
广西,ssp126,p10,9,20.738134128888888,20.42,0.3181341288888891
