Province,scenario,statistic,overlap_n,history_value_mean,external_value_mean,additive_bias
西藏,ssp119,median,9,-2.161793555111111,-3.368888888888889,1.2070953337777777
西藏,ssp119,p10,9,-2.161793555111111,-4.236666666666667,2.0748731115555556
西藏,ssp119,p90,9,-2.161793555111111,-2.5055555555555555,0.3437620004444444
西藏,ssp126,median,9,-2.161793555111111,-3.336666666666667,1.1748731115555555
西藏,ssp126,p10,9,-2.161793555111111,-4.13,1.9682064448888887
西藏,ssp126,p90,9,-2.161793555111111,-2.431111111111111,0.26931755600000007
西藏,ssp245,median,9,-2.161793555111111,-3.3600000000000003,1.198206444888889
西藏,ssp245,p10,9,-2.161793555111111,-4.21,2.048206444888889
西藏,ssp245,p90,9,-2.161793555111111,-2.538888888888889,0.3770953337777778
西藏,ssp370,median,9,-2.161793555111111,-3.4055555555555554,1.2437620004444443
西藏,ssp370,p10,9,-2.161793555111111,-4.377777777777777,2.215984222666667
西藏,ssp370,p90,9,-2.161793555111111,-2.4788888888888887,0.31709533377777777
西藏,ssp585,median,9,-2.161793555111111,-3.2411111111111115,1.0793175560000001
西藏,ssp585,p10,9,-2.161793555111111,-4.1755555555555555,2.0137620004444443
西藏,ssp585,p90,9,-2.161793555111111,-2.3499999999999996,0.1882064448888889
贵州,ssp119,median,9,15.669859922222223,16.20777777777778,-0.5379178555555547
贵州,ssp119,p10,9,15.669859922222223,15.413333333333334,0.2565265888888892
贵州,ssp119,p90,9,15.669859922222223,16.95777777777778,-1.2879178555555555
贵州,ssp126,median,9,15.669859922222223,16.23,-0.5601400777777776
贵州,ssp126,p10,9,15.669859922222223,15.465555555555556,0.2043043666666669
贵州,ssp126,p90,9,15.669859922222223,17.022222222222222,-1.3523622999999998
贵州,ssp245,median,9,15.669859922222223,16.23888888888889,-0.5690289666666667
贵州,ssp245,p10,9,15.669859922222223,15.469999999999999,0.19985992222222215
贵州,ssp245,p90,9,15.669859922222223,16.992222222222225,-1.3223622999999998
贵州,ssp370,median,9,15.669859922222223,16.16111111111111,-0.49125118888888925
贵州,ssp370,p10,9,15.669859922222223,15.256666666666668,0.4131932555555557
贵州,ssp370,p90,9,15.669859922222223,16.93777777777778,-1.267917855555556
贵州,ssp585,median,9,15.669859922222223,16.321111111111108,-0.6512511888888883
贵州,ssp585,p10,9,15.669859922222223,15.486666666666666,0.18319325555555566
贵州,ssp585,p90,9,15.669859922222223,17.073333333333334,-1.403473411111111
辽宁,ssp119,median,9,9.005575407777776,9.243333333333332,-0.23775792555555597
辽宁,ssp119,p10,9,9.005575407777776,8.22888888888889,0.7766865188888885
辽宁,ssp119,p90,9,9.005575407777776,10.137777777777778,-1.1322023700000003
辽宁,ssp126,median,9,9.005575407777776,9.322222222222223,-0.31664681444444476
辽宁,ssp126,p10,9,9.005575407777776,8.277777777777779,0.7277976299999998
辽宁,ssp126,p90,9,9.005575407777776,10.164444444444445,-1.1588690366666672
辽宁,ssp245,median,9,9.005575407777776,9.287777777777778,-0.2822023700000005
辽宁,ssp245,p10,9,9.005575407777776,8.343333333333334,0.6622420744444445
辽宁,ssp245,p90,9,9.005575407777776,10.122222222222224,-1.116646814444445
辽宁,ssp370,median,9,9.005575407777776,9.088888888888889,-0.08331348111111146
辽宁,ssp370,p10,9,9.005575407777776,8.05888888888889,0.9466865188888889
辽宁,ssp370,p90,9,9.005575407777776,10.153333333333332,-1.147757925555556
辽宁,ssp585,median,9,9.005575407777776,9.452222222222224,-0.44664681444444515
辽宁,ssp585,p10,9,9.005575407777776,8.273333333333333,0.7322420744444443
辽宁,ssp585,p90,9,9.005575407777776,10.36111111111111,-1.3555357033333335
重庆,ssp119,median,9,16.287757995555555,16.718888888888888,-0.4311308933333342
重庆,ssp119,p10,9,16.287757995555555,16.0,0.287757995555555
重庆,ssp119,p90,9,16.287757995555555,17.466666666666665,-1.1789086711111116
重庆,ssp126,median,9,16.287757995555555,16.763333333333335,-0.47557533777777805
重庆,ssp126,p10,9,16.287757995555555,16.09,0.1977579955555559
重庆,ssp126,p90,9,16.287757995555555,17.525555555555556,-1.2377975600000002
重庆,ssp245,median,9,16.287757995555555,16.75111111111111,-0.4633531155555559
重庆,ssp245,p10,9,16.287757995555555,16.07111111111111,0.2166468844444438
重庆,ssp245,p90,9,16.287757995555555,17.49111111111111,-1.2033531155555552
重庆,ssp370,median,9,16.287757995555555,16.637777777777778,-0.35001978222222185
重庆,ssp370,p10,9,16.287757995555555,15.814444444444442,0.4733135511111109
重庆,ssp370,p90,9,16.287757995555555,17.436666666666667,-1.148908671111111
重庆,ssp585,median,9,16.287757995555555,16.86888888888889,-0.5811308933333336
重庆,ssp585,p10,9,16.287757995555555,16.087777777777777,0.19998021777777808
重庆,ssp585,p90,9,16.287757995555555,17.62777777777778,-1.3400197822222222
陕西,ssp119,median,9,11.3061872,11.823333333333332,-0.5171461333333335
陕西,ssp119,p10,9,11.3061872,11.011111111111111,0.29507608888888925
陕西,ssp119,p90,9,11.3061872,12.60888888888889,-1.302701688888889
陕西,ssp126,median,9,11.3061872,11.892222222222223,-0.5860350222222225
陕西,ssp126,p10,9,11.3061872,11.088888888888889,0.21729831111111095
陕西,ssp126,p90,9,11.3061872,12.658888888888889,-1.3527016888888888
陕西,ssp245,median,9,11.3061872,11.871111111111112,-0.5649239111111112
陕西,ssp245,p10,9,11.3061872,11.085555555555555,0.2206316444444442
陕西,ssp245,p90,9,11.3061872,12.644444444444444,-1.3382572444444445
陕西,ssp370,median,9,11.3061872,11.706666666666667,-0.4004794666666667
陕西,ssp370,p10,9,11.3061872,10.87,0.4361871999999997
陕西,ssp370,p90,9,11.3061872,12.58222222222222,-1.2760350222222223
陕西,ssp585,median,9,11.3061872,11.975555555555555,-0.669368355555556
陕西,ssp585,p10,9,11.3061872,11.067777777777778,0.2384094222222222
陕西,ssp585,p90,9,11.3061872,12.775555555555556,-1.4693683555555554
青海,ssp119,median,9,-2.435167835111111,-2.367777777777778,-0.06739005733333331
青海,ssp119,p10,9,-2.435167835111111,-3.161111111111111,0.7259432760000001
青海,ssp119,p90,9,-2.435167835111111,-1.6288888888888888,-0.8062789462222223
青海,ssp126,median,9,-2.435167835111111,-2.3555555555555556,-0.07961227955555551
青海,ssp126,p10,9,-2.435167835111111,-3.078888888888889,0.6437210537777777
青海,ssp126,p90,9,-2.435167835111111,-1.5233333333333334,-0.9118345017777778
青海,ssp245,median,9,-2.435167835111111,-2.3455555555555554,-0.08961227955555565
青海,ssp245,p10,9,-2.435167835111111,-3.126666666666667,0.6914988315555556
青海,ssp245,p90,9,-2.435167835111111,-1.6588888888888889,-0.7762789462222223
青海,ssp370,median,9,-2.435167835111111,-2.4155555555555552,-0.019612279555555605
青海,ssp370,p10,9,-2.435167835111111,-3.321111111111111,0.885943276
青海,ssp370,p90,9,-2.435167835111111,-1.6477777777777778,-0.7873900573333334
青海,ssp585,median,9,-2.435167835111111,-2.217777777777778,-0.21739005733333341
青海,ssp585,p10,9,-2.435167835111111,-3.052222222222222,0.6170543871111112
青海,ssp585,p90,9,-2.435167835111111,-1.4655555555555555,-0.9696122795555557
黑龙江,ssp119,median,9,2.3308789500000002,3.0755555555555554,-0.7446766055555555
黑龙江,ssp119,p10,9,2.3308789500000002,1.8800000000000001,0.4508789500000001
黑龙江,ssp119,p90,9,2.3308789500000002,4.098888888888889,-1.7680099388888886
黑龙江,ssp126,median,9,2.3308789500000002,3.102222222222222,-0.7713432722222221
黑龙江,ssp126,p10,9,2.3308789500000002,1.9866666666666666,0.3442122833333334
黑龙江,ssp126,p90,9,2.3308789500000002,4.185555555555556,-1.8546766055555557
黑龙江,ssp245,median,9,2.3308789500000002,3.0644444444444443,-0.7335654944444444
黑龙江,ssp245,p10,9,2.3308789500000002,1.9244444444444444,0.4064345055555556
黑龙江,ssp245,p90,9,2.3308789500000002,4.026666666666667,-1.6957877166666666
黑龙江,ssp370,median,9,2.3308789500000002,2.968888888888889,-0.6380099388888887
黑龙江,ssp370,p10,9,2.3308789500000002,1.7411111111111113,0.5897678388888888
黑龙江,ssp370,p90,9,2.3308789500000002,4.151111111111111,-1.820232161111111
黑龙江,ssp585,median,9,2.3308789500000002,3.336666666666667,-1.0057877166666664
黑龙江,ssp585,p10,9,2.3308789500000002,1.8922222222222222,0.43865672777777787
黑龙江,ssp585,p90,9,2.3308789500000002,4.282222222222222,-1.9513432722222221
