Province,Year,scenario,statistic,rx1day,additive_bias,overlap_n,rx1day_aligned
内蒙古,2027,ssp245,p10,15.59,-5.079669100333333,9,10.510330899666666
内蒙古,2028,ssp245,p10,16.17,-5.079669100333333,9,11.090330899666668
内蒙古,2029,ssp245,p10,15.94,-5.079669100333333,9,10.860330899666668
内蒙古,2030,ssp245,p10,16.22,-5.079669100333333,9,11.140330899666665
内蒙古,2031,ssp245,p10,16.09,-5.079669100333333,9,11.010330899666666
内蒙古,2032,ssp245,p10,17.0,-5.079669100333333,9,11.920330899666666
内蒙古,2033,ssp245,p10,14.75,-5.079669100333333,9,9.670330899666666
内蒙古,2034,ssp245,p10,17.31,-5.079669100333333,9,12.230330899666665
内蒙古,2035,ssp245,p10,16.04,-5.079669100333333,9,10.960330899666666
内蒙古,2036,ssp245,p10,16.1,-5.079669100333333,9,11.020330899666668
内蒙古,2037,ssp245,p10,16.27,-5.079669100333333,9,11.190330899666666
内蒙古,2038,ssp245,p10,16.63,-5.079669100333333,9,11.550330899666665
内蒙古,2039,ssp245,p10,16.5,-5.079669100333333,9,11.420330899666666
内蒙古,2040,ssp245,p10,15.44,-5.079669100333333,9,10.360330899666668
内蒙古,2041,ssp245,p10,15.69,-5.079669100333333,9,10.610330899666668
内蒙古,2042,ssp245,p10,16.55,-5.079669100333333,9,11.470330899666667
内蒙古,2043,ssp245,p10,15.37,-5.079669100333333,9,10.290330899666667
内蒙古,2044,ssp245,p10,16.76,-5.079669100333333,9,11.680330899666668
内蒙古,2045,ssp245,p10,16.58,-5.079669100333333,9,11.500330899666665
内蒙古,2046,ssp245,p10,16.57,-5.079669100333333,9,11.490330899666667
内蒙古,2047,ssp245,p10,16.55,-5.079669100333333,9,11.470330899666667
内蒙古,2048,ssp245,p10,16.59,-5.079669100333333,9,11.510330899666666
内蒙古,2049,ssp245,p10,15.75,-5.079669100333333,9,10.670330899666666
内蒙古,2050,ssp245,p10,16.48,-5.079669100333333,9,11.400330899666667
宁夏,2024,ssp245,p10,18.78,5.5406429699999995,9,24.32064297
宁夏,2025,ssp245,p10,20.13,5.5406429699999995,9,25.67064297
宁夏,2026,ssp245,p10,18.28,5.5406429699999995,9,23.82064297
宁夏,2027,ssp245,p10,17.96,5.5406429699999995,9,23.50064297
宁夏,2028,ssp245,p10,18.58,5.5406429699999995,9,24.12064297
宁夏,2029,ssp245,p10,17.62,5.5406429699999995,9,23.16064297
宁夏,2030,ssp245,p10,19.41,5.5406429699999995,9,24.95064297
宁夏,2031,ssp245,p10,18.53,5.5406429699999995,9,24.07064297
宁夏,2032,ssp245,p10,19.3,5.5406429699999995,9,24.84064297
宁夏,2033,ssp245,p10,18.25,5.5406429699999995,9,23.79064297
宁夏,2034,ssp245,p10,18.83,5.5406429699999995,9,24.37064297
宁夏,2035,ssp245,p10,18.67,5.5406429699999995,9,24.210642970000002
宁夏,2036,ssp245,p10,18.2,5.5406429699999995,9,23.74064297
宁夏,2037,ssp245,p10,20.22,5.5406429699999995,9,25.76064297
宁夏,2038,ssp245,p10,18.31,5.5406429699999995,9,23.85064297
宁夏,2039,ssp245,p10,20.0,5.5406429699999995,9,25.54064297
宁夏,2040,ssp245,p10,19.27,5.5406429699999995,9,24.81064297
宁夏,2041,ssp245,p10,18.08,5.5406429699999995,9,23.62064297
宁夏,2042,ssp245,p10,21.01,5.5406429699999995,9,26.550642970000002
宁夏,2043,ssp245,p10,18.15,5.5406429699999995,9,23.69064297
宁夏,2044,ssp245,p10,18.45,5.5406429699999995,9,23.99064297
宁夏,2045,ssp245,p10,17.94,5.5406429699999995,9,23.48064297
宁夏,2046,ssp245,p10,18.92,5.5406429699999995,9,24.460642970000002
宁夏,2047,ssp245,p10,18.31,5.5406429699999995,9,23.85064297
宁夏,2048,ssp245,p10,19.48,5.5406429699999995,9,25.02064297
宁夏,2049,ssp245,p10,20.12,5.5406429699999995,9,25.66064297
宁夏,2050,ssp245,p10,18.5,5.5406429699999995,9,24.04064297
青海,2024,ssp245,p10,10.27,-2.118918688555555,9,8.151081311444445
青海,2025,ssp245,p10,10.61,-2.118918688555555,9,8.491081311444445
青海,2026,ssp245,p10,10.51,-2.118918688555555,9,8.391081311444445
青海,2027,ssp245,p10,10.49,-2.118918688555555,9,8.371081311444446
青海,2028,ssp245,p10,10.36,-2.118918688555555,9,8.241081311444445
青海,2029,ssp245,p10,10.49,-2.118918688555555,9,8.371081311444446
青海,2030,ssp245,p10,10.17,-2.118918688555555,9,8.051081311444445
青海,2031,ssp245,p10,10.27,-2.118918688555555,9,8.151081311444445
青海,2032,ssp245,p10,10.53,-2.118918688555555,9,8.411081311444445
青海,2033,ssp245,p10,10.33,-2.118918688555555,9,8.211081311444445
青海,2034,ssp245,p10,10.45,-2.118918688555555,9,8.331081311444445
青海,2035,ssp245,p10,10.38,-2.118918688555555,9,8.261081311444446
青海,2036,ssp245,p10,10.62,-2.118918688555555,9,8.501081311444445
青海,2037,ssp245,p10,10.53,-2.118918688555555,9,8.411081311444445
青海,2038,ssp245,p10,10.46,-2.118918688555555,9,8.341081311444446
青海,2039,ssp245,p10,10.28,-2.118918688555555,9,8.161081311444445
青海,2040,ssp245,p10,10.99,-2.118918688555555,9,8.871081311444446
青海,2041,ssp245,p10,10.53,-2.118918688555555,9,8.411081311444445
青海,2042,ssp245,p10,10.92,-2.118918688555555,9,8.801081311444445
青海,2043,ssp245,p10,11.12,-2.118918688555555,9,9.001081311444445
青海,2044,ssp245,p10,10.45,-2.118918688555555,9,8.331081311444445
青海,2045,ssp245,p10,10.66,-2.118918688555555,9,8.541081311444445
青海,2046,ssp245,p10,10.91,-2.118918688555555,9,8.791081311444445
青海,2047,ssp245,p10,10.75,-2.118918688555555,9,8.631081311444445
青海,2048,ssp245,p10,10.95,-2.118918688555555,9,8.831081311444445
青海,2049,ssp245,p10,11.03,-2.118918688555555,9,8.911081311444445
青海,2050,ssp245,p10,10.34,-2.118918688555555,9,8.221081311444445
陕西,2024,ssp245,p10,30.18,-1.037995222222222,9,29.142004777777778
陕西,2025,ssp245,p10,28.38,-1.037995222222222,9,27.342004777777777
陕西,2026,ssp245,p10,28.5,-1.037995222222222,9,27.46200477777778
陕西,2027,ssp245,p10,30.29,-1.037995222222222,9,29.252004777777778
陕西,2028,ssp245,p10,31.35,-1.037995222222222,9,30.31200477777778
陕西,2029,ssp245,p10,31.35,-1.037995222222222,9,30.31200477777778
陕西,2030,ssp245,p10,29.93,-1.037995222222222,9,28.892004777777778
陕西,2031,ssp245,p10,27.25,-1.037995222222222,9,26.21200477777778
陕西,2032,ssp245,p10,31.93,-1.037995222222222,9,30.892004777777778
陕西,2033,ssp245,p10,28.85,-1.037995222222222,9,27.81200477777778
陕西,2034,ssp245,p10,29.87,-1.037995222222222,9,28.83200477777778
陕西,2035,ssp245,p10,29.25,-1.037995222222222,9,28.21200477777778
陕西,2036,ssp245,p10,30.56,-1.037995222222222,9,29.522004777777777
陕西,2037,ssp245,p10,31.35,-1.037995222222222,9,30.31200477777778
陕西,2038,ssp245,p10,29.07,-1.037995222222222,9,28.03200477777778
陕西,2039,ssp245,p10,31.17,-1.037995222222222,9,30.13200477777778
陕西,2040,ssp245,p10,29.91,-1.037995222222222,9,28.87200477777778
陕西,2041,ssp245,p10,31.25,-1.037995222222222,9,30.21200477777778
陕西,2042,ssp245,p10,31.51,-1.037995222222222,9,30.47200477777778
陕西,2043,ssp245,p10,29.7,-1.037995222222222,9,28.662004777777778
陕西,2044,ssp245,p10,30.38,-1.037995222222222,9,29.342004777777777
陕西,2045,ssp245,p10,29.15,-1.037995222222222,9,28.112004777777777
陕西,2046,ssp245,p10,30.6,-1.037995222222222,9,29.56200477777778
陕西,2047,ssp245,p10,30.22,-1.037995222222222,9,29.182004777777777
陕西,2048,ssp245,p10,30.48,-1.037995222222222,9,29.44200477777778
陕西,2049,ssp245,p10,30.11,-1.037995222222222,9,29.072004777777778
陕西,2050,ssp245,p10,30.92,-1.037995222222222,9,29.88200477777778
山东,2024,ssp245,p10,36.64,21.275811903333334,9,57.915811903333335
山东,2025,ssp245,p10,36.51,21.275811903333334,9,57.78581190333333
山东,2026,ssp245,p10,35.71,21.275811903333334,9,56.985811903333335
山东,2027,ssp245,p10,35.31,21.275811903333334,9,56.58581190333334
山东,2028,ssp245,p10,36.63,21.275811903333334,9,57.90581190333334
山东,2029,ssp245,p10,35.23,21.275811903333334,9,56.50581190333333
山东,2030,ssp245,p10,32.53,21.275811903333334,9,53.805811903333336
山东,2031,ssp245,p10,34.91,21.275811903333334,9,56.18581190333333
山东,2032,ssp245,p10,38.23,21.275811903333334,9,59.50581190333333
山东,2033,ssp245,p10,37.35,21.275811903333334,9,58.625811903333336
山东,2034,ssp245,p10,32.48,21.275811903333334,9,53.75581190333333
山东,2035,ssp245,p10,37.18,21.275811903333334,9,58.455811903333334
山东,2036,ssp245,p10,35.77,21.275811903333334,9,57.04581190333334
山东,2037,ssp245,p10,33.78,21.275811903333334,9,55.055811903333336
山东,2038,ssp245,p10,33.21,21.275811903333334,9,54.485811903333335
山东,2039,ssp245,p10,35.54,21.275811903333334,9,56.81581190333333
山东,2040,ssp245,p10,34.83,21.275811903333334,9,56.10581190333333
山东,2041,ssp245,p10,34.86,21.275811903333334,9,56.135811903333334
山东,2042,ssp245,p10,35.79,21.275811903333334,9,57.06581190333333
山东,2043,ssp245,p10,31.18,21.275811903333334,9,52.455811903333334
山东,2044,ssp245,p10,34.16,21.275811903333334,9,55.43581190333333
山东,2045,ssp245,p10,39.34,21.275811903333334,9,60.61581190333334
山东,2046,ssp245,p10,32.31,21.275811903333334,9,53.58581190333334
山东,2047,ssp245,p10,34.92,21.275811903333334,9,56.195811903333336
山东,2048,ssp245,p10,36.11,21.275811903333334,9,57.385811903333334
山东,2049,ssp245,p10,37.22,21.275811903333334,9,58.49581190333333
山东,2050,ssp245,p10,36.87,21.275811903333334,9,58.14581190333333
上海,2024,ssp245,p10,38.7,55.850777487777776,9,94.55077748777778
上海,2025,ssp245,p10,37.7,55.850777487777776,9,93.55077748777778
上海,2026,ssp245,p10,35.76,55.850777487777776,9,91.61077748777777
上海,2027,ssp245,p10,44.04,55.850777487777776,9,99.89077748777777
上海,2028,ssp245,p10,43.25,55.850777487777776,9,99.10077748777778
上海,2029,ssp245,p10,43.87,55.850777487777776,9,99.72077748777778
上海,2030,ssp245,p10,47.31,55.850777487777776,9,103.16077748777778
上海,2031,ssp245,p10,40.58,55.850777487777776,9,96.43077748777777
上海,2032,ssp245,p10,37.59,55.850777487777776,9,93.44077748777778
上海,2033,ssp245,p10,41.06,55.850777487777776,9,96.91077748777778
上海,2034,ssp245,p10,42.85,55.850777487777776,9,98.70077748777777
上海,2035,ssp245,p10,48.24,55.850777487777776,9,104.09077748777779
上海,2036,ssp245,p10,42.34,55.850777487777776,9,98.19077748777778
上海,2037,ssp245,p10,37.51,55.850777487777776,9,93.36077748777777
上海,2038,ssp245,p10,44.05,55.850777487777776,9,99.90077748777777
上海,2039,ssp245,p10,40.94,55.850777487777776,9,96.79077748777777
上海,2040,ssp245,p10,42.99,55.850777487777776,9,98.84077748777779
上海,2041,ssp245,p10,39.61,55.850777487777776,9,95.46077748777778
上海,2042,ssp245,p10,42.43,55.850777487777776,9,98.28077748777778
上海,2043,ssp245,p10,40.02,55.850777487777776,9,95.87077748777779
上海,2044,ssp245,p10,43.08,55.850777487777776,9,98.93077748777777
上海,2045,ssp245,p10,44.34,55.850777487777776,9,100.19077748777778
上海,2046,ssp245,p10,45.68,55.850777487777776,9,101.53077748777778
上海,2047,ssp245,p10,37.63,55.850777487777776,9,93.48077748777777
上海,2048,ssp245,p10,38.23,55.850777487777776,9,94.08077748777777
上海,2049,ssp245,p10,40.85,55.850777487777776,9,96.70077748777777
上海,2050,ssp245,p10,44.79,55.850777487777776,9,100.64077748777777
山西,2024,ssp245,p10,26.87,4.850168626666668,9,31.72016862666667
山西,2025,ssp245,p10,28.15,4.850168626666668,9,33.000168626666664
山西,2026,ssp245,p10,25.78,4.850168626666668,9,30.63016862666667
山西,2027,ssp245,p10,26.9,4.850168626666668,9,31.750168626666667
山西,2028,ssp245,p10,27.64,4.850168626666668,9,32.490168626666666
山西,2029,ssp245,p10,26.01,4.850168626666668,9,30.86016862666667
山西,2030,ssp245,p10,25.84,4.850168626666668,9,30.69016862666667
山西,2031,ssp245,p10,24.37,4.850168626666668,9,29.22016862666667
山西,2032,ssp245,p10,27.89,4.850168626666668,9,32.740168626666666
山西,2033,ssp245,p10,24.9,4.850168626666668,9,29.750168626666667
山西,2034,ssp245,p10,24.92,4.850168626666668,9,29.77016862666667
山西,2035,ssp245,p10,27.16,4.850168626666668,9,32.01016862666667
山西,2036,ssp245,p10,25.64,4.850168626666668,9,30.49016862666667
山西,2037,ssp245,p10,28.3,4.850168626666668,9,33.15016862666667
山西,2038,ssp245,p10,26.66,4.850168626666668,9,31.51016862666667
山西,2039,ssp245,p10,26.53,4.850168626666668,9,31.38016862666667
山西,2040,ssp245,p10,26.48,4.850168626666668,9,31.33016862666667
山西,2041,ssp245,p10,27.13,4.850168626666668,9,31.980168626666668
山西,2042,ssp245,p10,29.34,4.850168626666668,9,34.19016862666667
山西,2043,ssp245,p10,25.55,4.850168626666668,9,30.40016862666667
山西,2044,ssp245,p10,27.15,4.850168626666668,9,32.000168626666664
山西,2045,ssp245,p10,26.27,4.850168626666668,9,31.12016862666667
山西,2046,ssp245,p10,27.37,4.850168626666668,9,32.22016862666667
山西,2047,ssp245,p10,29.44,4.850168626666668,9,34.29016862666667
山西,2048,ssp245,p10,27.02,4.850168626666668,9,31.87016862666667
山西,2049,ssp245,p10,29.52,4.850168626666668,9,34.37016862666667
山西,2050,ssp245,p10,26.79,4.850168626666668,9,31.640168626666668
四川,2024,ssp245,p10,25.11,-4.4414337266666655,9,20.668566273333333
四川,2025,ssp245,p10,22.7,-4.4414337266666655,9,18.258566273333333
四川,2026,ssp245,p10,23.78,-4.4414337266666655,9,19.338566273333335
四川,2027,ssp245,p10,23.78,-4.4414337266666655,9,19.338566273333335
四川,2028,ssp245,p10,24.58,-4.4414337266666655,9,20.138566273333332
四川,2029,ssp245,p10,25.91,-4.4414337266666655,9,21.468566273333334
四川,2030,ssp245,p10,24.14,-4.4414337266666655,9,19.698566273333334
四川,2031,ssp245,p10,23.72,-4.4414337266666655,9,19.278566273333333
四川,2032,ssp245,p10,25.11,-4.4414337266666655,9,20.668566273333333
四川,2033,ssp245,p10,24.93,-4.4414337266666655,9,20.488566273333333
四川,2034,ssp245,p10,24.87,-4.4414337266666655,9,20.428566273333335
四川,2035,ssp245,p10,24.94,-4.4414337266666655,9,20.498566273333335
四川,2036,ssp245,p10,24.63,-4.4414337266666655,9,20.188566273333333
四川,2037,ssp245,p10,26.01,-4.4414337266666655,9,21.568566273333335
四川,2038,ssp245,p10,24.66,-4.4414337266666655,9,20.218566273333334
四川,2039,ssp245,p10,24.45,-4.4414337266666655,9,20.008566273333333
四川,2040,ssp245,p10,25.56,-4.4414337266666655,9,21.118566273333332
四川,2041,ssp245,p10,25.98,-4.4414337266666655,9,21.538566273333334
四川,2042,ssp245,p10,25.07,-4.4414337266666655,9,20.628566273333334
四川,2043,ssp245,p10,25.23,-4.4414337266666655,9,20.788566273333334
四川,2044,ssp245,p10,26.35,-4.4414337266666655,9,21.908566273333335
四川,2045,ssp245,p10,25.55,-4.4414337266666655,9,21.108566273333334
四川,2046,ssp245,p10,24.36,-4.4414337266666655,9,19.918566273333333
四川,2047,ssp245,p10,25.09,-4.4414337266666655,9,20.648566273333333
四川,2048,ssp245,p10,25.18,-4.4414337266666655,9,20.738566273333333
四川,2049,ssp245,p10,25.72,-4.4414337266666655,9,21.278566273333333
四川,2050,ssp245,p10,25.17,-4.4414337266666655,9,20.728566273333335
天津,2024,ssp245,p10,35.59,40.712741987777775,9,76.30274198777778
天津,2025,ssp245,p10,35.84,40.712741987777775,9,76.55274198777778
天津,2026,ssp245,p10,32.93,40.712741987777775,9,73.64274198777778
天津,2027,ssp245,p10,30.81,40.712741987777775,9,71.52274198777778
天津,2028,ssp245,p10,35.74,40.712741987777775,9,76.45274198777778
天津,2029,ssp245,p10,39.5,40.712741987777775,9,80.21274198777778
天津,2030,ssp245,p10,35.58,40.712741987777775,9,76.29274198777777
天津,2031,ssp245,p10,33.06,40.712741987777775,9,73.77274198777778
天津,2032,ssp245,p10,38.15,40.712741987777775,9,78.86274198777778
天津,2033,ssp245,p10,33.15,40.712741987777775,9,73.86274198777778
天津,2034,ssp245,p10,37.58,40.712741987777775,9,78.29274198777777
天津,2035,ssp245,p10,36.71,40.712741987777775,9,77.42274198777778
天津,2036,ssp245,p10,33.7,40.712741987777775,9,74.41274198777778
天津,2037,ssp245,p10,32.63,40.712741987777775,9,73.34274198777777
天津,2038,ssp245,p10,36.13,40.712741987777775,9,76.84274198777777
天津,2039,ssp245,p10,35.32,40.712741987777775,9,76.03274198777777
天津,2040,ssp245,p10,35.32,40.712741987777775,9,76.03274198777777
天津,2041,ssp245,p10,31.97,40.712741987777775,9,72.68274198777777
天津,2042,ssp245,p10,38.41,40.712741987777775,9,79.12274198777777
天津,2043,ssp245,p10,25.58,40.712741987777775,9,66.29274198777777
天津,2044,ssp245,p10,30.61,40.712741987777775,9,71.32274198777777
天津,2045,ssp245,p10,33.61,40.712741987777775,9,74.32274198777777
天津,2046,ssp245,p10,32.98,40.712741987777775,9,73.69274198777777
天津,2047,ssp245,p10,35.21,40.712741987777775,9,75.92274198777778
天津,2048,ssp245,p10,34.67,40.712741987777775,9,75.38274198777778
天津,2049,ssp245,p10,38.43,40.712741987777775,9,79.14274198777778
天津,2050,ssp245,p10,31.84,40.712741987777775,9,72.55274198777778
新疆,2024,ssp245,p10,6.57,-2.5394451295555553,9,4.030554870444445
新疆,2025,ssp245,p10,6.36,-2.5394451295555553,9,3.820554870444445
新疆,2026,ssp245,p10,6.3,-2.5394451295555553,9,3.7605548704444445
新疆,2027,ssp245,p10,6.64,-2.5394451295555553,9,4.100554870444444
新疆,2028,ssp245,p10,6.56,-2.5394451295555553,9,4.020554870444444
新疆,2029,ssp245,p10,6.48,-2.5394451295555553,9,3.940554870444445
新疆,2030,ssp245,p10,6.38,-2.5394451295555553,9,3.8405548704444445
新疆,2031,ssp245,p10,6.41,-2.5394451295555553,9,3.870554870444445
新疆,2032,ssp245,p10,6.43,-2.5394451295555553,9,3.8905548704444444
新疆,2033,ssp245,p10,6.41,-2.5394451295555553,9,3.870554870444445
新疆,2034,ssp245,p10,6.43,-2.5394451295555553,9,3.8905548704444444
新疆,2035,ssp245,p10,6.51,-2.5394451295555553,9,3.9705548704444444
新疆,2036,ssp245,p10,6.47,-2.5394451295555553,9,3.9305548704444444
新疆,2037,ssp245,p10,6.57,-2.5394451295555553,9,4.030554870444445
新疆,2038,ssp245,p10,6.6,-2.5394451295555553,9,4.060554870444444
新疆,2039,ssp245,p10,6.36,-2.5394451295555553,9,3.820554870444445
新疆,2040,ssp245,p10,6.4,-2.5394451295555553,9,3.860554870444445
新疆,2041,ssp245,p10,6.5,-2.5394451295555553,9,3.9605548704444447
新疆,2042,ssp245,p10,6.37,-2.5394451295555553,9,3.8305548704444448
新疆,2043,ssp245,p10,6.68,-2.5394451295555553,9,4.140554870444444
新疆,2044,ssp245,p10,6.6,-2.5394451295555553,9,4.060554870444444
新疆,2045,ssp245,p10,6.34,-2.5394451295555553,9,3.8005548704444445
新疆,2046,ssp245,p10,6.78,-2.5394451295555553,9,4.240554870444445
新疆,2047,ssp245,p10,6.38,-2.5394451295555553,9,3.8405548704444445
新疆,2048,ssp245,p10,6.41,-2.5394451295555553,9,3.870554870444445
新疆,2049,ssp245,p10,6.55,-2.5394451295555553,9,4.0105548704444445
新疆,2050,ssp245,p10,6.5,-2.5394451295555553,9,3.9605548704444447
西藏,2024,ssp245,p10,11.62,-3.006908439333333,9,8.613091560666666
西藏,2025,ssp245,p10,11.73,-3.006908439333333,9,8.723091560666667
西藏,2026,ssp245,p10,11.96,-3.006908439333333,9,8.953091560666667
西藏,2027,ssp245,p10,11.82,-3.006908439333333,9,8.813091560666667
西藏,2028,ssp245,p10,11.51,-3.006908439333333,9,8.503091560666666
西藏,2029,ssp245,p10,11.41,-3.006908439333333,9,8.403091560666667
西藏,2030,ssp245,p10,11.68,-3.006908439333333,9,8.673091560666666
西藏,2031,ssp245,p10,11.89,-3.006908439333333,9,8.883091560666667
西藏,2032,ssp245,p10,11.73,-3.006908439333333,9,8.723091560666667
西藏,2033,ssp245,p10,11.74,-3.006908439333333,9,8.733091560666667
西藏,2034,ssp245,p10,11.84,-3.006908439333333,9,8.833091560666666
西藏,2035,ssp245,p10,11.9,-3.006908439333333,9,8.893091560666667
西藏,2036,ssp245,p10,11.91,-3.006908439333333,9,8.903091560666667
西藏,2037,ssp245,p10,11.71,-3.006908439333333,9,8.703091560666667
西藏,2038,ssp245,p10,11.7,-3.006908439333333,9,8.693091560666666
西藏,2039,ssp245,p10,12.14,-3.006908439333333,9,9.133091560666667
西藏,2040,ssp245,p10,11.93,-3.006908439333333,9,8.923091560666666
西藏,2041,ssp245,p10,11.22,-3.006908439333333,9,8.213091560666667
西藏,2042,ssp245,p10,12.37,-3.006908439333333,9,9.363091560666666
西藏,2043,ssp245,p10,11.59,-3.006908439333333,9,8.583091560666666
西藏,2044,ssp245,p10,12.13,-3.006908439333333,9,9.123091560666667
西藏,2045,ssp245,p10,12.21,-3.006908439333333,9,9.203091560666667
西藏,2046,ssp245,p10,12.08,-3.006908439333333,9,9.073091560666667
西藏,2047,ssp245,p10,12.12,-3.006908439333333,9,9.113091560666666
西藏,2048,ssp245,p10,11.99,-3.006908439333333,9,8.983091560666667
西藏,2049,ssp245,p10,12.01,-3.006908439333333,9,9.003091560666666
西藏,2050,ssp245,p10,12.37,-3.006908439333333,9,9.363091560666666
云南,2024,ssp245,p10,28.28,-1.4476321588888896,9,26.83236784111111
云南,2025,ssp245,p10,27.22,-1.4476321588888896,9,25.77236784111111
云南,2026,ssp245,p10,28.52,-1.4476321588888896,9,27.07236784111111
云南,2027,ssp245,p10,28.59,-1.4476321588888896,9,27.14236784111111
云南,2028,ssp245,p10,27.99,-1.4476321588888896,9,26.54236784111111
云南,2029,ssp245,p10,27.59,-1.4476321588888896,9,26.14236784111111
云南,2030,ssp245,p10,28.47,-1.4476321588888896,9,27.02236784111111
云南,2031,ssp245,p10,28.61,-1.4476321588888896,9,27.16236784111111
云南,2032,ssp245,p10,28.02,-1.4476321588888896,9,26.57236784111111
云南,2033,ssp245,p10,28.14,-1.4476321588888896,9,26.69236784111111
云南,2034,ssp245,p10,27.71,-1.4476321588888896,9,26.26236784111111
云南,2035,ssp245,p10,27.23,-1.4476321588888896,9,25.78236784111111
云南,2036,ssp245,p10,28.08,-1.4476321588888896,9,26.632367841111108
云南,2037,ssp245,p10,28.79,-1.4476321588888896,9,27.34236784111111
云南,2038,ssp245,p10,28.45,-1.4476321588888896,9,27.00236784111111
云南,2039,ssp245,p10,28.35,-1.4476321588888896,9,26.90236784111111
云南,2040,ssp245,p10,28.66,-1.4476321588888896,9,27.21236784111111
云南,2041,ssp245,p10,27.22,-1.4476321588888896,9,25.77236784111111
云南,2042,ssp245,p10,29.73,-1.4476321588888896,9,28.28236784111111
云南,2043,ssp245,p10,28.3,-1.4476321588888896,9,26.85236784111111
云南,2044,ssp245,p10,28.6,-1.4476321588888896,9,27.15236784111111
云南,2045,ssp245,p10,29.43,-1.4476321588888896,9,27.98236784111111
云南,2046,ssp245,p10,28.88,-1.4476321588888896,9,27.43236784111111
云南,2047,ssp245,p10,30.33,-1.4476321588888896,9,28.882367841111108
云南,2048,ssp245,p10,28.69,-1.4476321588888896,9,27.24236784111111
云南,2049,ssp245,p10,28.81,-1.4476321588888896,9,27.36236784111111
云南,2050,ssp245,p10,30.03,-1.4476321588888896,9,28.58236784111111
浙江,2024,ssp245,p10,44.81,12.243691486666668,9,57.05369148666667
浙江,2025,ssp245,p10,43.82,12.243691486666668,9,56.06369148666667
浙江,2026,ssp245,p10,45.4,12.243691486666668,9,57.64369148666667
浙江,2027,ssp245,p10,50.53,12.243691486666668,9,62.77369148666667
浙江,2028,ssp245,p10,46.14,12.243691486666668,9,58.38369148666667
浙江,2029,ssp245,p10,47.74,12.243691486666668,9,59.98369148666667
浙江,2030,ssp245,p10,49.54,12.243691486666668,9,61.78369148666667
浙江,2031,ssp245,p10,48.78,12.243691486666668,9,61.02369148666667
浙江,2032,ssp245,p10,42.08,12.243691486666668,9,54.32369148666667
浙江,2033,ssp245,p10,47.6,12.243691486666668,9,59.84369148666667
浙江,2034,ssp245,p10,47.13,12.243691486666668,9,59.37369148666667
浙江,2035,ssp245,p10,46.63,12.243691486666668,9,58.87369148666667
浙江,2036,ssp245,p10,47.68,12.243691486666668,9,59.92369148666667
浙江,2037,ssp245,p10,46.42,12.243691486666668,9,58.66369148666667
浙江,2038,ssp245,p10,48.48,12.243691486666668,9,60.72369148666667
浙江,2039,ssp245,p10,42.78,12.243691486666668,9,55.02369148666667
浙江,2040,ssp245,p10,47.84,12.243691486666668,9,60.08369148666667
浙江,2041,ssp245,p10,48.23,12.243691486666668,9,60.47369148666667
浙江,2042,ssp245,p10,47.88,12.243691486666668,9,60.12369148666667
浙江,2043,ssp245,p10,49.52,12.243691486666668,9,61.76369148666667
浙江,2044,ssp245,p10,47.02,12.243691486666668,9,59.26369148666667
浙江,2045,ssp245,p10,46.46,12.243691486666668,9,58.70369148666667
浙江,2046,ssp245,p10,46.44,12.243691486666668,9,58.68369148666667
浙江,2047,ssp245,p10,47.31,12.243691486666668,9,59.55369148666667
浙江,2048,ssp245,p10,47.22,12.243691486666668,9,59.46369148666667
浙江,2049,ssp245,p10,45.7,12.243691486666668,9,57.94369148666667
浙江,2050,ssp245,p10,47.98,12.243691486666668,9,60.22369148666667
安徽,2024,ssp245,p90,89.29,-38.34324733555555,9,50.94675266444445
安徽,2025,ssp245,p90,86.64,-38.34324733555555,9,48.29675266444445
安徽,2026,ssp245,p90,94.14,-38.34324733555555,9,55.79675266444445
安徽,2027,ssp245,p90,90.61,-38.34324733555555,9,52.26675266444445
安徽,2028,ssp245,p90,92.56,-38.34324733555555,9,54.21675266444445
安徽,2029,ssp245,p90,89.28,-38.34324733555555,9,50.93675266444445
安徽,2030,ssp245,p90,85.57,-38.34324733555555,9,47.22675266444444
安徽,2031,ssp245,p90,89.5,-38.34324733555555,9,51.15675266444445
安徽,2032,ssp245,p90,96.53,-38.34324733555555,9,58.18675266444445
安徽,2033,ssp245,p90,95.1,-38.34324733555555,9,56.75675266444444
安徽,2034,ssp245,p90,88.91,-38.34324733555555,9,50.566752664444444
安徽,2035,ssp245,p90,88.24,-38.34324733555555,9,49.89675266444444
安徽,2036,ssp245,p90,95.56,-38.34324733555555,9,57.21675266444445
安徽,2037,ssp245,p90,93.0,-38.34324733555555,9,54.65675266444445
安徽,2038,ssp245,p90,94.03,-38.34324733555555,9,55.68675266444445
安徽,2039,ssp245,p90,105.25,-38.34324733555555,9,66.90675266444444
安徽,2040,ssp245,p90,92.43,-38.34324733555555,9,54.086752664444454
安徽,2041,ssp245,p90,92.56,-38.34324733555555,9,54.21675266444445
安徽,2042,ssp245,p90,91.75,-38.34324733555555,9,53.40675266444445
安徽,2043,ssp245,p90,91.79,-38.34324733555555,9,53.44675266444445
安徽,2044,ssp245,p90,95.15,-38.34324733555555,9,56.80675266444445
安徽,2045,ssp245,p90,96.35,-38.34324733555555,9,58.00675266444444
安徽,2046,ssp245,p90,101.38,-38.34324733555555,9,63.03675266444444
安徽,2047,ssp245,p90,91.61,-38.34324733555555,9,53.26675266444445
