province,scenario,percentile,period,rx1day,source_file
Tianjin Shi,ssp585,median,2040-2059,42.76,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp585,median,2040-2059,9.88,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Xizang Zizhiqu,ssp585,median,2040-2059,12.94,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Yunnan Sheng,ssp585,median,2040-2059,37.72,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Zhejiang Sheng,ssp585,median,2040-2059,65.28,rx1day_CHNprov_ssp585_median_2040-2059.xlsx
Anhui Sheng,ssp585,median,2060-2079,58.36,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Beijing Shi,ssp585,median,2060-2079,42.19,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Chongqing Shi,ssp585,median,2060-2079,49.6,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Fujian Sheng,ssp585,median,2060-2079,68.56,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Gansu Sheng,ssp585,median,2060-2079,18.84,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Guangdong Sheng,ssp585,median,2060-2079,71.68,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,median,2060-2079,64.81,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Guizhou Sheng,ssp585,median,2060-2079,44.65,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Hainan Sheng,ssp585,median,2060-2079,76.05,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Hebei Sheng,ssp585,median,2060-2079,39.29,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Heilongjiang Sheng,ssp585,median,2060-2079,31.16,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Henan Sheng,ssp585,median,2060-2079,50.57,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
"Hong Kong, SAR",ssp585,median,2060-2079,67.76,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Hubei Sheng,ssp585,median,2060-2079,56.82,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Hunan Sheng,ssp585,median,2060-2079,59.49,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Jiangsu Sheng,ssp585,median,2060-2079,56.71,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Jiangxi Sheng,ssp585,median,2060-2079,64.66,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Jilin Sheng,ssp585,median,2060-2079,37.99,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Liaoning Sheng,ssp585,median,2060-2079,47.44,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
"Macau, SAR",ssp585,median,2060-2079,71.17,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp585,median,2060-2079,22.98,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp585,median,2060-2079,26.69,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Qinghai Sheng,ssp585,median,2060-2079,11.77,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Shaanxi Sheng,ssp585,median,2060-2079,39.65,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Shandong Sheng,ssp585,median,2060-2079,50.26,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Shanghai Shi,ssp585,median,2060-2079,57.81,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Shanxi Sheng,ssp585,median,2060-2079,36.44,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Sichuan Sheng,ssp585,median,2060-2079,30.65,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Taiwan Sheng,ssp585,median,2060-2079,161.93,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Tianjin Shi,ssp585,median,2060-2079,45.05,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp585,median,2060-2079,10.3,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Xizang Zizhiqu,ssp585,median,2060-2079,13.99,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Yunnan Sheng,ssp585,median,2060-2079,39.88,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Zhejiang Sheng,ssp585,median,2060-2079,66.5,rx1day_CHNprov_ssp585_median_2060-2079.xlsx
Anhui Sheng,ssp585,median,2080-2099,62.0,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Beijing Shi,ssp585,median,2080-2099,46.22,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Chongqing Shi,ssp585,median,2080-2099,52.61,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Fujian Sheng,ssp585,median,2080-2099,71.99,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Gansu Sheng,ssp585,median,2080-2099,20.36,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Guangdong Sheng,ssp585,median,2080-2099,73.88,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,median,2080-2099,67.1,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Guizhou Sheng,ssp585,median,2080-2099,46.84,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Hainan Sheng,ssp585,median,2080-2099,77.64,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Hebei Sheng,ssp585,median,2080-2099,42.49,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Heilongjiang Sheng,ssp585,median,2080-2099,33.21,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Henan Sheng,ssp585,median,2080-2099,53.16,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
"Hong Kong, SAR",ssp585,median,2080-2099,72.8,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Hubei Sheng,ssp585,median,2080-2099,60.04,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Hunan Sheng,ssp585,median,2080-2099,62.65,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Jiangsu Sheng,ssp585,median,2080-2099,60.28,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Jiangxi Sheng,ssp585,median,2080-2099,69.12,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Jilin Sheng,ssp585,median,2080-2099,40.6,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Liaoning Sheng,ssp585,median,2080-2099,49.74,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
"Macau, SAR",ssp585,median,2080-2099,72.5,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp585,median,2080-2099,24.43,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp585,median,2080-2099,28.04,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Qinghai Sheng,ssp585,median,2080-2099,12.77,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Shaanxi Sheng,ssp585,median,2080-2099,42.72,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Shandong Sheng,ssp585,median,2080-2099,52.27,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Shanghai Shi,ssp585,median,2080-2099,63.37,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Shanxi Sheng,ssp585,median,2080-2099,39.13,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Sichuan Sheng,ssp585,median,2080-2099,32.99,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Taiwan Sheng,ssp585,median,2080-2099,179.69,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Tianjin Shi,ssp585,median,2080-2099,48.95,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp585,median,2080-2099,10.8,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Xizang Zizhiqu,ssp585,median,2080-2099,15.24,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Yunnan Sheng,ssp585,median,2080-2099,42.88,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Zhejiang Sheng,ssp585,median,2080-2099,71.14,rx1day_CHNprov_ssp585_median_2080-2099.xlsx
Anhui Sheng,ssp585,p10,2020-2039,39.48,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Beijing Shi,ssp585,p10,2020-2039,26.36,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Chongqing Shi,ssp585,p10,2020-2039,32.21,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Fujian Sheng,ssp585,p10,2020-2039,45.83,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Gansu Sheng,ssp585,p10,2020-2039,12.3,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Guangdong Sheng,ssp585,p10,2020-2039,46.44,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,p10,2020-2039,41.53,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Guizhou Sheng,ssp585,p10,2020-2039,28.97,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Hainan Sheng,ssp585,p10,2020-2039,46.64,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Hebei Sheng,ssp585,p10,2020-2039,24.89,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Heilongjiang Sheng,ssp585,p10,2020-2039,20.88,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Henan Sheng,ssp585,p10,2020-2039,32.81,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
"Hong Kong, SAR",ssp585,p10,2020-2039,45.72,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Hubei Sheng,ssp585,p10,2020-2039,37.35,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Hunan Sheng,ssp585,p10,2020-2039,39.52,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Jiangsu Sheng,ssp585,p10,2020-2039,38.27,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Jiangxi Sheng,ssp585,p10,2020-2039,43.51,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Jilin Sheng,ssp585,p10,2020-2039,24.98,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Liaoning Sheng,ssp585,p10,2020-2039,30.31,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
"Macau, SAR",ssp585,p10,2020-2039,45.58,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp585,p10,2020-2039,14.56,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp585,p10,2020-2039,17.43,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Qinghai Sheng,ssp585,p10,2020-2039,7.81,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Shaanxi Sheng,ssp585,p10,2020-2039,26.7,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Shandong Sheng,ssp585,p10,2020-2039,32.86,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Shanghai Shi,ssp585,p10,2020-2039,39.26,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Shanxi Sheng,ssp585,p10,2020-2039,23.74,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Sichuan Sheng,ssp585,p10,2020-2039,20.35,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Taiwan Sheng,ssp585,p10,2020-2039,88.63,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Tianjin Shi,ssp585,p10,2020-2039,27.43,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp585,p10,2020-2039,6.37,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Xizang Zizhiqu,ssp585,p10,2020-2039,8.83,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Yunnan Sheng,ssp585,p10,2020-2039,26.14,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Zhejiang Sheng,ssp585,p10,2020-2039,43.82,rx1day_CHNprov_ssp585_p10_2020-2039.xlsx
Anhui Sheng,ssp585,p10,2040-2059,41.97,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Beijing Shi,ssp585,p10,2040-2059,28.27,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Chongqing Shi,ssp585,p10,2040-2059,33.87,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Fujian Sheng,ssp585,p10,2040-2059,46.8,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Gansu Sheng,ssp585,p10,2040-2059,12.73,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Guangdong Sheng,ssp585,p10,2040-2059,47.71,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,p10,2040-2059,42.9,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Guizhou Sheng,ssp585,p10,2040-2059,30.04,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Hainan Sheng,ssp585,p10,2040-2059,49.47,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Hebei Sheng,ssp585,p10,2040-2059,26.2,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Heilongjiang Sheng,ssp585,p10,2040-2059,22.01,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Henan Sheng,ssp585,p10,2040-2059,34.57,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
"Hong Kong, SAR",ssp585,p10,2040-2059,45.62,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Hubei Sheng,ssp585,p10,2040-2059,39.78,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Hunan Sheng,ssp585,p10,2040-2059,41.19,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Jiangsu Sheng,ssp585,p10,2040-2059,40.69,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Jiangxi Sheng,ssp585,p10,2040-2059,45.59,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Jilin Sheng,ssp585,p10,2040-2059,26.3,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Liaoning Sheng,ssp585,p10,2040-2059,32.33,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
"Macau, SAR",ssp585,p10,2040-2059,46.18,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp585,p10,2040-2059,15.34,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp585,p10,2040-2059,18.18,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Qinghai Sheng,ssp585,p10,2040-2059,8.21,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Shaanxi Sheng,ssp585,p10,2040-2059,28.35,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Shandong Sheng,ssp585,p10,2040-2059,33.35,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Shanghai Shi,ssp585,p10,2040-2059,42.25,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Shanxi Sheng,ssp585,p10,2040-2059,25.14,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Sichuan Sheng,ssp585,p10,2040-2059,21.04,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Taiwan Sheng,ssp585,p10,2040-2059,87.99,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Tianjin Shi,ssp585,p10,2040-2059,28.63,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp585,p10,2040-2059,6.62,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Xizang Zizhiqu,ssp585,p10,2040-2059,9.21,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Yunnan Sheng,ssp585,p10,2040-2059,26.84,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Zhejiang Sheng,ssp585,p10,2040-2059,46.89,rx1day_CHNprov_ssp585_p10_2040-2059.xlsx
Anhui Sheng,ssp585,p10,2060-2079,43.0,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Beijing Shi,ssp585,p10,2060-2079,29.0,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Chongqing Shi,ssp585,p10,2060-2079,35.61,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Fujian Sheng,ssp585,p10,2060-2079,48.21,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Gansu Sheng,ssp585,p10,2060-2079,13.36,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Guangdong Sheng,ssp585,p10,2060-2079,49.36,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,p10,2060-2079,44.32,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Guizhou Sheng,ssp585,p10,2060-2079,31.52,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Hainan Sheng,ssp585,p10,2060-2079,46.4,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Hebei Sheng,ssp585,p10,2060-2079,27.94,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Heilongjiang Sheng,ssp585,p10,2060-2079,23.05,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Henan Sheng,ssp585,p10,2060-2079,36.2,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
"Hong Kong, SAR",ssp585,p10,2060-2079,47.83,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Hubei Sheng,ssp585,p10,2060-2079,41.14,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Hunan Sheng,ssp585,p10,2060-2079,42.74,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Jiangsu Sheng,ssp585,p10,2060-2079,42.29,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Jiangxi Sheng,ssp585,p10,2060-2079,46.28,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Jilin Sheng,ssp585,p10,2060-2079,27.71,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Liaoning Sheng,ssp585,p10,2060-2079,33.38,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
"Macau, SAR",ssp585,p10,2060-2079,47.94,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp585,p10,2060-2079,16.23,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp585,p10,2060-2079,19.02,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Qinghai Sheng,ssp585,p10,2060-2079,8.7,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Shaanxi Sheng,ssp585,p10,2060-2079,29.39,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Shandong Sheng,ssp585,p10,2060-2079,35.98,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Shanghai Shi,ssp585,p10,2060-2079,42.08,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Shanxi Sheng,ssp585,p10,2060-2079,26.5,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Sichuan Sheng,ssp585,p10,2060-2079,21.79,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Taiwan Sheng,ssp585,p10,2060-2079,100.06,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Tianjin Shi,ssp585,p10,2060-2079,31.65,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp585,p10,2060-2079,6.87,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Xizang Zizhiqu,ssp585,p10,2060-2079,9.74,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Yunnan Sheng,ssp585,p10,2060-2079,28.08,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Zhejiang Sheng,ssp585,p10,2060-2079,47.87,rx1day_CHNprov_ssp585_p10_2060-2079.xlsx
Anhui Sheng,ssp585,p10,2080-2099,44.87,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Beijing Shi,ssp585,p10,2080-2099,29.67,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Chongqing Shi,ssp585,p10,2080-2099,37.59,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Fujian Sheng,ssp585,p10,2080-2099,49.44,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Gansu Sheng,ssp585,p10,2080-2099,14.37,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Guangdong Sheng,ssp585,p10,2080-2099,48.84,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,p10,2080-2099,44.33,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Guizhou Sheng,ssp585,p10,2080-2099,32.26,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Hainan Sheng,ssp585,p10,2080-2099,48.82,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Hebei Sheng,ssp585,p10,2080-2099,29.02,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Heilongjiang Sheng,ssp585,p10,2080-2099,24.24,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Henan Sheng,ssp585,p10,2080-2099,37.14,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
"Hong Kong, SAR",ssp585,p10,2080-2099,47.26,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Hubei Sheng,ssp585,p10,2080-2099,42.9,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Hunan Sheng,ssp585,p10,2080-2099,43.52,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Jiangsu Sheng,ssp585,p10,2080-2099,43.5,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Jiangxi Sheng,ssp585,p10,2080-2099,48.63,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Jilin Sheng,ssp585,p10,2080-2099,29.14,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Liaoning Sheng,ssp585,p10,2080-2099,35.72,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
"Macau, SAR",ssp585,p10,2080-2099,48.65,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp585,p10,2080-2099,17.14,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp585,p10,2080-2099,19.77,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Qinghai Sheng,ssp585,p10,2080-2099,9.26,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Shaanxi Sheng,ssp585,p10,2080-2099,31.13,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Shandong Sheng,ssp585,p10,2080-2099,37.27,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Shanghai Shi,ssp585,p10,2080-2099,45.62,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Shanxi Sheng,ssp585,p10,2080-2099,27.83,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Sichuan Sheng,ssp585,p10,2080-2099,22.9,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Taiwan Sheng,ssp585,p10,2080-2099,106.58,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Tianjin Shi,ssp585,p10,2080-2099,31.09,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp585,p10,2080-2099,7.11,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Xizang Zizhiqu,ssp585,p10,2080-2099,10.17,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Yunnan Sheng,ssp585,p10,2080-2099,29.33,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Zhejiang Sheng,ssp585,p10,2080-2099,49.81,rx1day_CHNprov_ssp585_p10_2080-2099.xlsx
Anhui Sheng,ssp585,p90,2020-2039,72.1,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Beijing Shi,ssp585,p90,2020-2039,53.15,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Chongqing Shi,ssp585,p90,2020-2039,60.67,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Fujian Sheng,ssp585,p90,2020-2039,85.85,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Gansu Sheng,ssp585,p90,2020-2039,23.34,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Guangdong Sheng,ssp585,p90,2020-2039,92.52,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp585,p90,2020-2039,82.65,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Guizhou Sheng,ssp585,p90,2020-2039,55.18,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Hainan Sheng,ssp585,p90,2020-2039,101.27,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Hebei Sheng,ssp585,p90,2020-2039,48.09,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Heilongjiang Sheng,ssp585,p90,2020-2039,37.4,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Henan Sheng,ssp585,p90,2020-2039,61.12,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
"Hong Kong, SAR",ssp585,p90,2020-2039,90.74,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Hubei Sheng,ssp585,p90,2020-2039,68.95,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Hunan Sheng,ssp585,p90,2020-2039,72.19,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Jiangsu Sheng,ssp585,p90,2020-2039,69.97,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Jiangxi Sheng,ssp585,p90,2020-2039,80.76,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Jilin Sheng,ssp585,p90,2020-2039,45.95,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Liaoning Sheng,ssp585,p90,2020-2039,58.14,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
"Macau, SAR",ssp585,p90,2020-2039,96.33,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp585,p90,2020-2039,28.45,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp585,p90,2020-2039,33.38,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Qinghai Sheng,ssp585,p90,2020-2039,13.8,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Shaanxi Sheng,ssp585,p90,2020-2039,48.29,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Shandong Sheng,ssp585,p90,2020-2039,61.94,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Shanghai Shi,ssp585,p90,2020-2039,73.19,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Shanxi Sheng,ssp585,p90,2020-2039,43.44,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Sichuan Sheng,ssp585,p90,2020-2039,37.32,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Taiwan Sheng,ssp585,p90,2020-2039,257.1,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Tianjin Shi,ssp585,p90,2020-2039,56.46,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp585,p90,2020-2039,14.04,rx1day_CHNprov_ssp585_p90_2020-2039.xlsx
