province,province_code,year,time_key,scenario,statistic,tas,source_file,data_stage,Province
Hunan Sheng,CHN.147295912,1968,1968-07,historical,p10,16.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1969,1969-07,historical,p10,16.59,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1970,1970-07,historical,p10,16.14,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1971,1971-07,historical,p10,16.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1972,1972-07,historical,p10,16.44,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1973,1973-07,historical,p10,16.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1974,1974-07,historical,p10,16.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1975,1975-07,historical,p10,16.35,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1976,1976-07,historical,p10,16.31,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1977,1977-07,historical,p10,16.41,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1978,1978-07,historical,p10,16.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1979,1979-07,historical,p10,16.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1980,1980-07,historical,p10,16.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1981,1981-07,historical,p10,16.68,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1982,1982-07,historical,p10,16.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1983,1983-07,historical,p10,16.22,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1984,1984-07,historical,p10,16.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1985,1985-07,historical,p10,16.25,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1986,1986-07,historical,p10,16.59,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1987,1987-07,historical,p10,16.5,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1988,1988-07,historical,p10,16.39,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1989,1989-07,historical,p10,16.75,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1990,1990-07,historical,p10,16.69,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1991,1991-07,historical,p10,16.39,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1992,1992-07,historical,p10,16.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1993,1993-07,historical,p10,16.22,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1994,1994-07,historical,p10,16.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1995,1995-07,historical,p10,16.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1996,1996-07,historical,p10,16.82,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1997,1997-07,historical,p10,16.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1998,1998-07,historical,p10,16.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1999,1999-07,historical,p10,16.77,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2000,2000-07,historical,p10,16.86,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2001,2001-07,historical,p10,17.14,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2002,2002-07,historical,p10,16.97,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2003,2003-07,historical,p10,17.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2004,2004-07,historical,p10,16.65,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2005,2005-07,historical,p10,16.77,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2006,2006-07,historical,p10,16.97,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2007,2007-07,historical,p10,16.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2008,2008-07,historical,p10,16.5,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2009,2009-07,historical,p10,16.78,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2010,2010-07,historical,p10,17.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2011,2011-07,historical,p10,17.12,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2012,2012-07,historical,p10,16.89,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2013,2013-07,historical,p10,17.07,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2014,2014-07,historical,p10,16.64,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1950,1950-07,historical,p90,18.05,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1951,1951-07,historical,p90,17.97,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1952,1952-07,historical,p90,17.81,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1953,1953-07,historical,p90,17.79,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1954,1954-07,historical,p90,17.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1955,1955-07,historical,p90,18.03,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1956,1956-07,historical,p90,17.96,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1957,1957-07,historical,p90,18.17,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1958,1958-07,historical,p90,17.95,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1959,1959-07,historical,p90,17.71,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1960,1960-07,historical,p90,17.86,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1961,1961-07,historical,p90,18.07,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1962,1962-07,historical,p90,17.91,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1963,1963-07,historical,p90,17.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1964,1964-07,historical,p90,17.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1965,1965-07,historical,p90,17.42,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1966,1966-07,historical,p90,17.57,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1967,1967-07,historical,p90,17.72,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1968,1968-07,historical,p90,17.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1969,1969-07,historical,p90,17.34,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1970,1970-07,historical,p90,17.62,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1971,1971-07,historical,p90,17.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1972,1972-07,historical,p90,17.99,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1973,1973-07,historical,p90,17.67,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1974,1974-07,historical,p90,17.69,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1975,1975-07,historical,p90,17.53,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1976,1976-07,historical,p90,17.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1977,1977-07,historical,p90,17.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1978,1978-07,historical,p90,17.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1979,1979-07,historical,p90,17.62,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1980,1980-07,historical,p90,17.62,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1981,1981-07,historical,p90,17.62,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1982,1982-07,historical,p90,17.76,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1983,1983-07,historical,p90,17.27,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1984,1984-07,historical,p90,17.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1985,1985-07,historical,p90,17.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1986,1986-07,historical,p90,17.55,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1987,1987-07,historical,p90,18.05,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1988,1988-07,historical,p90,17.83,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1989,1989-07,historical,p90,17.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1990,1990-07,historical,p90,17.72,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1991,1991-07,historical,p90,17.8,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1992,1992-07,historical,p90,17.39,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1993,1993-07,historical,p90,17.46,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1994,1994-07,historical,p90,17.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1995,1995-07,historical,p90,17.94,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1996,1996-07,historical,p90,17.95,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1997,1997-07,historical,p90,17.94,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1998,1998-07,historical,p90,18.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,1999,1999-07,historical,p90,18.09,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2000,2000-07,historical,p90,18.12,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2001,2001-07,historical,p90,18.21,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2002,2002-07,historical,p90,18.13,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2003,2003-07,historical,p90,17.89,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2004,2004-07,historical,p90,18.22,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2005,2005-07,historical,p90,18.33,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2006,2006-07,historical,p90,18.25,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2007,2007-07,historical,p90,18.09,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2008,2008-07,historical,p90,18.06,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2009,2009-07,historical,p90,18.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2010,2010-07,historical,p90,18.27,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2011,2011-07,historical,p90,18.5,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2012,2012-07,historical,p90,18.52,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2013,2013-07,historical,p90,18.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Hunan Sheng,CHN.147295912,2014,2014-07,historical,p90,18.54,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,湖南
Jiangsu Sheng,CHN.147295913,1950,1950-07,historical,median,15.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1951,1951-07,historical,median,15.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1952,1952-07,historical,median,15.41,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1953,1953-07,historical,median,15.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1954,1954-07,historical,median,15.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1955,1955-07,historical,median,15.55,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1956,1956-07,historical,median,15.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1957,1957-07,historical,median,15.68,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1958,1958-07,historical,median,15.31,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1959,1959-07,historical,median,15.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1960,1960-07,historical,median,15.39,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1961,1961-07,historical,median,15.64,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1962,1962-07,historical,median,15.47,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1963,1963-07,historical,median,15.55,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1964,1964-07,historical,median,15.22,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1965,1965-07,historical,median,15.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1966,1966-07,historical,median,15.27,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1967,1967-07,historical,median,15.33,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1968,1968-07,historical,median,15.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1969,1969-07,historical,median,15.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1970,1970-07,historical,median,15.11,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1971,1971-07,historical,median,15.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1972,1972-07,historical,median,15.12,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1973,1973-07,historical,median,15.28,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1974,1974-07,historical,median,15.3,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1975,1975-07,historical,median,15.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1976,1976-07,historical,median,15.04,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1977,1977-07,historical,median,15.1,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1978,1978-07,historical,median,15.33,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1979,1979-07,historical,median,15.09,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1980,1980-07,historical,median,15.38,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1981,1981-07,historical,median,15.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1982,1982-07,historical,median,15.18,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1983,1983-07,historical,median,14.76,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1984,1984-07,historical,median,14.95,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1985,1985-07,historical,median,15.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1986,1986-07,historical,median,15.21,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1987,1987-07,historical,median,15.21,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1988,1988-07,historical,median,15.4,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1989,1989-07,historical,median,15.52,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1990,1990-07,historical,median,15.53,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1991,1991-07,historical,median,15.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1992,1992-07,historical,median,15.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1993,1993-07,historical,median,14.99,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1994,1994-07,historical,median,15.24,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1995,1995-07,historical,median,15.35,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1996,1996-07,historical,median,15.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1997,1997-07,historical,median,15.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1998,1998-07,historical,median,15.53,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1999,1999-07,historical,median,15.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2000,2000-07,historical,median,15.84,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2001,2001-07,historical,median,15.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2002,2002-07,historical,median,15.8,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2003,2003-07,historical,median,15.71,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2004,2004-07,historical,median,15.72,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2005,2005-07,historical,median,15.86,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2006,2006-07,historical,median,15.84,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2007,2007-07,historical,median,15.71,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2008,2008-07,historical,median,15.71,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2009,2009-07,historical,median,15.88,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2010,2010-07,historical,median,15.84,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2011,2011-07,historical,median,15.88,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2012,2012-07,historical,median,15.94,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2013,2013-07,historical,median,16.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,2014,2014-07,historical,median,15.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1950,1950-07,historical,p10,14.74,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1951,1951-07,historical,p10,14.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1952,1952-07,historical,p10,14.74,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1953,1953-07,historical,p10,14.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1954,1954-07,historical,p10,14.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1955,1955-07,historical,p10,14.69,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1956,1956-07,historical,p10,14.76,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
Jiangsu Sheng,CHN.147295913,1957,1957-07,historical,p10,14.9,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,江苏
