province,province_code,year,time_key,scenario,statistic,tas,source_file,data_stage,Province
Fujian Sheng,CHN.147295901,2001,2001-07,historical,p10,18.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2002,2002-07,historical,p10,18.9,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2003,2003-07,historical,p10,18.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2004,2004-07,historical,p10,18.4,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2005,2005-07,historical,p10,18.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2006,2006-07,historical,p10,18.75,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2007,2007-07,historical,p10,18.82,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2008,2008-07,historical,p10,18.64,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2009,2009-07,historical,p10,18.64,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2010,2010-07,historical,p10,18.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2011,2011-07,historical,p10,19.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2012,2012-07,historical,p10,18.78,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2013,2013-07,historical,p10,18.93,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2014,2014-07,historical,p10,18.95,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1950,1950-07,historical,p90,19.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1951,1951-07,historical,p90,19.76,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1952,1952-07,historical,p90,19.67,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1953,1953-07,historical,p90,19.54,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1954,1954-07,historical,p90,19.51,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1955,1955-07,historical,p90,19.79,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1956,1956-07,historical,p90,19.68,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1957,1957-07,historical,p90,19.59,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1958,1958-07,historical,p90,19.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1959,1959-07,historical,p90,19.5,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1960,1960-07,historical,p90,19.52,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1961,1961-07,historical,p90,19.55,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1962,1962-07,historical,p90,19.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1963,1963-07,historical,p90,19.64,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1964,1964-07,historical,p90,19.27,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1965,1965-07,historical,p90,19.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1966,1966-07,historical,p90,19.46,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1967,1967-07,historical,p90,19.37,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1968,1968-07,historical,p90,19.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1969,1969-07,historical,p90,19.32,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1970,1970-07,historical,p90,19.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1971,1971-07,historical,p90,19.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1972,1972-07,historical,p90,19.35,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1973,1973-07,historical,p90,19.54,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1974,1974-07,historical,p90,19.42,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1975,1975-07,historical,p90,19.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1976,1976-07,historical,p90,19.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1977,1977-07,historical,p90,19.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1978,1978-07,historical,p90,19.34,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1979,1979-07,historical,p90,19.44,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1980,1980-07,historical,p90,19.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1981,1981-07,historical,p90,19.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1982,1982-07,historical,p90,19.49,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1983,1983-07,historical,p90,19.17,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1984,1984-07,historical,p90,19.32,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1985,1985-07,historical,p90,19.41,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1986,1986-07,historical,p90,19.28,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1987,1987-07,historical,p90,19.57,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1988,1988-07,historical,p90,19.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1989,1989-07,historical,p90,19.46,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1990,1990-07,historical,p90,19.74,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1991,1991-07,historical,p90,19.47,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1992,1992-07,historical,p90,19.22,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1993,1993-07,historical,p90,19.15,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1994,1994-07,historical,p90,19.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1995,1995-07,historical,p90,19.7,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1996,1996-07,historical,p90,19.68,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1997,1997-07,historical,p90,20.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1998,1998-07,historical,p90,19.89,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,1999,1999-07,historical,p90,19.7,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2000,2000-07,historical,p90,19.8,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2001,2001-07,historical,p90,20.09,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2002,2002-07,historical,p90,19.92,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2003,2003-07,historical,p90,19.96,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2004,2004-07,historical,p90,19.96,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2005,2005-07,historical,p90,20.05,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2006,2006-07,historical,p90,20.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2007,2007-07,historical,p90,20.0,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2008,2008-07,historical,p90,20.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2009,2009-07,historical,p90,20.17,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2010,2010-07,historical,p90,20.18,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2011,2011-07,historical,p90,20.25,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2012,2012-07,historical,p90,20.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2013,2013-07,historical,p90,20.3,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Fujian Sheng,CHN.147295901,2014,2014-07,historical,p90,20.14,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,福建
Gansu Sheng,CHN.147295902,1950,1950-07,historical,median,5.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1951,1951-07,historical,median,5.21,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1952,1952-07,historical,median,5.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1953,1953-07,historical,median,5.25,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1954,1954-07,historical,median,5.18,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1955,1955-07,historical,median,5.32,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1956,1956-07,historical,median,5.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1957,1957-07,historical,median,5.27,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1958,1958-07,historical,median,5.17,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1959,1959-07,historical,median,5.19,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1960,1960-07,historical,median,5.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1961,1961-07,historical,median,5.31,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1962,1962-07,historical,median,5.3,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1963,1963-07,historical,median,5.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1964,1964-07,historical,median,4.97,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1965,1965-07,historical,median,5.05,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1966,1966-07,historical,median,5.03,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1967,1967-07,historical,median,5.06,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1968,1968-07,historical,median,4.89,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1969,1969-07,historical,median,4.99,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1970,1970-07,historical,median,5.1,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1971,1971-07,historical,median,4.96,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1972,1972-07,historical,median,5.09,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1973,1973-07,historical,median,5.17,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1974,1974-07,historical,median,5.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1975,1975-07,historical,median,5.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1976,1976-07,historical,median,4.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1977,1977-07,historical,median,5.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1978,1978-07,historical,median,5.18,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1979,1979-07,historical,median,5.15,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1980,1980-07,historical,median,5.28,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1981,1981-07,historical,median,5.24,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1982,1982-07,historical,median,5.2,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1983,1983-07,historical,median,4.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1984,1984-07,historical,median,5.08,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1985,1985-07,historical,median,5.18,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1986,1986-07,historical,median,5.29,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1987,1987-07,historical,median,5.42,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1988,1988-07,historical,median,5.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1989,1989-07,historical,median,5.36,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1990,1990-07,historical,median,5.43,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1991,1991-07,historical,median,5.42,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1992,1992-07,historical,median,4.91,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1993,1993-07,historical,median,5.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1994,1994-07,historical,median,5.32,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1995,1995-07,historical,median,5.44,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1996,1996-07,historical,median,5.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1997,1997-07,historical,median,5.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1998,1998-07,historical,median,5.66,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1999,1999-07,historical,median,5.68,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2000,2000-07,historical,median,5.87,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2001,2001-07,historical,median,6.0,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2002,2002-07,historical,median,6.0,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2003,2003-07,historical,median,5.85,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2004,2004-07,historical,median,5.95,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2005,2005-07,historical,median,6.05,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2006,2006-07,historical,median,6.02,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2007,2007-07,historical,median,5.8,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2008,2008-07,historical,median,5.88,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2009,2009-07,historical,median,5.98,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2010,2010-07,historical,median,6.14,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2011,2011-07,historical,median,6.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2012,2012-07,historical,median,6.21,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2013,2013-07,historical,median,6.26,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,2014,2014-07,historical,median,6.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1950,1950-07,historical,p10,4.55,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1951,1951-07,historical,p10,4.62,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1952,1952-07,historical,p10,4.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1953,1953-07,historical,p10,4.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1954,1954-07,historical,p10,4.35,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1955,1955-07,historical,p10,4.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1956,1956-07,historical,p10,4.44,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1957,1957-07,historical,p10,4.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1958,1958-07,historical,p10,4.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1959,1959-07,historical,p10,4.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1960,1960-07,historical,p10,4.23,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1961,1961-07,historical,p10,4.58,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1962,1962-07,historical,p10,4.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1963,1963-07,historical,p10,4.46,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1964,1964-07,historical,p10,4.28,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1965,1965-07,historical,p10,4.31,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1966,1966-07,historical,p10,4.52,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1967,1967-07,historical,p10,4.28,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1968,1968-07,historical,p10,4.25,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1969,1969-07,historical,p10,4.44,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1970,1970-07,historical,p10,4.39,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1971,1971-07,historical,p10,4.3,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1972,1972-07,historical,p10,4.36,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1973,1973-07,historical,p10,4.61,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1974,1974-07,historical,p10,4.56,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1975,1975-07,historical,p10,4.45,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1976,1976-07,historical,p10,4.19,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1977,1977-07,historical,p10,4.49,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1978,1978-07,historical,p10,4.51,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1979,1979-07,historical,p10,4.16,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1980,1980-07,historical,p10,4.57,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1981,1981-07,historical,p10,4.53,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1982,1982-07,historical,p10,4.69,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1983,1983-07,historical,p10,4.11,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1984,1984-07,historical,p10,4.32,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1985,1985-07,historical,p10,4.48,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1986,1986-07,historical,p10,4.63,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1987,1987-07,historical,p10,4.85,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1988,1988-07,historical,p10,4.79,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1989,1989-07,historical,p10,4.6,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1990,1990-07,historical,p10,4.79,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
Gansu Sheng,CHN.147295902,1991,1991-07,historical,p10,4.78,tas_timeseries_CHNprov_1950-2014_median_p10_p90_historical.json,historical,甘肃
