Province,province,province_code,scenario,statistic,future_reference_n,future_tas_sum,hist_reference_n,hist_tas_sum,reference_n,tas_ref_1991_2020,reference_period,reference_method,reference_hist_years,reference_future_years
浙江,Zhejiang Sheng,CHN.147295930,ssp370,p10,6,100.55,24,397.32,30,16.595666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
浙江,Zhejiang Sheng,CHN.147295930,ssp370,p90,6,109.83,24,427.24,30,17.902333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
浙江,Zhejiang Sheng,CHN.147295930,ssp585,median,6,106.97,24,412.98,30,17.331666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
浙江,Zhejiang Sheng,CHN.147295930,ssp585,p10,6,102.18,24,397.32,30,16.65,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
浙江,Zhejiang Sheng,CHN.147295930,ssp585,p90,6,111.59,24,427.24,30,17.961000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp119,median,6,148.54,24,584.9,30,24.447999999999997,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp119,p10,6,145.21,24,573.62,30,23.961000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp119,p90,6,152.04,24,594.72,30,24.892,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp126,median,6,148.94,24,584.9,30,24.461333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp126,p10,6,145.61,24,573.62,30,23.974333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp126,p90,6,152.57,24,594.72,30,24.909666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp245,median,6,148.37,24,584.9,30,24.442333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp245,p10,6,144.99,24,573.62,30,23.953666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp245,p90,6,152.26999999999998,24,594.72,30,24.89966666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp370,median,6,148.25,24,584.9,30,24.438333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp370,p10,6,144.69,24,573.62,30,23.943666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp370,p90,6,151.87,24,594.72,30,24.886333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp585,median,6,149.03,24,584.9,30,24.464333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp585,p10,6,145.6,24,573.62,30,23.974,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
海南,Hainan Sheng,CHN.147295906,ssp585,p90,6,152.32,24,594.72,30,24.901333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp119,median,6,97.19,24,377.31,30,15.816666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp119,p10,6,92.76,24,360.72,30,15.116000000000001,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp119,p90,6,102.1,24,392.06,30,16.471999999999998,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp126,median,6,97.4,24,377.31,30,15.823666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp126,p10,6,93.42,24,360.72,30,15.138000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp126,p90,6,102.25,24,392.06,30,16.477,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp245,median,6,97.4,24,377.31,30,15.823666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp245,p10,6,93.25,24,360.72,30,15.132333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp245,p90,6,102.16,24,392.06,30,16.474,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp370,median,6,96.60000000000001,24,377.31,30,15.797,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp370,p10,6,91.41,24,360.72,30,15.071,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp370,p90,6,101.61,24,392.06,30,16.455666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp585,median,6,97.93,24,377.31,30,15.841333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp585,p10,6,93.26,24,360.72,30,15.132666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖北,Hubei Sheng,CHN.147295911,ssp585,p90,6,103.38,24,392.06,30,16.514666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp119,median,6,107.78,24,419.29,30,17.569000000000003,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp119,p10,6,103.02,24,402.64,30,16.85533333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp119,p90,6,112.53,24,433.98,30,18.217,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp126,median,6,107.99,24,419.29,30,17.576,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp126,p10,6,103.78999999999999,24,402.64,30,16.880999999999997,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp126,p90,6,112.75999999999999,24,433.98,30,18.224666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp245,median,6,107.89,24,419.29,30,17.57266666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp245,p10,6,103.43,24,402.64,30,16.869,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp245,p90,6,112.73,24,433.98,30,18.223666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp370,median,6,107.37,24,419.29,30,17.555333333333337,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp370,p10,6,101.41,24,402.64,30,16.801666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp370,p90,6,112.0,24,433.98,30,18.199333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp585,median,6,108.42,24,419.29,30,17.590333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp585,p10,6,103.73,24,402.64,30,16.879,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
湖南,Hunan Sheng,CHN.147295912,ssp585,p90,6,113.62,24,433.98,30,18.253333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp119,median,6,38.63,24,139.1,30,5.924333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp119,p10,6,34.019999999999996,24,123.06,30,5.236,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp119,p90,6,42.97,24,153.19,30,6.538666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp126,median,6,38.55,24,139.1,30,5.921666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp126,p10,6,33.99,24,123.06,30,5.235,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp126,p90,6,43.04,24,153.19,30,6.5409999999999995,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp245,median,6,38.79,24,139.1,30,5.929666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp245,p10,6,34.269999999999996,24,123.06,30,5.244333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp245,p90,6,43.08,24,153.19,30,6.542333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp370,median,6,38.43,24,139.1,30,5.917666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp370,p10,6,33.53,24,123.06,30,5.219666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp370,p90,6,42.66,24,153.19,30,6.528333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp585,median,6,39.45,24,139.1,30,5.951666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp585,p10,6,34.480000000000004,24,123.06,30,5.251333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
甘肃,Gansu Sheng,CHN.147295902,ssp585,p90,6,44.04,24,153.19,30,6.574333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp119,median,6,118.83,24,463.66,30,19.416333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp119,p10,6,114.17,24,448.07,30,18.741333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp119,p90,6,122.77,24,477.64,30,20.013666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp126,median,6,119.19,24,463.66,30,19.428333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp126,p10,6,114.62,24,448.07,30,18.756333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp126,p90,6,123.25,24,477.64,30,20.029666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp245,median,6,118.86,24,463.66,30,19.417333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp245,p10,6,114.18,24,448.07,30,18.741666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp245,p90,6,123.03,24,477.64,30,20.022333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp370,median,6,118.39,24,463.66,30,19.401666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp370,p10,6,113.32000000000001,24,448.07,30,18.713,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp370,p90,6,122.35,24,477.64,30,19.999666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp585,median,6,119.42999999999999,24,463.66,30,19.436333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp585,p10,6,114.71000000000001,24,448.07,30,18.759333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
福建,Fujian Sheng,CHN.147295901,ssp585,p90,6,123.36,24,477.64,30,20.033333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp119,median,6,-20.6,24,-95.66,30,-3.875333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp119,p10,6,-25.91,24,-114.36,30,-4.675666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp119,p90,6,-15.43,24,-80.18,30,-3.1870000000000003,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp126,median,6,-20.47,24,-95.66,30,-3.871,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp126,p10,6,-25.229999999999997,24,-114.36,30,-4.6530000000000005,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp126,p90,6,-14.98,24,-80.18,30,-3.172,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp245,median,6,-20.71,24,-95.66,30,-3.879,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp245,p10,6,-26.13,24,-114.36,30,-4.683000000000001,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp245,p90,6,-15.76,24,-80.18,30,-3.1980000000000004,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp370,median,6,-20.86,24,-95.66,30,-3.884,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp370,p10,6,-26.68,24,-114.36,30,-4.701333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp370,p90,6,-15.39,24,-80.18,30,-3.185666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp585,median,6,-19.759999999999998,24,-95.66,30,-3.847333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp585,p10,6,-25.4,24,-114.36,30,-4.658666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
西藏,Xizang Zizhiqu,CHN.147295928,ssp585,p90,6,-14.58,24,-80.18,30,-3.158666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp119,median,6,97.07,24,376.32,30,15.779666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp119,p10,6,92.14,24,360.52,30,15.088666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp119,p90,6,101.43,24,390.36,30,16.393,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp126,median,6,97.1,24,376.32,30,15.780666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp126,p10,6,92.65,24,360.52,30,15.105666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp126,p90,6,101.72999999999999,24,390.36,30,16.403000000000002,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp245,median,6,97.14,24,376.32,30,15.782,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp245,p10,6,92.31,24,360.52,30,15.094333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp245,p90,6,101.58,24,390.36,30,16.398,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp370,median,6,96.94,24,376.32,30,15.775333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp370,p10,6,91.06,24,360.52,30,15.052666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp370,p90,6,101.11,24,390.36,30,16.382333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp585,median,6,97.67999999999999,24,376.32,30,15.8,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp585,p10,6,92.61,24,360.52,30,15.104333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
贵州,Guizhou Sheng,CHN.147295905,ssp585,p90,6,102.24000000000001,24,390.36,30,16.42,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp119,median,6,55.03,24,205.32,30,8.678333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp119,p10,6,49.13,24,183.97,30,7.77,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp119,p90,6,60.2,24,223.10999999999999,30,9.443666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp126,median,6,55.24,24,205.32,30,8.685333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp126,p10,6,49.34,24,183.97,30,7.777,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp126,p90,6,60.57,24,223.10999999999999,30,9.456,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp245,median,6,55.300000000000004,24,205.32,30,8.687333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp245,p10,6,50.08,24,183.97,30,7.801666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp245,p90,6,59.72,24,223.10999999999999,30,9.427666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp370,median,6,54.35,24,205.32,30,8.655666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp370,p10,6,48.3,24,183.97,30,7.742333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp370,p90,6,60.269999999999996,24,223.10999999999999,30,9.446,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp585,median,6,56.010000000000005,24,205.32,30,8.711,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp585,p10,6,48.9,24,183.97,30,7.762333333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
辽宁,Liaoning Sheng,CHN.147295916,ssp585,p90,6,61.379999999999995,24,223.10999999999999,30,9.483,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp119,median,6,99.98,24,387.37,30,16.245,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp119,p10,6,95.73,24,373.46,30,15.639666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp119,p90,6,104.41,24,400.41,30,16.827333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp126,median,6,100.08,24,387.37,30,16.24833333333333,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp126,p10,6,96.34,24,373.46,30,15.659999999999998,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp126,p90,6,104.57,24,400.41,30,16.832666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp245,median,6,100.17,24,387.37,30,16.251333333333335,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp245,p10,6,96.07000000000001,24,373.46,30,15.651,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp245,p90,6,104.61,24,400.41,30,16.834,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp370,median,6,99.63,24,387.37,30,16.233333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp370,p10,6,94.53,24,373.46,30,15.599666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp370,p90,6,103.97,24,400.41,30,16.812666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp585,median,6,100.69,24,387.37,30,16.268666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp585,p10,6,96.3,24,373.46,30,15.658666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
重庆,Chongqing Shi,CHN.147295900,ssp585,p90,6,105.5,24,400.41,30,16.863666666666667,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp119,median,6,70.59,24,268.34,30,11.297666666666665,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp119,p10,6,65.77,24,250.67,30,10.548,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp119,p90,6,75.3,24,283.37,30,11.955666666666668,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp126,median,6,70.79,24,268.34,30,11.304333333333334,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp126,p10,6,66.15,24,250.67,30,10.560666666666666,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp126,p90,6,75.64,24,283.37,30,11.967,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
陕西,Shaanxi Sheng,CHN.147295920,ssp245,median,6,70.88,24,268.34,30,11.307333333333332,1991-2020,cmip6_same_stat_same_scenario_mean_1991_2020,1991-2014,2015-2020
