AMR,Predictor,Coef,CI_lo,CI_hi,p,N,R2_within
VREFM,PM2.5,-0.10648522105296898,-0.3392227069026612,0.12625226479672327,0.37069974953191176,300,-0.170893984361429
VREFM,医疗水平,0.1407302848996434,-0.8638694527200725,1.1453300225193594,0.7838727896947333,300,-0.170893984361429
VREFM,GDP,1.4456169550861089,-1.4856173577020335,4.376851267874251,0.3346574481645288,300,-0.170893984361429
VREFM,城市用水普及率,-0.13042823850086172,-0.880411335878366,0.6195548588766425,0.7334928742116578,300,-0.170893984361429
VREFM,生活垃圾无害化处理率,0.12191462218357657,-0.15769907052101223,0.40152831488816537,0.39359461886125047,300,-0.170893984361429
VREFM,抗菌药物使用强度,0.18803383086499997,-0.016320786198864817,0.39238844792886474,0.0725096145505788,300,-0.170893984361429
PRSP,省平均气温,3.4136579577543658,-9.14679350093424,15.974109416442971,0.5947226130124785,299,-1.4472465764592757
PRSP,省平均降水,-0.8068126369351417,-1.8496877117972712,0.23606243792698767,0.13069187684962036,299,-1.4472465764592757
PRSP,R1xday,-0.24070848611731202,-0.6435412103083883,0.16212423807376422,0.24263804442897086,299,-1.4472465764592757
PRSP,PM2.5,-0.21082702855866747,-0.7493796844893488,0.3277256273720139,0.44363586666586263,299,-1.4472465764592757
PRSP,医疗水平,1.4370508168523457,-0.18950407208825304,3.0636057057929444,0.0845650119822643,299,-1.4472465764592757
PRSP,GDP,1.4062838386713155,0.17197510631071333,2.6405925710319176,0.026425353984111943,299,-1.4472465764592757
PRSP,城市用水普及率,0.14273654263078922,-0.601085183964132,0.8865582692257103,0.7071479976168211,299,-1.4472465764592757
PRSP,生活垃圾无害化处理率,0.5161345984139722,0.004409770264697244,1.0278594265632472,0.049148467149751296,299,-1.4472465764592757
PRSP,抗菌药物使用强度,0.13205564000447712,-0.17983685584534398,0.4439481358542982,0.40740298294656463,299,-1.4472465764592757
ERSP,省平均气温,5.502741637135898,-17.94349736650392,28.948980640775716,0.6459096851506323,300,0.15368657132308639
ERSP,省平均降水,-0.8861072488278335,-3.2488363108174667,1.4766218131617999,0.4629806519145401,300,0.15368657132308639
ERSP,R1xday,-0.10088763500040294,-0.6101759777984322,0.40840070779762633,0.6981463917465252,300,0.15368657132308639
ERSP,PM2.5,0.0677550267673193,-0.7101044195464637,0.8456144730811023,0.8645772024906784,300,0.15368657132308639
ERSP,医疗水平,0.7988655865296854,-2.1477166918421426,3.7454478649015135,0.5956184579129844,300,0.15368657132308639
ERSP,GDP,-1.6672384868957904,-3.8380501012004054,0.5035731274088249,0.1334916699645694,300,0.15368657132308639
ERSP,城市用水普及率,0.6666915327929217,-0.5639014540815042,1.8972845196673476,0.28931657143488176,300,0.15368657132308639
ERSP,生活垃圾无害化处理率,0.26208719648883716,-0.48806298337958154,1.0122373763572559,0.49410951889495314,300,0.15368657132308639
ERSP,抗菌药物使用强度,-0.09749013172384,-0.4882156795537196,0.29323541610603954,0.625238307669193,300,0.15368657132308639
3GCRKP,省平均气温,1.8870420747658134,-10.40903619591058,14.183120345442209,0.7638186188567817,300,-0.1828131986811503
3GCRKP,省平均降水,1.0981293934876222,-1.2318978274373218,3.428156614412566,0.35650662070286954,300,-0.1828131986811503
3GCRKP,R1xday,0.27025638090144044,-0.296709779383712,0.8372225411865929,0.35105623218626825,300,-0.1828131986811503
3GCRKP,PM2.5,1.5704002959314347,0.5267264811582777,2.6140741107045917,0.003485642523379351,300,-0.1828131986811503
3GCRKP,医疗水平,1.5309053179306702,-1.6365133083294443,4.6983239441907845,0.34438078061581523,300,-0.1828131986811503
3GCRKP,GDP,1.2897807280088966,-0.6168666378156007,3.196428093833394,0.18608269248948206,300,-0.1828131986811503
3GCRKP,城市用水普及率,-0.4322810730974982,-1.9521992004205995,1.087637054225603,0.5777181746446081,300,-0.1828131986811503
3GCRKP,生活垃圾无害化处理率,0.03798534872112751,-0.4780618970382962,0.5540325944805512,0.8854008220755825,300,-0.1828131986811503
3GCRKP,抗菌药物使用强度,0.06432947025760308,-0.3665592525702117,0.4952181930854179,0.7700550037271972,300,-0.1828131986811503
