Province,Year,scenario,statistic,省平均气温,additive_bias,overlap_n,省平均气温_aligned
上海,2041,ssp119,p10,17.06,0.48139625555555593,9,17.541396255555554
上海,2042,ssp119,p10,17.07,0.48139625555555593,9,17.551396255555556
上海,2043,ssp119,p10,17.29,0.48139625555555593,9,17.771396255555555
上海,2044,ssp119,p10,17.27,0.48139625555555593,9,17.751396255555555
上海,2045,ssp119,p10,17.34,0.48139625555555593,9,17.821396255555555
上海,2046,ssp119,p10,17.2,0.48139625555555593,9,17.681396255555555
上海,2047,ssp119,p10,17.23,0.48139625555555593,9,17.711396255555556
上海,2048,ssp119,p10,17.28,0.48139625555555593,9,17.761396255555557
上海,2049,ssp119,p10,17.27,0.48139625555555593,9,17.751396255555555
上海,2050,ssp119,p10,17.08,0.48139625555555593,9,17.561396255555554
上海,2024,ssp119,p90,18.36,-1.0852704111111109,9,17.27472958888889
上海,2025,ssp119,p90,18.32,-1.0852704111111109,9,17.23472958888889
上海,2026,ssp119,p90,18.55,-1.0852704111111109,9,17.46472958888889
上海,2027,ssp119,p90,18.45,-1.0852704111111109,9,17.36472958888889
上海,2028,ssp119,p90,18.6,-1.0852704111111109,9,17.51472958888889
上海,2029,ssp119,p90,18.43,-1.0852704111111109,9,17.34472958888889
上海,2030,ssp119,p90,18.43,-1.0852704111111109,9,17.34472958888889
上海,2031,ssp119,p90,18.68,-1.0852704111111109,9,17.59472958888889
上海,2032,ssp119,p90,18.55,-1.0852704111111109,9,17.46472958888889
上海,2033,ssp119,p90,18.72,-1.0852704111111109,9,17.634729588888888
上海,2034,ssp119,p90,18.59,-1.0852704111111109,9,17.50472958888889
上海,2035,ssp119,p90,18.72,-1.0852704111111109,9,17.634729588888888
上海,2036,ssp119,p90,18.63,-1.0852704111111109,9,17.544729588888888
上海,2037,ssp119,p90,18.7,-1.0852704111111109,9,17.61472958888889
上海,2038,ssp119,p90,18.8,-1.0852704111111109,9,17.71472958888889
上海,2039,ssp119,p90,18.78,-1.0852704111111109,9,17.69472958888889
上海,2040,ssp119,p90,18.71,-1.0852704111111109,9,17.62472958888889
上海,2041,ssp119,p90,18.94,-1.0852704111111109,9,17.85472958888889
上海,2042,ssp119,p90,18.86,-1.0852704111111109,9,17.77472958888889
上海,2043,ssp119,p90,18.95,-1.0852704111111109,9,17.86472958888889
上海,2044,ssp119,p90,18.81,-1.0852704111111109,9,17.724729588888888
上海,2045,ssp119,p90,18.89,-1.0852704111111109,9,17.80472958888889
上海,2046,ssp119,p90,19.07,-1.0852704111111109,9,17.98472958888889
上海,2047,ssp119,p90,18.95,-1.0852704111111109,9,17.86472958888889
上海,2048,ssp119,p90,18.84,-1.0852704111111109,9,17.75472958888889
上海,2049,ssp119,p90,18.81,-1.0852704111111109,9,17.724729588888888
上海,2050,ssp119,p90,18.93,-1.0852704111111109,9,17.84472958888889
上海,2024,ssp126,median,17.94,-0.38304818888888864,9,17.556951811111112
上海,2025,ssp126,median,17.68,-0.38304818888888864,9,17.29695181111111
上海,2026,ssp126,median,17.74,-0.38304818888888864,9,17.35695181111111
上海,2027,ssp126,median,17.74,-0.38304818888888864,9,17.35695181111111
上海,2028,ssp126,median,17.84,-0.38304818888888864,9,17.45695181111111
上海,2029,ssp126,median,17.85,-0.38304818888888864,9,17.466951811111112
上海,2030,ssp126,median,17.91,-0.38304818888888864,9,17.52695181111111
上海,2031,ssp126,median,17.79,-0.38304818888888864,9,17.40695181111111
上海,2032,ssp126,median,18.17,-0.38304818888888864,9,17.786951811111113
上海,2033,ssp126,median,18.12,-0.38304818888888864,9,17.736951811111112
