Province,Year,scenario,statistic,省平均气温,additive_bias,overlap_n,省平均气温_aligned
内蒙古,2041,ssp126,median,6.23,-0.635927930888889,9,5.594072069111111
内蒙古,2042,ssp126,median,6.29,-0.635927930888889,9,5.654072069111111
内蒙古,2043,ssp126,median,6.35,-0.635927930888889,9,5.71407206911111
内蒙古,2044,ssp126,median,6.43,-0.635927930888889,9,5.7940720691111105
内蒙古,2045,ssp126,median,6.2,-0.635927930888889,9,5.564072069111111
内蒙古,2046,ssp126,median,6.53,-0.635927930888889,9,5.894072069111111
内蒙古,2047,ssp126,median,6.27,-0.635927930888889,9,5.63407206911111
内蒙古,2048,ssp126,median,6.58,-0.635927930888889,9,5.944072069111111
内蒙古,2049,ssp126,median,6.54,-0.635927930888889,9,5.904072069111111
内蒙古,2050,ssp126,median,6.27,-0.635927930888889,9,5.63407206911111
内蒙古,2024,ssp126,p10,4.63,0.43629429133333303,9,5.066294291333333
内蒙古,2025,ssp126,p10,4.77,0.43629429133333303,9,5.206294291333332
内蒙古,2026,ssp126,p10,4.75,0.43629429133333303,9,5.186294291333333
内蒙古,2027,ssp126,p10,4.86,0.43629429133333303,9,5.296294291333333
内蒙古,2028,ssp126,p10,4.66,0.43629429133333303,9,5.096294291333333
内蒙古,2029,ssp126,p10,4.58,0.43629429133333303,9,5.016294291333333
内蒙古,2030,ssp126,p10,4.54,0.43629429133333303,9,4.976294291333333
内蒙古,2031,ssp126,p10,4.6,0.43629429133333303,9,5.036294291333332
内蒙古,2032,ssp126,p10,4.71,0.43629429133333303,9,5.146294291333333
内蒙古,2033,ssp126,p10,4.71,0.43629429133333303,9,5.146294291333333
内蒙古,2034,ssp126,p10,4.68,0.43629429133333303,9,5.1162942913333325
内蒙古,2035,ssp126,p10,5.03,0.43629429133333303,9,5.466294291333333
内蒙古,2036,ssp126,p10,5.03,0.43629429133333303,9,5.466294291333333
内蒙古,2037,ssp126,p10,5.11,0.43629429133333303,9,5.546294291333333
内蒙古,2038,ssp126,p10,4.99,0.43629429133333303,9,5.426294291333333
内蒙古,2039,ssp126,p10,5.23,0.43629429133333303,9,5.666294291333333
内蒙古,2040,ssp126,p10,4.84,0.43629429133333303,9,5.276294291333333
内蒙古,2041,ssp126,p10,5.06,0.43629429133333303,9,5.496294291333332
内蒙古,2042,ssp126,p10,4.7,0.43629429133333303,9,5.136294291333333
内蒙古,2043,ssp126,p10,5.43,0.43629429133333303,9,5.8662942913333325
内蒙古,2044,ssp126,p10,5.28,0.43629429133333303,9,5.716294291333333
内蒙古,2045,ssp126,p10,5.29,0.43629429133333303,9,5.726294291333333
内蒙古,2046,ssp126,p10,4.8,0.43629429133333303,9,5.236294291333333
内蒙古,2047,ssp126,p10,5.2,0.43629429133333303,9,5.636294291333333
内蒙古,2048,ssp126,p10,5.09,0.43629429133333303,9,5.526294291333333
内蒙古,2049,ssp126,p10,5.68,0.43629429133333303,9,6.1162942913333325
内蒙古,2050,ssp126,p10,5.07,0.43629429133333303,9,5.506294291333333
内蒙古,2024,ssp126,p90,6.64,-1.5781501531111115,9,5.061849846888888
内蒙古,2025,ssp126,p90,6.68,-1.5781501531111115,9,5.101849846888888
内蒙古,2026,ssp126,p90,6.72,-1.5781501531111115,9,5.1418498468888885
内蒙古,2027,ssp126,p90,6.81,-1.5781501531111115,9,5.231849846888888
内蒙古,2028,ssp126,p90,6.62,-1.5781501531111115,9,5.041849846888889
内蒙古,2029,ssp126,p90,6.92,-1.5781501531111115,9,5.341849846888889
内蒙古,2030,ssp126,p90,6.96,-1.5781501531111115,9,5.381849846888889
内蒙古,2031,ssp126,p90,7.12,-1.5781501531111115,9,5.541849846888889
内蒙古,2032,ssp126,p90,7.09,-1.5781501531111115,9,5.511849846888889
内蒙古,2033,ssp126,p90,7.26,-1.5781501531111115,9,5.6818498468888885
内蒙古,2034,ssp126,p90,7.24,-1.5781501531111115,9,5.661849846888889
内蒙古,2035,ssp126,p90,7.54,-1.5781501531111115,9,5.961849846888889
内蒙古,2036,ssp126,p90,7.19,-1.5781501531111115,9,5.611849846888889
内蒙古,2037,ssp126,p90,7.01,-1.5781501531111115,9,5.4318498468888885
内蒙古,2038,ssp126,p90,7.19,-1.5781501531111115,9,5.611849846888889
内蒙古,2039,ssp126,p90,7.26,-1.5781501531111115,9,5.6818498468888885
内蒙古,2040,ssp126,p90,7.36,-1.5781501531111115,9,5.781849846888889
内蒙古,2041,ssp126,p90,7.46,-1.5781501531111115,9,5.881849846888889
内蒙古,2042,ssp126,p90,7.63,-1.5781501531111115,9,6.051849846888889
内蒙古,2043,ssp126,p90,7.58,-1.5781501531111115,9,6.001849846888889
内蒙古,2044,ssp126,p90,7.49,-1.5781501531111115,9,5.911849846888889
内蒙古,2045,ssp126,p90,7.78,-1.5781501531111115,9,6.201849846888889
内蒙古,2046,ssp126,p90,7.65,-1.5781501531111115,9,6.071849846888889
内蒙古,2047,ssp126,p90,7.65,-1.5781501531111115,9,6.071849846888889
内蒙古,2048,ssp126,p90,7.67,-1.5781501531111115,9,6.091849846888889
内蒙古,2049,ssp126,p90,7.57,-1.5781501531111115,9,5.991849846888889
内蒙古,2050,ssp126,p90,7.8,-1.5781501531111115,9,6.2218498468888885
内蒙古,2024,ssp245,median,5.55,-0.6159279308888892,9,4.93407206911111
内蒙古,2025,ssp245,median,5.64,-0.6159279308888892,9,5.02407206911111
内蒙古,2026,ssp245,median,5.65,-0.6159279308888892,9,5.034072069111112
内蒙古,2027,ssp245,median,5.86,-0.6159279308888892,9,5.244072069111111
内蒙古,2028,ssp245,median,5.85,-0.6159279308888892,9,5.234072069111111
内蒙古,2029,ssp245,median,5.96,-0.6159279308888892,9,5.34407206911111
内蒙古,2030,ssp245,median,5.86,-0.6159279308888892,9,5.244072069111111
内蒙古,2031,ssp245,median,5.96,-0.6159279308888892,9,5.34407206911111
内蒙古,2032,ssp245,median,6.04,-0.6159279308888892,9,5.42407206911111
内蒙古,2033,ssp245,median,6.25,-0.6159279308888892,9,5.634072069111111
内蒙古,2034,ssp245,median,6.1,-0.6159279308888892,9,5.484072069111111
内蒙古,2035,ssp245,median,6.06,-0.6159279308888892,9,5.44407206911111
内蒙古,2036,ssp245,median,6.09,-0.6159279308888892,9,5.474072069111111
内蒙古,2037,ssp245,median,6.38,-0.6159279308888892,9,5.76407206911111
内蒙古,2038,ssp245,median,6.23,-0.6159279308888892,9,5.614072069111112
内蒙古,2039,ssp245,median,6.28,-0.6159279308888892,9,5.664072069111111
内蒙古,2040,ssp245,median,6.46,-0.6159279308888892,9,5.84407206911111
内蒙古,2041,ssp245,median,6.22,-0.6159279308888892,9,5.60407206911111
内蒙古,2042,ssp245,median,6.2,-0.6159279308888892,9,5.5840720691111105
内蒙古,2043,ssp245,median,6.35,-0.6159279308888892,9,5.734072069111111
内蒙古,2044,ssp245,median,6.56,-0.6159279308888892,9,5.94407206911111
内蒙古,2045,ssp245,median,6.36,-0.6159279308888892,9,5.744072069111111
内蒙古,2046,ssp245,median,6.48,-0.6159279308888892,9,5.864072069111112
内蒙古,2047,ssp245,median,6.56,-0.6159279308888892,9,5.94407206911111
内蒙古,2048,ssp245,median,6.75,-0.6159279308888892,9,6.134072069111111
内蒙古,2049,ssp245,median,6.62,-0.6159279308888892,9,6.0040720691111105
内蒙古,2050,ssp245,median,6.87,-0.6159279308888892,9,6.2540720691111105
内蒙古,2024,ssp245,p10,4.6,0.3951831802222221,9,4.995183180222222
内蒙古,2025,ssp245,p10,4.72,0.3951831802222221,9,5.115183180222222
内蒙古,2026,ssp245,p10,4.63,0.3951831802222221,9,5.025183180222222
内蒙古,2027,ssp245,p10,4.88,0.3951831802222221,9,5.275183180222222
内蒙古,2028,ssp245,p10,4.45,0.3951831802222221,9,4.8451831802222225
内蒙古,2029,ssp245,p10,4.9,0.3951831802222221,9,5.295183180222223
内蒙古,2030,ssp245,p10,4.99,0.3951831802222221,9,5.3851831802222225
内蒙古,2031,ssp245,p10,4.79,0.3951831802222221,9,5.185183180222222
内蒙古,2032,ssp245,p10,4.79,0.3951831802222221,9,5.185183180222222
内蒙古,2033,ssp245,p10,5.09,0.3951831802222221,9,5.485183180222222
内蒙古,2034,ssp245,p10,4.88,0.3951831802222221,9,5.275183180222222
内蒙古,2035,ssp245,p10,4.95,0.3951831802222221,9,5.3451831802222225
内蒙古,2036,ssp245,p10,5.1,0.3951831802222221,9,5.495183180222222
内蒙古,2037,ssp245,p10,5.12,0.3951831802222221,9,5.515183180222222
内蒙古,2038,ssp245,p10,5.25,0.3951831802222221,9,5.645183180222222
内蒙古,2039,ssp245,p10,5.23,0.3951831802222221,9,5.625183180222223
内蒙古,2040,ssp245,p10,5.29,0.3951831802222221,9,5.685183180222222
内蒙古,2041,ssp245,p10,5.18,0.3951831802222221,9,5.575183180222222
内蒙古,2042,ssp245,p10,4.86,0.3951831802222221,9,5.255183180222223
内蒙古,2043,ssp245,p10,5.29,0.3951831802222221,9,5.685183180222222
内蒙古,2044,ssp245,p10,5.24,0.3951831802222221,9,5.6351831802222225
内蒙古,2045,ssp245,p10,5.38,0.3951831802222221,9,5.775183180222222
内蒙古,2046,ssp245,p10,5.38,0.3951831802222221,9,5.775183180222222
内蒙古,2047,ssp245,p10,5.48,0.3951831802222221,9,5.875183180222223
内蒙古,2048,ssp245,p10,5.48,0.3951831802222221,9,5.875183180222223
内蒙古,2049,ssp245,p10,5.27,0.3951831802222221,9,5.665183180222222
内蒙古,2050,ssp245,p10,5.46,0.3951831802222221,9,5.855183180222222
内蒙古,2024,ssp245,p90,6.61,-1.5281501531111112,9,5.081849846888889
内蒙古,2025,ssp245,p90,6.89,-1.5281501531111112,9,5.361849846888888
内蒙古,2026,ssp245,p90,6.94,-1.5281501531111112,9,5.411849846888889
内蒙古,2027,ssp245,p90,6.89,-1.5281501531111112,9,5.361849846888888
内蒙古,2028,ssp245,p90,7.11,-1.5281501531111112,9,5.581849846888889
内蒙古,2029,ssp245,p90,6.98,-1.5281501531111112,9,5.451849846888889
内蒙古,2030,ssp245,p90,6.86,-1.5281501531111112,9,5.331849846888889
内蒙古,2031,ssp245,p90,6.96,-1.5281501531111112,9,5.4318498468888885
内蒙古,2032,ssp245,p90,6.84,-1.5281501531111112,9,5.311849846888888
内蒙古,2033,ssp245,p90,7.03,-1.5281501531111112,9,5.501849846888889
内蒙古,2034,ssp245,p90,7.12,-1.5281501531111112,9,5.591849846888889
内蒙古,2035,ssp245,p90,7.11,-1.5281501531111112,9,5.581849846888889
内蒙古,2036,ssp245,p90,7.2,-1.5281501531111112,9,5.671849846888889
内蒙古,2037,ssp245,p90,7.38,-1.5281501531111112,9,5.851849846888888
内蒙古,2038,ssp245,p90,7.32,-1.5281501531111112,9,5.791849846888889
内蒙古,2039,ssp245,p90,7.6,-1.5281501531111112,9,6.071849846888888
内蒙古,2040,ssp245,p90,7.53,-1.5281501531111112,9,6.001849846888889
内蒙古,2041,ssp245,p90,7.53,-1.5281501531111112,9,6.001849846888889
内蒙古,2042,ssp245,p90,7.6,-1.5281501531111112,9,6.071849846888888
内蒙古,2043,ssp245,p90,7.74,-1.5281501531111112,9,6.211849846888889
内蒙古,2044,ssp245,p90,7.44,-1.5281501531111112,9,5.911849846888889
内蒙古,2045,ssp245,p90,7.59,-1.5281501531111112,9,6.061849846888888
内蒙古,2046,ssp245,p90,7.62,-1.5281501531111112,9,6.091849846888889
内蒙古,2047,ssp245,p90,7.53,-1.5281501531111112,9,6.001849846888889
内蒙古,2048,ssp245,p90,7.85,-1.5281501531111112,9,6.321849846888888
内蒙古,2049,ssp245,p90,7.94,-1.5281501531111112,9,6.411849846888889
内蒙古,2050,ssp245,p90,8.09,-1.5281501531111112,9,6.561849846888888
内蒙古,2024,ssp370,median,5.38,-0.5014834864444446,9,4.878516513555555
内蒙古,2025,ssp370,median,5.4,-0.5014834864444446,9,4.898516513555556
内蒙古,2026,ssp370,median,5.38,-0.5014834864444446,9,4.878516513555555
内蒙古,2027,ssp370,median,5.64,-0.5014834864444446,9,5.138516513555555
内蒙古,2028,ssp370,median,5.54,-0.5014834864444446,9,5.038516513555555
内蒙古,2029,ssp370,median,5.61,-0.5014834864444446,9,5.108516513555555
内蒙古,2030,ssp370,median,5.79,-0.5014834864444446,9,5.288516513555555
内蒙古,2031,ssp370,median,5.91,-0.5014834864444446,9,5.408516513555556
内蒙古,2032,ssp370,median,5.71,-0.5014834864444446,9,5.208516513555555
内蒙古,2033,ssp370,median,5.91,-0.5014834864444446,9,5.408516513555556
内蒙古,2034,ssp370,median,5.91,-0.5014834864444446,9,5.408516513555556
内蒙古,2035,ssp370,median,5.91,-0.5014834864444446,9,5.408516513555556
内蒙古,2036,ssp370,median,5.92,-0.5014834864444446,9,5.418516513555556
内蒙古,2037,ssp370,median,6.13,-0.5014834864444446,9,5.628516513555555
内蒙古,2038,ssp370,median,6.19,-0.5014834864444446,9,5.688516513555555
内蒙古,2039,ssp370,median,6.06,-0.5014834864444446,9,5.5585165135555545
内蒙古,2040,ssp370,median,6.09,-0.5014834864444446,9,5.588516513555556
内蒙古,2041,ssp370,median,6.19,-0.5014834864444446,9,5.688516513555555
内蒙古,2042,ssp370,median,6.53,-0.5014834864444446,9,6.028516513555555
内蒙古,2043,ssp370,median,6.54,-0.5014834864444446,9,6.038516513555555
内蒙古,2044,ssp370,median,6.44,-0.5014834864444446,9,5.938516513555555
内蒙古,2045,ssp370,median,6.48,-0.5014834864444446,9,5.978516513555556
内蒙古,2046,ssp370,median,6.33,-0.5014834864444446,9,5.828516513555556
内蒙古,2047,ssp370,median,6.39,-0.5014834864444446,9,5.888516513555555
内蒙古,2048,ssp370,median,6.64,-0.5014834864444446,9,6.138516513555555
内蒙古,2049,ssp370,median,6.96,-0.5014834864444446,9,6.458516513555555
内蒙古,2050,ssp370,median,6.8,-0.5014834864444446,9,6.298516513555555
内蒙古,2024,ssp370,p10,4.55,0.6751831802222221,9,5.225183180222222
内蒙古,2025,ssp370,p10,4.18,0.6751831802222221,9,4.855183180222221
内蒙古,2026,ssp370,p10,4.24,0.6751831802222221,9,4.915183180222222
内蒙古,2027,ssp370,p10,4.26,0.6751831802222221,9,4.9351831802222215
内蒙古,2028,ssp370,p10,4.11,0.6751831802222221,9,4.785183180222223
内蒙古,2029,ssp370,p10,4.82,0.6751831802222221,9,5.495183180222222
内蒙古,2030,ssp370,p10,4.32,0.6751831802222221,9,4.995183180222222
内蒙古,2031,ssp370,p10,4.84,0.6751831802222221,9,5.5151831802222215
内蒙古,2032,ssp370,p10,4.64,0.6751831802222221,9,5.315183180222222
内蒙古,2033,ssp370,p10,4.7,0.6751831802222221,9,5.375183180222223
内蒙古,2034,ssp370,p10,4.69,0.6751831802222221,9,5.365183180222223
内蒙古,2035,ssp370,p10,4.6,0.6751831802222221,9,5.275183180222221
内蒙古,2036,ssp370,p10,4.45,0.6751831802222221,9,5.125183180222223
内蒙古,2037,ssp370,p10,5.14,0.6751831802222221,9,5.815183180222222
内蒙古,2038,ssp370,p10,5.05,0.6751831802222221,9,5.725183180222222
内蒙古,2039,ssp370,p10,4.75,0.6751831802222221,9,5.425183180222222
内蒙古,2040,ssp370,p10,4.95,0.6751831802222221,9,5.625183180222223
内蒙古,2041,ssp370,p10,5.16,0.6751831802222221,9,5.835183180222222
内蒙古,2042,ssp370,p10,5.21,0.6751831802222221,9,5.8851831802222225
内蒙古,2043,ssp370,p10,5.32,0.6751831802222221,9,5.995183180222222
内蒙古,2044,ssp370,p10,5.16,0.6751831802222221,9,5.835183180222222
内蒙古,2045,ssp370,p10,5.18,0.6751831802222221,9,5.855183180222221
内蒙古,2046,ssp370,p10,5.23,0.6751831802222221,9,5.905183180222222
内蒙古,2047,ssp370,p10,5.23,0.6751831802222221,9,5.905183180222222
内蒙古,2048,ssp370,p10,5.27,0.6751831802222221,9,5.945183180222221
内蒙古,2049,ssp370,p10,5.84,0.6751831802222221,9,6.5151831802222215
内蒙古,2050,ssp370,p10,5.58,0.6751831802222221,9,6.255183180222222
内蒙古,2024,ssp370,p90,6.63,-1.5292612642222225,9,5.100738735777777
内蒙古,2025,ssp370,p90,6.71,-1.5292612642222225,9,5.180738735777777
内蒙古,2026,ssp370,p90,6.49,-1.5292612642222225,9,4.9607387357777775
内蒙古,2027,ssp370,p90,6.93,-1.5292612642222225,9,5.400738735777777
内蒙古,2028,ssp370,p90,7.21,-1.5292612642222225,9,5.680738735777777
内蒙古,2029,ssp370,p90,6.93,-1.5292612642222225,9,5.400738735777777
内蒙古,2030,ssp370,p90,6.92,-1.5292612642222225,9,5.390738735777777
内蒙古,2031,ssp370,p90,7.3,-1.5292612642222225,9,5.770738735777777
内蒙古,2032,ssp370,p90,6.97,-1.5292612642222225,9,5.440738735777777
内蒙古,2033,ssp370,p90,7.03,-1.5292612642222225,9,5.5007387357777775
内蒙古,2034,ssp370,p90,6.98,-1.5292612642222225,9,5.450738735777778
内蒙古,2035,ssp370,p90,7.15,-1.5292612642222225,9,5.620738735777778
内蒙古,2036,ssp370,p90,7.61,-1.5292612642222225,9,6.080738735777778
内蒙古,2037,ssp370,p90,7.47,-1.5292612642222225,9,5.940738735777777
内蒙古,2038,ssp370,p90,7.45,-1.5292612642222225,9,5.920738735777777
内蒙古,2039,ssp370,p90,7.44,-1.5292612642222225,9,5.910738735777778
内蒙古,2040,ssp370,p90,7.6,-1.5292612642222225,9,6.070738735777777
内蒙古,2041,ssp370,p90,7.58,-1.5292612642222225,9,6.050738735777777
内蒙古,2042,ssp370,p90,7.45,-1.5292612642222225,9,5.920738735777777
内蒙古,2043,ssp370,p90,7.86,-1.5292612642222225,9,6.330738735777778
内蒙古,2044,ssp370,p90,7.74,-1.5292612642222225,9,6.2107387357777775
内蒙古,2045,ssp370,p90,7.8,-1.5292612642222225,9,6.270738735777777
内蒙古,2046,ssp370,p90,7.98,-1.5292612642222225,9,6.450738735777778
内蒙古,2047,ssp370,p90,7.9,-1.5292612642222225,9,6.370738735777778
内蒙古,2048,ssp370,p90,7.95,-1.5292612642222225,9,6.420738735777777
内蒙古,2049,ssp370,p90,7.97,-1.5292612642222225,9,6.440738735777777
内蒙古,2050,ssp370,p90,8.23,-1.5292612642222225,9,6.700738735777778
内蒙古,2024,ssp585,median,5.8,-0.7959279308888891,9,5.0040720691111105
内蒙古,2025,ssp585,median,5.9,-0.7959279308888891,9,5.104072069111111
内蒙古,2026,ssp585,median,5.86,-0.7959279308888891,9,5.064072069111111
内蒙古,2027,ssp585,median,5.91,-0.7959279308888891,9,5.114072069111111
内蒙古,2028,ssp585,median,6.01,-0.7959279308888891,9,5.21407206911111
内蒙古,2029,ssp585,median,5.97,-0.7959279308888891,9,5.17407206911111
内蒙古,2030,ssp585,median,6.14,-0.7959279308888891,9,5.34407206911111
内蒙古,2031,ssp585,median,6.1,-0.7959279308888891,9,5.30407206911111
内蒙古,2032,ssp585,median,6.17,-0.7959279308888891,9,5.374072069111111
内蒙古,2033,ssp585,median,6.36,-0.7959279308888891,9,5.564072069111111
内蒙古,2034,ssp585,median,6.37,-0.7959279308888891,9,5.574072069111111
内蒙古,2035,ssp585,median,6.42,-0.7959279308888891,9,5.624072069111111
内蒙古,2036,ssp585,median,6.38,-0.7959279308888891,9,5.5840720691111105
内蒙古,2037,ssp585,median,6.67,-0.7959279308888891,9,5.874072069111111
内蒙古,2038,ssp585,median,6.67,-0.7959279308888891,9,5.874072069111111
内蒙古,2039,ssp585,median,6.49,-0.7959279308888891,9,5.694072069111111
内蒙古,2040,ssp585,median,6.6,-0.7959279308888891,9,5.80407206911111
内蒙古,2041,ssp585,median,6.7,-0.7959279308888891,9,5.904072069111111
内蒙古,2042,ssp585,median,6.8,-0.7959279308888891,9,6.0040720691111105
内蒙古,2043,ssp585,median,7.03,-0.7959279308888891,9,6.234072069111111
内蒙古,2044,ssp585,median,7.0,-0.7959279308888891,9,6.204072069111111
内蒙古,2045,ssp585,median,7.1,-0.7959279308888891,9,6.30407206911111
内蒙古,2046,ssp585,median,6.96,-0.7959279308888891,9,6.164072069111111
内蒙古,2047,ssp585,median,6.96,-0.7959279308888891,9,6.164072069111111
内蒙古,2048,ssp585,median,7.27,-0.7959279308888891,9,6.47407206911111
内蒙古,2049,ssp585,median,7.34,-0.7959279308888891,9,6.5440720691111105
内蒙古,2050,ssp585,median,7.34,-0.7959279308888891,9,6.5440720691111105
内蒙古,2024,ssp585,p10,4.57,0.4929609579999998,9,5.062960958
内蒙古,2025,ssp585,p10,4.77,0.4929609579999998,9,5.262960957999999
内蒙古,2026,ssp585,p10,4.71,0.4929609579999998,9,5.202960957999999
内蒙古,2027,ssp585,p10,4.69,0.4929609579999998,9,5.182960958
内蒙古,2028,ssp585,p10,4.99,0.4929609579999998,9,5.482960958
内蒙古,2029,ssp585,p10,4.64,0.4929609579999998,9,5.132960957999999
内蒙古,2030,ssp585,p10,4.96,0.4929609579999998,9,5.452960957999999
内蒙古,2031,ssp585,p10,4.86,0.4929609579999998,9,5.352960958
内蒙古,2032,ssp585,p10,4.74,0.4929609579999998,9,5.232960958
内蒙古,2033,ssp585,p10,5.07,0.4929609579999998,9,5.562960958
内蒙古,2034,ssp585,p10,5.42,0.4929609579999998,9,5.912960957999999
内蒙古,2035,ssp585,p10,5.05,0.4929609579999998,9,5.542960957999999
内蒙古,2036,ssp585,p10,5.29,0.4929609579999998,9,5.782960957999999
内蒙古,2037,ssp585,p10,5.23,0.4929609579999998,9,5.722960958
内蒙古,2038,ssp585,p10,5.54,0.4929609579999998,9,6.032960957999999
内蒙古,2039,ssp585,p10,5.22,0.4929609579999998,9,5.712960957999999
内蒙古,2040,ssp585,p10,4.95,0.4929609579999998,9,5.442960958
内蒙古,2041,ssp585,p10,5.42,0.4929609579999998,9,5.912960957999999
内蒙古,2042,ssp585,p10,5.49,0.4929609579999998,9,5.982960958
内蒙古,2043,ssp585,p10,5.68,0.4929609579999998,9,6.172960957999999
内蒙古,2044,ssp585,p10,5.87,0.4929609579999998,9,6.3629609579999995
内蒙古,2045,ssp585,p10,5.68,0.4929609579999998,9,6.172960957999999
内蒙古,2046,ssp585,p10,5.67,0.4929609579999998,9,6.162960957999999
内蒙古,2047,ssp585,p10,5.65,0.4929609579999998,9,6.142960958
内蒙古,2048,ssp585,p10,5.63,0.4929609579999998,9,6.122960957999999
内蒙古,2049,ssp585,p10,5.96,0.4929609579999998,9,6.452960957999999
内蒙古,2050,ssp585,p10,6.06,0.4929609579999998,9,6.552960957999999
内蒙古,2024,ssp585,p90,6.83,-1.7092612642222225,9,5.120738735777778
内蒙古,2025,ssp585,p90,6.75,-1.7092612642222225,9,5.0407387357777775
内蒙古,2026,ssp585,p90,6.97,-1.7092612642222225,9,5.260738735777777
内蒙古,2027,ssp585,p90,6.97,-1.7092612642222225,9,5.260738735777777
内蒙古,2028,ssp585,p90,6.8,-1.7092612642222225,9,5.090738735777777
内蒙古,2029,ssp585,p90,6.97,-1.7092612642222225,9,5.260738735777777
内蒙古,2030,ssp585,p90,7.29,-1.7092612642222225,9,5.580738735777778
内蒙古,2031,ssp585,p90,7.14,-1.7092612642222225,9,5.430738735777777
内蒙古,2032,ssp585,p90,7.35,-1.7092612642222225,9,5.640738735777777
内蒙古,2033,ssp585,p90,7.27,-1.7092612642222225,9,5.560738735777777
内蒙古,2034,ssp585,p90,7.22,-1.7092612642222225,9,5.510738735777777
内蒙古,2035,ssp585,p90,7.73,-1.7092612642222225,9,6.020738735777778
内蒙古,2036,ssp585,p90,7.34,-1.7092612642222225,9,5.630738735777777
内蒙古,2037,ssp585,p90,7.8,-1.7092612642222225,9,6.090738735777777
内蒙古,2038,ssp585,p90,8.14,-1.7092612642222225,9,6.430738735777778
内蒙古,2039,ssp585,p90,7.74,-1.7092612642222225,9,6.030738735777778
内蒙古,2040,ssp585,p90,7.94,-1.7092612642222225,9,6.230738735777778
内蒙古,2041,ssp585,p90,8.02,-1.7092612642222225,9,6.310738735777777
内蒙古,2042,ssp585,p90,8.14,-1.7092612642222225,9,6.430738735777778
内蒙古,2043,ssp585,p90,8.24,-1.7092612642222225,9,6.530738735777778
内蒙古,2044,ssp585,p90,8.1,-1.7092612642222225,9,6.390738735777777
内蒙古,2045,ssp585,p90,8.25,-1.7092612642222225,9,6.5407387357777775
内蒙古,2046,ssp585,p90,8.71,-1.7092612642222225,9,7.000738735777778
内蒙古,2047,ssp585,p90,8.79,-1.7092612642222225,9,7.080738735777777
内蒙古,2048,ssp585,p90,8.58,-1.7092612642222225,9,6.870738735777778
内蒙古,2049,ssp585,p90,8.66,-1.7092612642222225,9,6.950738735777778
内蒙古,2050,ssp585,p90,8.95,-1.7092612642222225,9,7.240738735777777
北京,2024,ssp119,median,11.53,0.31255029333333323,9,11.842550293333332
北京,2025,ssp119,median,11.67,0.31255029333333323,9,11.982550293333333
北京,2026,ssp119,median,11.57,0.31255029333333323,9,11.882550293333333
北京,2027,ssp119,median,11.73,0.31255029333333323,9,12.042550293333333
北京,2028,ssp119,median,11.69,0.31255029333333323,9,12.002550293333332
北京,2029,ssp119,median,11.67,0.31255029333333323,9,11.982550293333333
北京,2030,ssp119,median,11.76,0.31255029333333323,9,12.072550293333332
北京,2031,ssp119,median,11.9,0.31255029333333323,9,12.212550293333333
北京,2032,ssp119,median,11.85,0.31255029333333323,9,12.162550293333332
北京,2033,ssp119,median,11.92,0.31255029333333323,9,12.232550293333333
北京,2034,ssp119,median,11.91,0.31255029333333323,9,12.222550293333333
北京,2035,ssp119,median,11.94,0.31255029333333323,9,12.252550293333332
北京,2036,ssp119,median,11.98,0.31255029333333323,9,12.292550293333333
北京,2037,ssp119,median,12.07,0.31255029333333323,9,12.382550293333333
北京,2038,ssp119,median,12.12,0.31255029333333323,9,12.432550293333332
北京,2039,ssp119,median,12.01,0.31255029333333323,9,12.322550293333332
北京,2040,ssp119,median,12.04,0.31255029333333323,9,12.352550293333332
北京,2041,ssp119,median,12.06,0.31255029333333323,9,12.372550293333333
北京,2042,ssp119,median,12.15,0.31255029333333323,9,12.462550293333333
北京,2043,ssp119,median,12.16,0.31255029333333323,9,12.472550293333333
北京,2044,ssp119,median,12.17,0.31255029333333323,9,12.482550293333333
北京,2045,ssp119,median,12.04,0.31255029333333323,9,12.352550293333332
北京,2046,ssp119,median,12.12,0.31255029333333323,9,12.432550293333332
北京,2047,ssp119,median,12.04,0.31255029333333323,9,12.352550293333332
北京,2048,ssp119,median,12.15,0.31255029333333323,9,12.462550293333333
北京,2049,ssp119,median,12.16,0.31255029333333323,9,12.472550293333333
北京,2050,ssp119,median,12.11,0.31255029333333323,9,12.422550293333332
北京,2024,ssp119,p10,10.74,1.2847725155555554,9,12.024772515555556
北京,2025,ssp119,p10,10.65,1.2847725155555554,9,11.934772515555556
北京,2026,ssp119,p10,10.72,1.2847725155555554,9,12.004772515555556
北京,2027,ssp119,p10,10.7,1.2847725155555554,9,11.984772515555555
北京,2028,ssp119,p10,10.85,1.2847725155555554,9,12.134772515555555
北京,2029,ssp119,p10,10.87,1.2847725155555554,9,12.154772515555555
北京,2030,ssp119,p10,10.86,1.2847725155555554,9,12.144772515555555
北京,2031,ssp119,p10,11.07,1.2847725155555554,9,12.354772515555556
北京,2032,ssp119,p10,10.94,1.2847725155555554,9,12.224772515555555
北京,2033,ssp119,p10,11.03,1.2847725155555554,9,12.314772515555555
北京,2034,ssp119,p10,11.08,1.2847725155555554,9,12.364772515555556
北京,2035,ssp119,p10,11.01,1.2847725155555554,9,12.294772515555556
北京,2036,ssp119,p10,11.06,1.2847725155555554,9,12.344772515555556
北京,2037,ssp119,p10,11.23,1.2847725155555554,9,12.514772515555556
北京,2038,ssp119,p10,11.22,1.2847725155555554,9,12.504772515555556
北京,2039,ssp119,p10,11.09,1.2847725155555554,9,12.374772515555556
