baseline_mode,baseline_mode_label,role_id,role_label,model_id,scheme_id,fe_label,scenario_id,scenario_label,scenario_family,statistic,Year,province_n,baseline_pred_mean,scenario_adjustment_mean,scenario_pred_mean,delta_vs_baseline_mean,rx1day_baseline_mean,rx1day_scenario_mean,rx1day_delta_mean,temperature_baseline_mean,temperature_scenario_mean,temperature_delta_mean,amc_baseline_mean,amc_scenario_mean,amc_delta_mean,baseline_pred_mean_at_end,delta_vs_baseline_at_end,delta_vs_last_observed
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,p10,2050,31,27.210010924599764,-0.4566394679045125,26.753371456695255,-0.4566394679045125,36.69237244232996,42.736590565996416,6.044218123666453,1.675473010707608,1.0840860215053767,-0.5913869892022314,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.4566394679045125,-4.703948642560324
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,p90,2050,31,27.210010924599764,-0.16195386228534225,27.048057062314427,-0.1619538622853421,36.69237244232996,39.41164432943727,2.7192718871073116,1.675473010707608,1.447387096774194,-0.22808591393341415,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.1619538622853421,-4.409263036941152
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp126,SSP1-2.6（climate）,climate_ssp,median,2050,31,27.210010924599764,0.025495960154657653,27.235506884754425,0.02549596015465784,36.69237244232996,43.861500960261644,7.169128517931687,1.675473010707608,1.469290322580645,-0.20618268812696303,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.02549596015465784,-4.221813214501154
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp126,SSP1-2.6（climate）,climate_ssp,p10,2050,31,27.210010924599764,-0.23625280277272223,26.973758121827043,-0.236252802772722,36.69237244232996,43.61601708929391,6.923644646963944,1.675473010707608,1.24852688172043,-0.42694612898717793,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.236252802772722,-4.483561977428536
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp126,SSP1-2.6（climate）,climate_ssp,p90,2050,31,27.210010924599764,0.6694866169219177,27.879497541521683,0.6694866169219177,36.69237244232996,43.614189132304666,6.921816689974696,1.675473010707608,2.0395698924731183,0.36409688176551,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.6694866169219177,-3.577822557733896
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp245,SSP2-4.5（climate）,climate_ssp,median,2050,31,27.210010924599764,0.4686184532844239,27.67862937788419,0.46861845328442364,36.69237244232996,45.50791673087097,8.815544288541005,1.675473010707608,1.8038064516129029,0.12833344090529494,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.46861845328442364,-3.7786907213713903
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp245,SSP2-4.5（climate）,climate_ssp,p10,2050,31,27.210010924599764,-0.021788624136450514,27.188222300463316,-0.021788624136450514,36.69237244232996,44.01931458033333,7.326942138003371,1.675473010707608,1.422967741935484,-0.2525052687721242,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.021788624136450514,-4.269097798792263
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp245,SSP2-4.5（climate）,climate_ssp,p90,2050,31,27.210010924599764,0.9030994475857493,28.113110372185517,0.9030994475857494,36.69237244232996,47.01232533302151,10.319952890691543,1.675473010707608,2.1353010752688175,0.4598280645612095,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.9030994475857494,-3.344209727070062
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,median,2050,31,27.210010924599764,0.2284568393447644,27.438467763944534,0.22845683934476455,36.69237244232996,44.22522855882796,7.532856116497994,1.675473010707608,1.6349462365591398,-0.040526774148468225,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.22845683934476455,-4.0188523353110455
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,p10,2050,31,27.210010924599764,-0.013871858546785553,27.196139066052982,-0.013871858546785631,36.69237244232996,43.06874110363083,6.3763686613008606,1.675473010707608,1.460172043010753,-0.21530096769685506,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.013871858546785631,-4.261181033202597
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp370,SSP3-7.0（climate）,climate_ssp,p90,2050,31,27.210010924599764,1.1576846218700287,28.367695546469797,1.1576846218700283,36.69237244232996,44.90558698176703,8.213214539437063,1.675473010707608,2.4247634408602154,0.7492904301526072,28.608726030918174,28.608726030918174,0.0,27.210010924599764,1.1576846218700283,-3.089624552785782
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,median,2050,31,27.210010924599764,1.0406608356489082,28.250671760248675,1.040660835648908,36.69237244232996,46.16243285990323,9.470060417573261,1.675473010707608,2.282516129032258,0.60704311832465,28.608726030918174,28.608726030918174,0.0,27.210010924599764,1.040660835648908,-3.206648339006904
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,p10,2050,31,27.210010924599764,0.5868931994705733,27.79690412407034,0.5868931994705733,36.69237244232996,44.287379096462374,7.595006654132403,1.675473010707608,1.9459892473118277,0.27051623660421964,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.5868931994705733,-3.660415975185238
lancet_ets,Lancet-like ETS baseline,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,Province: No / Year: Yes,ssp585,SSP5-8.5（climate）,climate_ssp,p90,2050,31,27.210010924599764,1.758050109873641,28.968061034473408,1.7580501098736412,36.69237244232996,47.73028232226881,11.037909879938855,1.675473010707608,2.85905376344086,1.1835807527332523,28.608726030918174,28.608726030918174,0.0,27.210010924599764,1.7580501098736412,-2.4892590647821713
lancet_ets,Lancet-like ETS baseline,robust_systematic_2,稳健性模型 3,SYS_09557 | Province: No / Year: Yes,SYS_09557,Province: No / Year: Yes,amc_reduce_50,AMC reduces 50% by 2050,amc_intervention,median,2050,31,27.210010924599764,-1.4769181201382393,25.733092804461528,-1.4769181201382393,36.69237244232996,36.69237244232996,0.0,1.675473010707608,1.675473010707608,0.0,28.608726030918174,14.304363015459087,-14.304363015459087,27.210010924599764,-1.4769181201382393,-5.724227294794051
lancet_ets,Lancet-like ETS baseline,robust_systematic_2,稳健性模型 3,SYS_09557 | Province: No / Year: Yes,SYS_09557,Province: No / Year: Yes,baseline_ets,Baseline (ETS),baseline,baseline,2050,31,27.210010924599764,0.0,27.210010924599764,0.0,36.69237244232996,36.69237244232996,0.0,1.675473010707608,1.675473010707608,0.0,28.608726030918174,28.608726030918174,0.0,27.210010924599764,0.0,-4.247309174655815
lancet_ets,Lancet-like ETS baseline,robust_systematic_2,稳健性模型 3,SYS_09557 | Province: No / Year: Yes,SYS_09557,Province: No / Year: Yes,ssp119,SSP1-1.9（climate）,climate_ssp,median,2050,31,27.210010924599764,-0.6728447757608709,26.537166148838896,-0.6728447757608709,36.69237244232996,41.821285906498204,5.128913464168243,1.675473010707608,1.1500645161290322,-0.5254084945785761,28.608726030918174,28.608726030918174,0.0,27.210010924599764,-0.6728447757608709,-4.920153950416683
