Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,baseline_mode,baseline_mode_label
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,25.323679693872077,0.02152816345891649,25.345207857330994,0.021528163458917504,3.9681688680408773,4.687221537111112,0.7190526690702348,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,24.48060382742358,-0.10069659416710226,24.37990723325648,-0.10069659416710053,65.94019129570692,62.576868876666666,-3.3633224190402586,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,29.672263369649695,-0.115739363974987,29.556524005674707,-0.11573936397498841,52.036710167827735,48.17095084555555,-3.865759322272183,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,28.61718234329627,-1.0818848035040716,27.5352975397922,-1.081884803504071,82.19397863597658,46.05842266666667,-36.135555969309905,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,20.759177746012945,-2.513928793244392,18.245248952768552,-2.513928793244393,130.78396645835275,46.81734236222222,-83.96662409613053,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,20.42076457436648,2.262302002576397,22.683066576942878,2.262302002576398,-14.404012986043568,61.15813593111111,75.56214891715467,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,27.212778743264707,0.6088714062346341,27.82165014949934,0.6088714062346341,67.50588193236415,87.84252656111111,20.336644628746967,lancet_ets,Lancet-like ETS baseline
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,29.80911874474936,0.25020458787439515,30.059323332623755,0.25020458787439637,37.339883522154366,45.69685633444445,8.356972812290081,lancet_ets,Lancet-like ETS baseline
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,30.382399624793386,0.23727312311128299,30.61967274790467,0.237273123111283,32.73558223131605,40.66063690666667,7.925054675350616,lancet_ets,Lancet-like ETS baseline
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,28.760179756855663,0.09822338492170099,28.858403141777366,0.09822338492170246,8.398881438664631,11.679597289222226,3.280715850557595,lancet_ets,Lancet-like ETS baseline
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,21.884734623855326,0.6322415374070885,22.516976161262416,0.63224153740709,36.12441289967077,57.24163294666666,21.11722004699589,lancet_ets,Lancet-like ETS baseline
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,28.19774283428031,0.47818346841347614,28.675926302693785,0.4781834684134765,-0.5629474846893467,15.408647116222223,15.971594600911569,lancet_ets,Lancet-like ETS baseline
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,19.382641036551693,0.1690190391789535,19.551660075730645,0.1690190391789521,34.739959623708856,40.38528982000001,5.645330196291155,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,18.81700783666134,0.03281369720637739,18.84982153386772,0.032813697206378833,62.220191963655544,63.31618775555556,1.095995791900016,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,29.712679948108168,0.11377077989703555,29.826450728005202,0.11377077989703466,43.86207973077786,47.66208724666667,3.800007515888815,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,31.853071955908835,0.051922615775091906,31.904994571683925,0.05192261577509072,31.38664933461126,33.12089366666666,1.7342443320554004,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,25.122361507963134,0.10739724996861595,25.22975875793175,0.1073972499686171,5.951731028433,9.538859089222221,3.5871280607892215,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp370,SSP3-7.0（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP3-7.0 的省级年度序列，其余协变量保留基线延续路径。,p90,28.704012042104328,0.02255158498211298,28.726563627086442,0.022551584982114292,26.89610696780329,27.64934248666667,0.7532355188633773,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.629659469950855,-0.46112089686807084,28.168538573082785,-0.4611208968680707,115.39469490289476,99.99299970999999,-15.401695192894763,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.920048155908628,0.2685819695339825,30.18863012544261,0.26858196953398306,20.84046911840916,29.811256729999997,8.970787611590836,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.979943203443046,-0.008623123377429449,29.971320080065617,-0.00862312337742921,12.931681364238123,12.643664232999997,-0.2880171312381261,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,35.76044341101053,-0.12750654052383487,35.632936870486695,-0.12750654052383226,85.51864526557621,81.25985568222222,-4.2587895833539875,lancet_ets,Lancet-like ETS baseline
吉林,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,30.383208273313116,-0.10260140704527407,30.280606866267842,-0.10260140704527387,43.92574370177605,40.498799469999994,-3.426944231776055,lancet_ets,Lancet-like ETS baseline
四川,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.173766644685863,0.23350092718351415,29.407267571869376,0.23350092718351334,15.418393935188469,23.21745516222222,7.79906122703375,lancet_ets,Lancet-like ETS baseline
天津,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.855126377909986,1.6625914955335972,30.517717873443583,1.6625914955335972,23.534591889264505,79.0660753211111,55.531483431846596,lancet_ets,Lancet-like ETS baseline
宁夏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,25.51294639342082,0.2569676465562845,25.769914039977103,0.25696764655628357,16.651113558278134,25.233976303333336,8.582862745055202,lancet_ets,Lancet-like ETS baseline
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,19.923774906098103,1.6569715150051905,21.580746421103292,1.6569715150051891,0.39409082847862464,55.73786377555556,55.343772947076936,lancet_ets,Lancet-like ETS baseline
山东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,26.049221862130043,-0.23435003923144532,25.8148718228986,-0.23435003923144393,66.69212283533625,58.864700792222216,-7.827422043114034,lancet_ets,Lancet-like ETS baseline
山西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.552800061741905,0.12364812421373023,29.676448185955635,0.12364812421373017,31.23025230049783,35.36016862666667,4.129916326168839,lancet_ets,Lancet-like ETS baseline
广东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,30.227363841687712,2.193914499428158,32.42127834111587,2.1939144994281605,-8.631537342966666,64.64643081888889,73.27796816185555,lancet_ets,Lancet-like ETS baseline
广西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,30.42963585157488,1.3439670531529382,31.773602904727817,1.3439670531529373,6.445867726925684,51.33511703777778,44.889249310852094,lancet_ets,Lancet-like ETS baseline
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,25.323679693872077,-0.0005273563894996687,25.323152337482576,-0.0005273563895009659,3.9681688680408773,3.950554870444444,-0.01761399759643334,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,24.48060382742358,0.061409813406550356,24.542013640830127,0.06140981340654861,65.94019129570692,67.99131332111111,2.051122025404183,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.672263369649695,0.08824924493977582,29.76051261458947,0.08824924493977448,52.036710167827735,54.98428417888889,2.947574011061157,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.61718234329627,-1.09129915058869,27.52588319270758,-1.0912991505886893,82.19397863597658,45.74397822222222,-36.45000041375436,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,20.759177746012945,-2.497262404942647,18.2619153410703,-2.4972624049426457,130.78396645835275,47.37400902888889,-83.40995742946386,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,20.42076457436648,2.293771869509431,22.71453644387591,2.293771869509431,-14.404012986043568,62.20924704222222,76.61326002826578,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,27.212778743264707,1.30440203819645,28.517180781461157,1.30440203819645,67.50588193236415,111.07363767222222,43.56775573985807,lancet_ets,Lancet-like ETS baseline
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.80911874474936,0.32675021558360395,30.135868960332964,0.32675021558360484,37.339883522154366,48.25352300111111,10.913639478956746,lancet_ets,Lancet-like ETS baseline
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,30.382399624793386,0.25902924676266176,30.641428871556048,0.2590292467626618,32.73558223131605,41.387303573333334,8.651721342017282,lancet_ets,Lancet-like ETS baseline
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.760179756855663,0.06808416775327697,28.82826392460894,0.06808416775327686,8.398881438664631,10.672930622555553,2.274049183890922,lancet_ets,Lancet-like ETS baseline
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,21.884734623855326,0.6603515136844818,22.54508613753981,0.660351513684482,36.12441289967077,58.18052183555555,22.05610893588478,lancet_ets,Lancet-like ETS baseline
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.19774283428031,0.3003421273733065,28.498084961653614,0.30034212737330535,-0.5629474846893467,9.468647116222224,10.031594600911571,lancet_ets,Lancet-like ETS baseline
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,19.382641036551693,0.15108853360082927,19.533729570152524,0.15108853360083074,34.739959623708856,39.78640093111112,5.046441307402262,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,18.81700783666134,-0.1801900638636204,18.63681777279772,-0.1801900638636198,62.220191963655544,56.20174331111111,-6.018448652544436,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,29.712679948108168,0.20751505581383262,29.920195003922,0.20751505581383256,43.86207973077786,50.793198357777776,6.931118626999918,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,31.853071955908835,-0.05346484558204562,31.79960711032679,-0.05346484558204523,31.38664933461126,29.600893666666664,-1.7857556679445956,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,25.122361507963134,0.08570765880546774,25.208069166768603,0.08570765880546816,5.951731028433,8.814414644777779,2.8626836163447793,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,median,28.704012042104328,-0.00046865594564570893,28.70354338615868,-0.00046865594564593493,26.89610696780329,26.880453597777777,-0.01565337002551459,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.629659469950855,-0.4026721059575617,28.226987363993295,-0.40267210595756,115.39469490289476,101.94522193222224,-13.449472970672517,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,29.920048155908628,0.2637250978931549,30.183773253801782,0.263725097893154,20.84046911840916,29.649034507777777,8.808565389368617,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,29.979943203443046,-0.026254232758516176,29.95368897068453,-0.026254232758514462,12.931681364238123,12.05477534411111,-0.8769060201270129,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,35.76044341101053,-0.2995262888438345,35.46091712216669,-0.29952628884383614,85.51864526557621,75.51430012666667,-10.004345138909542,lancet_ets,Lancet-like ETS baseline
吉林,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,30.383208273313116,-0.1981753263884103,30.185032946924707,-0.19817532638840873,43.92574370177605,37.30657724777778,-6.619166453998268,lancet_ets,Lancet-like ETS baseline
四川,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,29.173766644685863,0.2010330729270223,29.374799717612884,0.20103307292702155,15.418393935188469,22.133010717777776,6.714616782589307,lancet_ets,Lancet-like ETS baseline
天津,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,28.855126377909986,1.4789618280173729,30.334088205927358,1.478961828017372,23.534591889264505,72.93274198777777,49.39815009851327,lancet_ets,Lancet-like ETS baseline
宁夏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,25.51294639342082,0.24509159740713732,25.758037990827955,0.2450915974071357,16.651113558278134,24.837309636666667,8.186196078388534,lancet_ets,Lancet-like ETS baseline
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp585,SSP5-8.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP5-8.5 的省级年度序列，其余协变量保留基线延续路径。,p10,19.923774906098103,1.5641586939236203,21.487933600021723,1.5641586939236198,0.39409082847862464,52.63786377555556,52.243772947076934,lancet_ets,Lancet-like ETS baseline
