Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta,baseline_mode,baseline_mode_label
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,19.923774906098103,1.381527013730853,21.305301919828956,1.381527013730853,0.39409082847862464,46.53786377555555,46.143772947076926,lancet_ets,Lancet-like ETS baseline
山东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,26.049221862130043,-0.5116241839321216,25.537597678197923,-0.5116241839321205,66.69212283533625,49.6035896811111,-17.088533154225146,lancet_ets,Lancet-like ETS baseline
山西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,29.552800061741905,-0.12225595228625766,29.43054410945565,-0.12225595228625608,31.23025230049783,27.146835293333336,-4.0834170071644955,lancet_ets,Lancet-like ETS baseline
广东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,30.227363841687712,1.990624481639815,32.217988323327525,1.9906244816398129,-8.631537342966666,57.85643081888888,66.48796816185555,lancet_ets,Lancet-like ETS baseline
广西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,30.42963585157488,1.1809291907440582,31.61056504231894,1.1809291907440596,6.445867726925684,45.88956148222222,39.443693755296536,lancet_ets,Lancet-like ETS baseline
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,25.323679693872077,-0.026075831870017892,25.29760386200206,-0.02607583187001694,3.9681688680408773,3.0972215371111105,-0.8709473309297668,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,24.48060382742358,-0.1611413597245264,24.31946246769905,-0.16114135972452814,65.94019129570692,60.55797998777777,-5.382211307929154,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,29.672263369649695,-0.14730902964036688,29.524954340009327,-0.1473090296403683,52.036710167827735,47.11650640111111,-4.920203766716625,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,28.61718234329627,-1.376291063924106,27.240891279372164,-1.376291063924107,82.19397863597658,36.22508933333334,-45.96888930264324,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,20.759177746012945,-2.7401392532281466,18.019038492784798,-2.740139253228147,130.78396645835275,39.26178680666667,-91.52217965168609,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,20.42076457436648,2.045938350850759,22.466702925217238,2.045938350850758,-14.404012986043568,53.93146926444445,68.33548225048801,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,27.212778743264707,0.663428046583657,27.876206789848364,0.6634280465836575,67.50588193236415,89.66474878333332,22.158866850969176,lancet_ets,Lancet-like ETS baseline
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,29.80911874474936,0.09854378095293348,29.907662525702293,0.0985437809529337,37.339883522154366,40.63130077888889,3.291417256734526,lancet_ets,Lancet-like ETS baseline
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,30.382399624793386,0.13211852546295197,30.51451815025634,0.13211852546295333,32.73558223131605,37.14841468444444,4.412832453128388,lancet_ets,Lancet-like ETS baseline
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,28.760179756855663,0.00045389346695727057,28.76063365032262,0.0004538934669575667,8.398881438664631,8.414041733666664,0.015160295002033308,lancet_ets,Lancet-like ETS baseline
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,21.884734623855326,0.4382660679710186,22.323000691826344,0.43826606797101775,36.12441289967077,50.76274405777777,14.638331158107,lancet_ets,Lancet-like ETS baseline
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,28.19774283428031,0.5347028171652995,28.73244565144561,0.5347028171653001,-0.5629474846893467,17.296424893999998,17.859372378689343,lancet_ets,Lancet-like ETS baseline
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,19.382641036551693,0.04876156670229512,19.43140260325399,0.04876156670229648,34.739959623708856,36.36862315333333,1.6286635296244754,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,18.81700783666134,-0.4317161356190865,18.385291701042252,-0.4317161356190873,62.220191963655544,47.80063220000001,-14.419559763655535,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,29.712679948108168,-0.0020955483564085355,29.71058439975176,-0.002095548356408017,43.86207973077786,43.79208724666667,-0.06999248411118941,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,31.853071955908835,-0.20582424362992768,31.647247712278908,-0.20582424362992668,31.38664933461126,24.512004777777776,-6.874644556833484,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,25.122361507963134,0.030984687235868193,25.153346195199003,0.030984687235868336,5.951731028433,6.986636867000001,1.0349058385670018,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,28.704012042104328,-0.18379892726483313,28.520213114839496,-0.1837989272648315,26.89610696780329,20.757120264444442,-6.138986703358849,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.629659469950855,-0.536169543592093,28.093489926358764,-0.5361695435920915,115.39469490289476,97.48633304333333,-17.908361859561424,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.920048155908628,0.22427133237245883,30.144319488281088,0.2242713323724601,20.84046911840916,28.33125673,7.490787611590839,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.979943203443046,-0.047378297771705075,29.93256490567134,-0.047378297771704325,12.931681364238123,11.349219788555555,-1.5824615756825686,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,35.76044341101053,-0.3245092381743932,35.435934172836134,-0.32450923817439303,85.51864526557621,74.67985568222223,-10.838789583353986,lancet_ets,Lancet-like ETS baseline
吉林,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,30.383208273313116,-0.18619947850691765,30.197008794806198,-0.18619947850691787,43.92574370177605,37.70657724777777,-6.219166453998277,lancet_ets,Lancet-like ETS baseline
四川,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.173766644685863,0.21740006503172937,29.39116670971759,0.21740006503172893,15.418393935188469,22.679677384444446,7.261283449255977,lancet_ets,Lancet-like ETS baseline
天津,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.855126377909986,1.2855186184871472,30.140644996397132,1.2855186184871457,23.534591889264505,66.47163087666667,42.93703898740216,lancet_ets,Lancet-like ETS baseline
宁夏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,25.51294639342082,0.26222371312649523,25.775170106547314,0.2622237131264953,16.651113558278134,25.40953185888889,8.758418300610757,lancet_ets,Lancet-like ETS baseline
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,19.923774906098103,1.5784964451372965,21.5022713512354,1.5784964451372971,0.39409082847862464,53.11675266444445,52.72266183596582,lancet_ets,Lancet-like ETS baseline
山东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,26.049221862130043,-0.2783945464400469,25.770827315689996,-0.27839454644004746,66.69212283533625,57.39358968111111,-9.29853315422514,lancet_ets,Lancet-like ETS baseline
山西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.552800061741905,0.054853531383376376,29.60765359312528,0.05485353138337601,31.23025230049783,33.06239084888889,1.8321385483910575,lancet_ets,Lancet-like ETS baseline
广东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,30.227363841687712,2.197041526374992,32.42440536806271,2.1970415263749956,-8.631537342966666,64.75087526333334,73.38241260630001,lancet_ets,Lancet-like ETS baseline
广西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,30.42963585157488,1.2893438803156843,31.718979731890563,1.289343880315684,6.445867726925684,49.51067259333333,43.06480486640765,lancet_ets,Lancet-like ETS baseline
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,25.323679693872077,-0.008344923756585321,25.31533477011549,-0.008344923756585132,3.9681688680408773,3.689443759333333,-0.2787251087075444,lancet_ets,Lancet-like ETS baseline
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,24.48060382742358,0.005223127095879476,24.485826954519457,0.0052231270958778,65.94019129570692,66.11464665444444,0.17445535873751794,lancet_ets,Lancet-like ETS baseline
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.672263369649695,0.0003598279872638048,29.67262319763696,0.00035982798726408305,52.036710167827735,52.04872862333333,0.012018455505597103,lancet_ets,Lancet-like ETS baseline
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.61718234329627,-1.2489811476950132,27.36820119560126,-1.2489811476950123,82.19397863597658,40.47731155555555,-41.716667080421026,lancet_ets,Lancet-like ETS baseline
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,20.759177746012945,-2.4946011054134267,18.26457664059952,-2.4946011054134267,130.78396645835275,47.46289791777778,-83.32106854057497,lancet_ets,Lancet-like ETS baseline
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,20.42076457436648,2.122849907245236,22.543614481611716,2.122849907245236,-14.404012986043568,56.50035815333334,70.9043711393769,lancet_ets,Lancet-like ETS baseline
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,27.212778743264707,1.076993993424546,28.28977273668925,1.0769939934245443,67.50588193236415,103.47808211666667,35.97220018430252,lancet_ets,Lancet-like ETS baseline
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.80911874474936,0.3086201125407883,30.117738857290146,0.3086201125407868,37.339883522154366,47.64796744555556,10.308083923401192,lancet_ets,Lancet-like ETS baseline
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,30.382399624793386,0.23378016747918082,30.61617979227257,0.23378016747918196,32.73558223131605,40.54397024,7.8083880086839486,lancet_ets,Lancet-like ETS baseline
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.760179756855663,0.07986041817007841,28.84004017502574,0.07986041817007816,8.398881438664631,11.06626395588889,2.667382517224258,lancet_ets,Lancet-like ETS baseline
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,21.884734623855326,0.6290147117279088,22.513749335583235,0.6290147117279083,36.12441289967077,57.13385516888889,21.00944226921812,lancet_ets,Lancet-like ETS baseline
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.19774283428031,0.29059511784753583,28.488337952127843,0.2905951178475341,-0.5629474846893467,9.143091560666667,9.706039045356015,lancet_ets,Lancet-like ETS baseline
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,19.382641036551693,0.1149281262475437,19.497569162799238,0.11492812624754478,34.739959623708856,38.57862315333334,3.8386635296244833,lancet_ets,Lancet-like ETS baseline
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,18.81700783666134,-0.3648842511915333,18.452123585469806,-0.36488425119153334,62.220191963655544,50.03285442222222,-12.187337541433322,lancet_ets,Lancet-like ETS baseline
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,29.712679948108168,0.18096859300985677,29.893648541118026,0.18096859300985813,43.86207973077786,49.90653169111111,6.044451960333255,lancet_ets,Lancet-like ETS baseline
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,31.853071955908835,-0.07475524181581072,31.778316714093023,-0.0747552418158115,31.38664933461126,28.889782555555556,-2.496866779055704,lancet_ets,Lancet-like ETS baseline
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,25.122361507963134,0.08820262711411213,25.210564135077245,0.08820262711411075,5.951731028433,8.897747978111113,2.9460169496781132,lancet_ets,Lancet-like ETS baseline
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,28.704012042104328,-0.022457643305831342,28.681554398798497,-0.022457643305831,26.89610696780329,26.14600915333333,-0.7500978144699602,lancet_ets,Lancet-like ETS baseline
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,p10,28.629659469950855,-0.5549317052730984,28.074727764677757,-0.5549317052730984,115.39469490289476,96.85966637666667,-18.53502852622809,lancet_ets,Lancet-like ETS baseline
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,p10,29.920048155908628,0.2134930692791152,30.13354122518774,0.2134930692791137,20.84046911840916,27.97125673,7.13078761159084,lancet_ets,Lancet-like ETS baseline
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,p10,29.979943203443046,-0.03829661312823957,29.941646590314807,-0.03829661312823873,12.931681364238123,11.65255312188889,-1.279128242349234,lancet_ets,Lancet-like ETS baseline
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,p10,35.76044341101053,-0.3165586058308463,35.44388480517968,-0.31655860583084916,85.51864526557621,74.94541123777779,-10.57323402779842,lancet_ets,Lancet-like ETS baseline
