Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta
安徽,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-2.110490105587253,0.3611505265114052,-1.749339579075848,0.3611505265114052,0.39409082847862464,58.48564155333334,58.09155072485471
山东,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.7013765329005172,-0.0696894622009054,-0.7710659951014226,-0.06968946220090544,66.69212283533625,55.48247857,-11.209644265336252
山西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.5277752171930432,0.010340290158446732,-0.5174349270345965,0.01034029015844673,31.23025230049783,32.89350196,1.6632496595021706
广东,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,5.138247925257774,0.47461467569533783,5.612862600953112,0.4746146756953378,-8.631537342966666,67.71087526333334,76.3424126063
广西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.21951454013270338,0.284744086752184,0.0652295466194806,0.284744086752184,6.445867726925684,52.24733926,45.80147153307431
新疆,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-1.615751391681955,0.0025430477403730876,-1.6132083439415819,0.002543047740373172,3.9681688680408773,4.377221537111111,0.4090526690702334
江苏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-2.104716146646079,0.022222103192147125,-2.082494043453932,0.022222103192147014,65.94019129570692,69.51464665444445,3.5744553587375236
江西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6696433778417789,0.002893054866932573,-0.6667503229748463,0.0028930548669325873,52.036710167827735,52.50206195666666,0.46535178883892314
河北,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-1.1361417754568208,-0.24179674643346605,-1.3779385218902869,-0.24179674643346605,82.19397863597658,43.30064488888888,-38.893333747087695
河南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-2.2559194618414597,-0.5017328142366081,-2.7576522760780677,-0.501732814236608,130.78396645835275,50.07956458444444,-80.70440187390831
浙江,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-1.4879430267400584,0.4982925940674409,-0.9896504326726174,0.498292594067441,-14.404012986043568,65.74702482000001,80.15103780604358
海南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.9911133450735643,0.22447903066591046,-0.7666343144076538,0.22447903066591046,67.50588193236415,103.61363767222221,36.107755739858064
湖北,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.5704373498512617,0.07039816133021283,-0.5000391885210489,0.07039816133021282,37.339883522154366,48.663523001111116,11.32363947895675
湖南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.37044290573900596,0.04477943350387746,-0.3256634722351285,0.044779433503877475,32.73558223131605,39.938414684444446,7.202832453128394
甘肃,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6137079405339085,0.01960156392511473,-0.5941063766087938,0.019601563925114696,8.398881438664631,11.551819511444444,3.152938072779813
福建,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.7942639869408353,0.13183668385316902,-0.6624273030876663,0.13183668385316905,36.12441289967077,57.33052183555555,21.206108935884778
西藏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6786811404925376,0.06569512769264646,-0.6129860127998912,0.0656951276926464,-0.5629474846893467,10.004202671777776,10.567150156467122
贵州,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-2.419957974837712,0.034164028485737005,-2.385793946351975,0.034164028485736964,34.739959623708856,40.235289820000006,5.49533019629115
辽宁,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6382590150455132,-0.04517354879182417,-0.6834325638373373,-0.045173548791824114,62.220191963655544,54.95396553333334,-7.266226430322206
重庆,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6470435131980381,0.028335386781633307,-0.6187081264164048,0.028335386781633276,43.86207973077786,48.41986502444445,4.557785293666591
陕西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.3893963084600473,0.003273000477617851,-0.38612330798242944,0.00327300047761786,31.38664933461126,31.91311588888889,0.5264665542776292
青海,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-1.2654143900796568,0.016090876005300278,-1.2493235140743566,0.016090876005300236,5.951731028433,8.539970200333332,2.588239171900333
黑龙江,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,median,-0.6749505041806803,-0.014251170400066742,-0.689201674580747,-0.014251170400066737,26.89610696780329,24.60378693111111,-2.292320036692182
上海,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.7640466118732165,-0.0917239250129971,-1.8557705368862136,-0.09172392501299709,115.39469490289476,100.64077748777777,-14.753917415116987
云南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.48168433776130315,0.048130765404159,-0.43355357235714415,0.048130765404159004,20.84046911840916,28.58236784111111,7.741898722701951
内蒙古,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.46071879805893956,-0.009520283408734046,-0.4702390814676736,-0.009520283408734065,12.931681364238123,11.400330899666667,-1.5313504645714566
北京,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,0.782759245415179,-0.04877457427220786,0.7339846711429712,-0.04877457427220788,85.51864526557621,77.67318901555555,-7.845456250020661
吉林,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.20868201626635804,-0.056720759534622,-0.26540277580098004,-0.056720759534621995,43.92574370177605,34.802132803333336,-9.123610898442713
四川,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.5517558030277114,0.03301291688477497,-0.5187428861429365,0.03301291688477492,15.418393935188469,20.728566273333335,5.310172338144866
天津,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.49829511315487485,0.30474192022418994,-0.1935531929306849,0.30474192022418994,23.534591889264505,72.55274198777778,49.018150098513274
宁夏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.3529955500401327,0.04594011356927055,-1.3070554364708622,0.045940113569270524,16.651113558278134,24.04064297,7.389529411721867
安徽,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.110490105587253,0.3284978808642838,-1.7819922247229694,0.3284978808642838,0.39409082847862464,53.233419331111115,52.83932850263249
山东,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.7013765329005172,-0.0531317317976581,-0.7545082646981752,-0.053131731797658066,66.69212283533625,58.14581190333333,-8.546310932002918
山西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.5277752171930432,0.002548417027506827,-0.5252268001655364,0.002548417027506855,31.23025230049783,31.640168626666668,0.4099163261688368
广东,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,5.138247925257774,0.45712440728439824,5.595372332542173,0.4571244072843985,-8.631537342966666,64.89754193,73.52907927296667
广西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.21951454013270338,0.27737358264694206,0.05785904251423868,0.27737358264694206,6.445867726925684,51.06178370444444,44.61591597751875
新疆,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.615751391681955,-4.733561432767394e-05,-1.6157987272962826,-4.7335614327570497e-05,3.9681688680408773,3.9605548704444447,-0.0076139975964326645
江苏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.104716146646079,0.009332355619156086,-2.095383791026923,0.009332355619156019,65.94019129570692,67.44131332111111,1.501122025404186
江西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6696433778417789,0.008937282694567776,-0.6607060951472111,0.008937282694567728,52.036710167827735,53.474284178888894,1.4375740110611588
河北,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.1361417754568208,-0.2545966940501607,-1.3907384695069815,-0.2545966940501607,82.19397863597658,41.241756,-40.952222635976575
河南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.2559194618414597,-0.5088615492287445,-2.7647810110702045,-0.5088615492287447,130.78396645835275,48.93289791777777,-81.85106854057497
浙江,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.4879430267400584,0.4639544723175275,-1.023988554422531,0.4639544723175275,-14.404012986043568,60.22369148666667,74.62770447271023
海南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.9911133450735643,0.17489563941246491,-0.8162177056610994,0.1748956394124649,67.50588193236415,95.63808211666667,28.13220018430252
湖北,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.5704373498512617,0.052638493050384365,-0.5177988568008773,0.05263849305038437,37.339883522154366,45.80685633444445,8.46697281229008
湖南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.37044290573900596,0.043087049712139606,-0.32735585602686634,0.04308704971213961,32.73558223131605,39.66619246222222,6.930610230906169
甘肃,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6137079405339085,0.013205043961240302,-0.6005028965726682,0.013205043961240337,8.398881438664631,10.522930622555554,2.1240491838909232
福建,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.7942639869408353,0.14055418730285535,-0.6537097996379799,0.1405541873028554,36.12441289967077,58.73274405777778,22.608331158107006
西藏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6786811404925376,0.06170939117088022,-0.6169717493216573,0.06170939117088026,-0.5629474846893467,9.363091560666666,9.926039045356013
贵州,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.419957974837712,0.025232386678728756,-2.394725588158983,0.025232386678728957,34.739959623708856,38.79862315333334,4.058663529624482
辽宁,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6382590150455132,-0.06626272314356134,-0.7045217381890745,-0.0662627231435613,62.220191963655544,51.561743311111115,-10.658448652544429
重庆,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6470435131980381,0.02594532640636271,-0.6210981867916754,0.025945326406362712,43.86207973077786,48.03542058,4.173340849222143
陕西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.3893963084600473,-0.009354254915430134,-0.39875056337547743,-0.009354254915430127,31.38664933461126,29.88200477777778,-1.5046445568334796
青海,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.2654143900796568,0.014108369277835969,-1.251306020801821,0.014108369277835875,5.951731028433,8.221081311444445,2.2693502830114456
黑龙江,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6749505041806803,-0.019894752268841475,-0.6948452564495218,-0.01989475226884152,26.89610696780329,23.696009153333332,-3.2000978144699594
上海,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.7640466118732165,-0.07804670090017694,-1.8420933127733934,-0.07804670090017685,115.39469490289476,102.84077748777779,-12.55391741511697
云南,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.48168433776130315,0.05974949821111017,-0.42193483955019295,0.0597494982111102,20.84046911840916,30.45125673,9.61078761159084
内蒙古,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.46071879805893956,-0.005997362046341028,-0.4667161601052806,-0.005997362046341048,12.931681364238123,11.96699756633333,-0.9646837979047937
北京,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,0.782759245415179,-0.1217612156742565,0.6609980297409226,-0.12176121567425646,85.51864526557621,65.93318901555557,-19.58545625002064
吉林,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.20868201626635804,-0.047222687234052575,-0.2559047035004106,-0.04722268723405257,43.92574370177605,36.32991058111111,-7.595833120664942
四川,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.5517558030277114,0.05733488966317868,-0.49442091336453275,0.05733488966317868,15.418393935188469,24.640788495555555,9.222394560367086
天津,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.49829511315487485,0.34240264035706613,-0.1558924727978087,0.34240264035706613,23.534591889264505,78.61051976555555,55.07592787629105
宁夏,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.3529955500401327,0.057323984952062194,-1.2956715650880706,0.057323984952062146,16.651113558278134,25.871754081111114,9.22064052283298
安徽,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-2.110490105587253,0.35761378977112046,-1.7528763158161327,0.35761378977112046,0.39409082847862464,57.91675266444445,57.52266183596583
山东,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.7013765329005172,-0.06251928107509366,-0.7638958139756108,-0.06251928107509364,66.69212283533625,56.635811903333334,-10.056310932002916
山西,2050,robust_systematic,稳健性模型 2,SYS_09556 | Province: No / Year: Yes,SYS_09556,systematic,Province: No / Year: Yes,ssp245,SSP2-4.5（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP2-4.5 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.5277752171930432,0.03132584917599588,-0.4964493680170473,0.0313258491759959,31.23025230049783,36.26905751555556,5.038805215057728
