Province,Year,role_id,role_label,model_id,scheme_id,scheme_source,fe_label,scenario_id,scenario_label,scenario_family,scenario_description,statistic,baseline_pred,scenario_adjustment,scenario_pred,delta_vs_baseline,rx1day_baseline,rx1day_scenario,rx1day_delta
天津,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.49829511315487485,0.21808660117407624,-0.2802085119807986,0.21808660117407624,23.534591889264505,70.85051976555556,47.315927876291056
宁夏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.3529955500401327,0.0337368696598249,-1.319258680380308,0.03373686965982481,16.651113558278134,23.970642969999997,7.319529411721863
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.110490105587253,0.23633405687576695,-1.8741560487114861,0.23633405687576703,0.39409082847862464,51.66897488666667,51.27488405818804
山东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.7013765329005172,-0.052056242593707606,-0.7534327754942247,-0.05205624259370756,66.69212283533625,55.398034125555554,-11.294088709780695
山西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.5277752171930432,0.002493681097130654,-0.5252815360959125,0.002493681097130662,31.23025230049783,31.77127973777778,0.5410274372799471
广东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,5.138247925257774,0.32601688586730365,5.464264811125078,0.32601688586730404,-8.631537342966666,62.100875263333336,70.7324126063
广西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.21951454013270338,0.19452862618682842,-0.02498591394587496,0.19452862618682842,6.445867726925684,48.65067259333333,42.20480486640765
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.615751391681955,-0.00020921787771975933,-1.6159606095596748,-0.00020921787771976952,3.9681688680408773,3.9227770926666663,-0.04539177537421102
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.104716146646079,-0.0040150386927381015,-2.1087311853388173,-0.0040150386927382264,65.94019129570692,65.06909109888889,-0.8711001968180341
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6696433778417789,-0.00936777309375417,-0.679011150935533,-0.00936777309375414,52.036710167827735,50.004284178888895,-2.03242598893884
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.1361417754568208,-0.19410702131900812,-1.330248796775829,-0.19410702131900814,82.19397863597658,40.08064488888889,-42.11333374708769
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.2559194618414597,-0.3845060308303842,-2.640425492671844,-0.38450603083038404,130.78396645835275,47.361786806666665,-83.4221796516861
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.4879430267400584,0.3379226627289504,-1.150020364011108,0.33792266272895044,-14.404012986043568,58.91146926444445,73.31548225048802
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.9911133450735643,0.13391131058097777,-0.8572020344925866,0.13391131058097772,67.50588193236415,96.55919322777777,29.05331129541362
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.5704373498512617,0.035788964544449346,-0.5346483853068124,0.03578896454444935,37.339883522154366,45.10463411222223,7.764750590067862
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.37044290573900596,0.028374742563303034,-0.34206816317570293,0.028374742563303024,32.73558223131605,38.89174801777778,6.156165786461727
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6137079405339085,0.008294663101794513,-0.605413277432114,0.008294663101794497,8.398881438664631,10.19848617811111,1.7996047394464796
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.7942639869408353,0.0950894861201871,-0.6991745008206482,0.09508948612018708,36.12441289967077,56.754966280000005,20.630553380329232
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6786811404925376,0.04047575954567849,-0.6382053809468591,0.0404757595456785,-0.5629474846893467,8.218647116222222,8.781594600911568
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-2.419957974837712,0.01216713916651337,-2.407790835671199,0.012167139166513241,34.739959623708856,37.379734264444444,2.639774640735588
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6382590150455132,-0.052030246677146494,-0.6902892617226597,-0.05203024667714651,62.220191963655544,50.93174331111111,-11.288448652544432
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6470435131980381,0.014693007009946137,-0.632350506188092,0.014693007009946135,43.86207973077786,47.04986502444444,3.187785293666586
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.3893963084600473,-0.012082038353918845,-0.40147834681396616,-0.012082038353918856,31.38664933461126,28.765338111111113,-2.621311223500147
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-1.2654143900796568,0.00767381454628285,-1.257740575533374,0.007673814546282909,5.951731028433,7.616636867,1.6649058385670008
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p10,-0.6749505041806803,-0.01869826963486682,-0.6936487738155471,-0.01869826963486687,26.89610696780329,22.839342486666666,-4.056764481136625
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.7640466118732165,-0.10710416690145089,-1.8711507787746675,-0.10710416690145097,115.39469490289476,92.15744415444443,-23.23725074845032
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.48168433776130315,0.027894159162101997,-0.4537901785992012,0.027894159162101972,20.84046911840916,26.89236784111111,6.051898722701949
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.46071879805893956,-0.024255518392250715,-0.48497431645119027,-0.024255518392250708,12.931681364238123,7.6692197885555515,-5.262461575682572
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,0.782759245415179,-0.09561397034747063,0.6871452750677084,-0.09561397034747066,85.51864526557621,64.77430012666667,-20.744345138909537
吉林,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.20868201626635804,-0.04777264436380997,-0.25645466063016803,-0.047772644363809985,43.92574370177605,33.561021692222226,-10.364722009553823
四川,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.5517558030277114,0.017582172562938307,-0.5341736304647732,0.01758217256293826,15.418393935188469,19.233010717777777,3.814616782589308
天津,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.49829511315487485,0.1942265250978726,-0.3040685880570022,0.19422652509787264,23.534591889264505,65.67385309888888,42.13926120962438
宁夏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.3529955500401327,0.01746654089955472,-1.335529009140578,0.017466540899554683,16.651113558278134,20.440642970000003,3.789529411721869
安徽,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-2.110490105587253,0.21268395356606348,-1.8978061520211897,0.2126839535660634,0.39409082847862464,46.53786377555555,46.143772947076926
山东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.7013765329005172,-0.07876375423513324,-0.7801402871356504,-0.07876375423513327,66.69212283533625,49.6035896811111,-17.088533154225146
山西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.5277752171930432,-0.018821115346131723,-0.546596332539175,-0.018821115346131734,31.23025230049783,27.146835293333336,-4.0834170071644955
广东,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,5.138247925257774,0.306453569573872,5.444701494831646,0.30645356957387193,-8.631537342966666,57.85643081888888,66.48796816185555
广西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.21951454013270338,0.18180222802212226,-0.037712312110581125,0.18180222802212226,6.445867726925684,45.88956148222222,39.443693755296536
新疆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.615751391681955,-0.004014334109662085,-1.6197657257916172,-0.004014334109662121,3.9681688680408773,3.0972215371111105,-0.8709473309297668
江苏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-2.104716146646079,-0.024807463863243975,-2.129523610509323,-0.02480746386324384,65.94019129570692,60.55797998777777,-5.382211307929154
江西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6696433778417789,-0.022677997975070623,-0.6923213758168495,-0.02267799797507064,52.036710167827735,47.11650640111111,-4.920203766716625
河北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.1361417754568208,-0.21187788716670647,-1.3480196626235272,-0.2118778871667064,82.19397863597658,36.22508933333334,-45.96888930264324
河南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-2.2559194618414597,-0.4218402129715141,-2.677759674812974,-0.4218402129715142,130.78396645835275,39.26178680666667,-91.52217965168609
浙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.4879430267400584,0.31496905444958906,-1.1729739722904693,0.3149690544495891,-14.404012986043568,53.93146926444445,68.33548225048801
海南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.9911133450735643,0.10213372482162093,-0.8889796202519433,0.10213372482162097,67.50588193236415,89.66474878333332,22.158866850969176
湖北,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.5704373498512617,0.015170663131529016,-0.5552666867197327,0.015170663131529039,37.339883522154366,40.63130077888889,3.291417256734526
湖南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.37044290573900596,0.020339443279430183,-0.3501034624595758,0.02033944327943016,32.73558223131605,37.14841468444444,4.412832453128388
甘肃,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6137079405339085,6.987619937273746e-05,-0.6136380643345358,6.987619937270928e-05,8.398881438664631,8.414041733666664,0.015160295002033308
福建,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.7942639869408353,0.06747038539493139,-0.726793601545904,0.06747038539493133,36.12441289967077,50.76274405777777,14.638331158107
西藏,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6786811404925376,0.0823166742360806,-0.596364466256457,0.08231667423608058,-0.5629474846893467,17.296424893999998,17.859372378689343
贵州,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-2.419957974837712,0.007506768007606881,-2.412451206830105,0.007506768007607079,34.739959623708856,36.36862315333333,1.6286635296244754
辽宁,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6382590150455132,-0.06646203340879311,-0.7047210484543063,-0.06646203340879309,62.220191963655544,47.80063220000001,-14.419559763655535
重庆,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6470435131980381,-0.00032260643831077637,-0.6473661196363488,-0.0003226064383107241,43.86207973077786,43.79208724666667,-0.06999248411118941
陕西,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.3893963084600473,-0.031686324943252936,-0.4210826334033002,-0.03168632494325291,31.38664933461126,24.512004777777776,-6.874644556833484
青海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-1.2654143900796568,0.00477004482419497,-1.2606443452554619,0.004770044824194963,5.951731028433,6.986636867000001,1.0349058385670018
黑龙江,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp119,SSP1-1.9（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-1.9 的省级年度序列，其余协变量保留基线延续路径。,p90,-0.6749505041806803,-0.028295561450021496,-0.7032460656307018,-0.028295561450021545,26.89610696780329,20.757120264444442,-6.138986703358849
上海,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,-1.7640466118732165,-0.08254247450791737,-1.8465890863811338,-0.0825424745079173,115.39469490289476,97.48633304333333,-17.908361859561424
云南,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,-0.48168433776130315,0.03452622581131508,-0.44715811194998806,0.03452622581131509,20.84046911840916,28.33125673,7.490787611590839
内蒙古,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,-0.46071879805893956,-0.007293815888626234,-0.46801261394756577,-0.0072938158886262094,12.931681364238123,11.349219788555555,-1.5824615756825686
北京,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,0.782759245415179,-0.04995769685115056,0.7328015485640285,-0.04995769685115059,85.51864526557621,74.67985568222223,-10.838789583353986
吉林,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,-0.20868201626635804,-0.028665122612293436,-0.23734713887865147,-0.028665122612293426,43.92574370177605,37.70657724777777,-6.219166453998277
四川,2050,robust_low_vif,稳健性模型 1,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes,ssp126,SSP1-2.6（rx1day）,rx1day_ssp,将未来 R1xday 路径替换为 CCKP SSP1-2.6 的省级年度序列，其余协变量保留基线延续路径。,median,-0.5517558030277114,0.033468404799122824,-0.5182873982285886,0.03346840479912283,15.418393935188469,22.679677384444446,7.261283449255977
