metric,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组 | Province: Yes / Year: No,方案A_平衡主线组 | Province: Yes / Year: Yes,方案C_污染替代组 | Province: No / Year: Yes,方案C_污染替代组 | Province: Yes / Year: No,方案C_污染替代组 | Province: Yes / Year: Yes,方案D_城市气候组 | Province: No / Year: Yes,方案D_城市气候组 | Province: Yes / Year: No,方案D_城市气候组 | Province: Yes / Year: Yes,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组 | Province: Yes / Year: No,方案F_低VIF主线组 | Province: Yes / Year: Yes
r2_model,0.33381488269619486,0.45483673439440364,0.02121170476153822,0.5319985844780206,0.6065162176122294,0.042708683136510106,0.40823630672102384,0.48103262129942936,0.03850650708528924,0.34506243530224867,0.45492413469619497,0.02146626561808762
r2_overall,0.27450319325592387,-2.537903005437283,-0.41801089234206,0.2691553339232762,-1.0702983009670732,-0.5203389730594632,0.19167875094747666,-0.8280040554616839,-0.09649089505392983,0.22849366249959924,-0.7388651116610208,-0.20523606392089455
r2_within,-0.18570875565219258,0.45483673439440364,0.025957855983834377,-0.6602411777329387,0.6065162176122294,-0.37636928879668763,-0.6519288321175245,0.48103262129942936,-0.13848519483518595,-0.3663079237838873,0.45492413469619497,0.02331107036905078
coef_R1xday,0.15082462947594863,-0.02061534864072511,-0.0033076735002741846,0.04800738050644008,0.008515509696639294,-0.0036629465727787847,0.15193942871593288,-0.012698804314121709,-0.009058381122007972,0.13437185131360752,-0.020746759239321337,-0.0034526550919808676
p_R1xday,0.04260977529546306,0.30046007378939077,0.8506875682706379,0.33080614435478806,0.5086860566343412,0.8331591567270551,0.06318284980628941,0.5907332841301574,0.6041245926064742,0.05111765478361385,0.3027448718698107,0.8453797987802627
coef_AMC,0.13103410335157015,0.0023894493613464316,0.009284693212428191,0.11191680859907785,-0.012531586241638049,0.0088852758885283,0.11972247887301507,-0.009799850562819156,0.009942843930565725,0.1282545796871254,0.0025184379428203046,0.009280731741281089
p_AMC,0.0033854032562117276,0.8999946302071218,0.5169604958523597,0.002199189098312848,0.44320834675431087,0.5236719241966408,0.0011806010869692685,0.5996541858995363,0.49400759180598897,0.003374069913059108,0.8951928006931316,0.5173643895479167
max_vif_raw,24.79698686970837,24.79698686970837,24.79698686970837,62.516300270282386,62.516300270282386,62.516300270282386,47.23887966094942,47.23887966094942,47.23887966094942,32.637482426789795,32.637482426789795,32.637482426789795
max_vif_z,3.0544803429981098,3.0544803429981098,3.0544803429981098,2.3320339747723744,2.3320339747723744,2.3320339747723744,2.088800289798575,2.088800289798575,2.088800289798575,1.8204312093552335,1.8204312093552335,1.8204312093552335
