AMR,Predictor,Coef,CI_lo,CI_hi,p,N,R2_within
建成区绿化覆盖率,抗菌药物使用强度,-0.0546489572013932,-0.23525431912889308,0.12595640472610667,0.5538273901574149,239,0.40714080446482526
"卫生程度
（日污水处理能力）",省平均气温,-269.3665475348057,-697.3037981159414,158.57070304632998,0.2188043547694587,239,0.7372577882327985
"卫生程度
（日污水处理能力）",省平均降水,-29.248540000202983,-97.00550209117843,38.50842209077247,0.3985614215187647,239,0.7372577882327985
"卫生程度
（日污水处理能力）",R1xday,4.377040498186719,-8.531378293018811,17.28545928939225,0.5070964807781442,239,0.7372577882327985
"卫生程度
（日污水处理能力）",PM2.5,-17.03349106704036,-39.51956309269659,5.452580958615876,0.13924800649783942,239,0.7372577882327985
"卫生程度
（日污水处理能力）",医疗水平,-15.409146797496852,-94.91476599009493,64.09647239510122,0.7044584047595639,239,0.7372577882327985
"卫生程度
（日污水处理能力）",GDP,315.8560525729127,74.46240792753017,557.2496972182952,0.01108965945893381,239,0.7372577882327985
"卫生程度
（日污水处理能力）",城市用水普及率,46.45124966393117,12.787701648709835,80.1147976791525,0.00745130036215369,239,0.7372577882327985
"卫生程度
（日污水处理能力）",生活垃圾无害化处理率,-0.8971007651050329,-30.13780394621489,28.343602416004824,0.952112300697787,239,0.7372577882327985
"卫生程度
（日污水处理能力）",抗菌药物使用强度,-10.155315509011515,-21.142041291473078,0.8314102734500466,0.07159033107934865,239,0.7372577882327985
"饮用水
供水综合生产能力(万立方米/日)",省平均气温,-237.4200047225046,-694.3451474082685,219.5051379632593,0.3097517760169013,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",省平均降水,57.392691598226264,-62.236188204110704,177.02157140056323,0.3482277833418381,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",R1xday,-26.02862930993038,-69.26809884909807,17.210840229237306,0.23951187388412087,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",PM2.5,-51.012933613002645,-171.6002444598406,69.57437723383532,0.4080420379972711,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",医疗水平,-118.07886674176305,-341.95328360778905,105.79555012426295,0.302537471349134,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",GDP,170.4197312825056,-106.41852002132066,447.2579825863319,0.22907749817490708,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",城市用水普及率,120.66560887307939,-35.36530569197886,276.69652343813766,0.13121748551292844,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",生活垃圾无害化处理率,-15.757291694420896,-47.967476454767066,16.452893065925277,0.3388408705890402,239,0.11775756534198245
"饮用水
供水综合生产能力(万立方米/日)",抗菌药物使用强度,-11.859784554659024,-40.99452949567582,17.27496038635777,0.4259376776340851,239,0.11775756534198245
人均日生活用水量(升),省平均气温,60.537798262525754,-29.373005996072607,150.44860252112412,0.1885029279788164,239,0.11530142484199701
人均日生活用水量(升),省平均降水,2.5098483172853925,-15.062644613713829,20.082341248284614,0.779820768044619,239,0.11530142484199701
人均日生活用水量(升),R1xday,-2.9945697868590675,-4.948263187680407,-1.040876386037728,0.0030155673179774745,239,0.11530142484199701
人均日生活用水量(升),PM2.5,-1.7413677338236375,-6.306187937634221,2.823452469986946,0.45555583523816523,239,0.11530142484199701
人均日生活用水量(升),医疗水平,2.2968780050180655,-11.040339266191934,15.634095276228065,0.7360746240639822,239,0.11530142484199701
人均日生活用水量(升),GDP,-8.901863009806938,-19.221795254358142,1.4180692347442676,0.09251319312498185,239,0.11530142484199701
人均日生活用水量(升),城市用水普及率,2.083208146689578,-7.327815472414908,11.494231765794066,0.6648730546204771,239,0.11530142484199701
人均日生活用水量(升),生活垃圾无害化处理率,-2.216845939242911,-5.206253840225777,0.7725619617399544,0.14771708117079196,239,0.11530142484199701
人均日生活用水量(升),抗菌药物使用强度,-0.36940738949080926,-3.257230911832632,2.5184161328510135,0.8022964070709775,239,0.11530142484199701
"牲畜饲养
-大牲畜年底头数",省平均气温,49.871441166464166,-227.93639522363716,327.67927755656547,0.7253310146901695,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",省平均降水,-1.1477371636354223,-40.00183095187069,37.70635662459985,0.9538899705064079,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",R1xday,-5.275235360032602,-15.702623271643457,5.152152551578252,0.3226499560062541,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",PM2.5,29.182138633375068,-1.6387137377493772,60.00299100449951,0.06500832454872763,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",医疗水平,-22.56323574684658,-95.88452684454091,50.75805535084776,0.5471151776256833,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",GDP,-84.72903722020087,-167.36362549296138,-2.094448947440341,0.04585799175244776,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",城市用水普及率,-62.83200578202702,-147.4924331697102,21.82842160565618,0.14739242221411408,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",生活垃圾无害化处理率,6.572423465120641,-11.839224438954004,24.984071369195284,0.48498017676851535,239,-0.41590103614078666
"牲畜饲养
-大牲畜年底头数",抗菌药物使用强度,10.219654789743508,-3.4504015826049823,23.889711162092,0.144470453526651,239,-0.41590103614078666
"牲畜饲养
-猪年底头数",省平均气温,297.61396381028544,-741.7614943454876,1336.9894219660584,0.5752952867418011,239,0.0633933706883224
"牲畜饲养
-猪年底头数",省平均降水,107.43405112747966,-15.707286214631267,230.5753884695906,0.08887436184782649,239,0.0633933706883224
"牲畜饲养
-猪年底头数",R1xday,-10.414932409654401,-38.08626374847029,17.256398929161488,0.46158996403892605,239,0.0633933706883224
"牲畜饲养
-猪年底头数",PM2.5,-50.31537808251562,-102.87912126884711,2.2483651038158783,0.06214248128291766,239,0.0633933706883224
"牲畜饲养
-猪年底头数",医疗水平,-1.9881581234340842,-202.18565428901357,198.2093380421454,0.9844904822944249,239,0.0633933706883224
"牲畜饲养
-猪年底头数",GDP,-159.23774429324672,-325.66157237640437,7.186083789910953,0.06225222725982649,239,0.0633933706883224
"牲畜饲养
-猪年底头数",城市用水普及率,-106.11086650161174,-224.03775766367113,11.816024660447653,0.07937959039182929,239,0.0633933706883224
"牲畜饲养
-猪年底头数",生活垃圾无害化处理率,37.51191645182777,10.920776537928475,64.10305636572707,0.006245322416072341,239,0.0633933706883224
"牲畜饲养
-猪年底头数",抗菌药物使用强度,11.120582466944617,-11.61649969809383,33.85766463198306,0.3389468912111804,239,0.0633933706883224
"牲畜饲养
-羊年底头数",省平均气温,164.0698541366376,-490.6723529634269,818.812061236702,0.6238780915109146,239,0.049293737808587146
"牲畜饲养
-羊年底头数",省平均降水,-81.40141997161709,-216.16050641651944,53.35766647328526,0.23789258594751073,239,0.049293737808587146
"牲畜饲养
-羊年底头数",R1xday,10.594897430546702,-10.218744276039665,31.40853913713307,0.31966876704997604,239,0.049293737808587146
"牲畜饲养
-羊年底头数",PM2.5,31.381617909531805,-21.380172194318988,84.1434080133826,0.24514717765966254,239,0.049293737808587146
"牲畜饲养
-羊年底头数",医疗水平,31.247075873394426,-143.31769884027102,205.8118505870599,0.7260911981171483,239,0.049293737808587146
"牲畜饲养
-羊年底头数",GDP,-134.24597036387902,-322.97925977995976,54.487319052201684,0.16487589708622097,239,0.049293737808587146
"牲畜饲养
-羊年底头数",城市用水普及率,-4.42773596791663,-85.52076118631281,76.66528925047955,0.9148863579982067,239,0.049293737808587146
"牲畜饲养
-羊年底头数",生活垃圾无害化处理率,29.333472055429368,-8.001481943319071,66.66842605417781,0.12521280023223103,239,0.049293737808587146
"牲畜饲养
-羊年底头数",抗菌药物使用强度,5.945813325882705,-24.831758172616233,36.72338482438165,0.7053671960144463,239,0.049293737808587146
